Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NBG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NBG_M_R
730,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
731,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
732,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
733,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
734,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
735,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
736,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
737,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
738,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
739,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
740,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
741,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
742,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
743,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
744,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
745,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
746,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
747,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
748,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
749,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
750,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
751,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
752,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
753,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
754,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
755,Forest,Wetland,Water,NULL,Water,NULL,Forest,Forest
756,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,Forest
757,Forest,Wetland,Water,NULL,Water,Water,Wetland,Bareland
758,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
759,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
760,Forest,Wetland,Water,NULL,Water,Water,Water,Bareland
761,Forest,Wetland,Water,NULL,Water,Water,Water,Water
762,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
763,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
764,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
765,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
766,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
767,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
768,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
769,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
770,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
771,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
772,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
773,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
774,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
775,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
776,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
777,Forest,Wetland,Water,Water,Water,Water,Water,Water
778,Forest,Wetland,Water,Water,Water,Water,Water,Forest
779,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
780,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
781,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
782,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
783,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
784,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
785,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
786,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
787,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
788,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
789,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
790,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
791,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
792,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Bareland
793,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
794,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
795,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Bareland
796,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
797,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
798,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
799,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
800,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
801,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
802,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
803,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
804,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
805,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
806,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
807,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
808,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
809,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
810,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
811,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
812,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
813,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
814,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
815,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
816,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Water
817,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
818,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
819,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest,Water
820,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest,Forest
821,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
822,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
823,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
824,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
825,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
826,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
827,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
828,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
829,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
830,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
831,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
832,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
833,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
834,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
835,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
836,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
837,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
838,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
839,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
840,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
841,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
842,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
843,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
844,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
845,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
846,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
847,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
848,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
849,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
850,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
851,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
852,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
853,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
854,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
855,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
856,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
857,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
858,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
859,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
860,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
861,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
862,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
863,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
864,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
865,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
866,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
867,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
868,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
869,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
870,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
871,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
872,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
873,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
874,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
875,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
876,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
877,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
878,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
879,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
880,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
881,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
882,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
883,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
884,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
885,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
886,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
887,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
888,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
889,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
890,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
891,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
892,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
893,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
894,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
895,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
896,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
897,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
898,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
899,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
900,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
901,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
902,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
903,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
904,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
905,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
906,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
907,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
908,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
909,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
910,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
911,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
912,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
913,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
914,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
915,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
916,Forest,Water,Water,NULL,Water,NULL,Water,Water
917,Forest,Water,Water,NULL,Water,NULL,Water,Forest
918,Forest,Water,Water,NULL,Water,NULL,Forest,Water
919,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
920,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
921,Forest,Water,Water,NULL,Water,Water,Wetland,Water
922,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
923,Forest,Water,Water,NULL,Water,Water,Water,Bareland
924,Forest,Water,Water,NULL,Water,Water,Water,Water
925,Forest,Water,Water,NULL,Water,Water,Water,Forest
926,Forest,Water,Water,NULL,Water,Water,Forest,Water
927,Forest,Water,Water,NULL,Water,Water,Forest,Forest
928,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
929,Forest,Water,Water,NULL,Water,Forest,Water,Water
930,Forest,Water,Water,NULL,Water,Forest,Water,Forest
931,Forest,Water,Water,NULL,Water,Forest,Forest,Water
932,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
933,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
934,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
935,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
936,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
937,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
938,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
939,Forest,Water,Water,Non_Water,Water,Water,Water,Water
940,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
941,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
942,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
943,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
944,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
945,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
946,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
947,Forest,Water,Water,Water,Water,NULL,Wetland,Water
948,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
949,Forest,Water,Water,Water,Water,NULL,Water,Water
950,Forest,Water,Water,Water,Water,NULL,Water,Forest
951,Forest,Water,Water,Water,Water,NULL,Forest,Water
952,Forest,Water,Water,Water,Water,NULL,Forest,Forest
953,Forest,Water,Water,Water,Water,Water,Wetland,Water
954,Forest,Water,Water,Water,Water,Water,Wetland,Forest
955,Forest,Water,Water,Water,Water,Water,Water,Grassland
956,Forest,Water,Water,Water,Water,Water,Water,Bareland
957,Forest,Water,Water,Water,Water,Water,Water,Water
958,Forest,Water,Water,Water,Water,Water,Water,Forest
959,Forest,Water,Water,Water,Water,Water,Forest,Bareland
960,Forest,Water,Water,Water,Water,Water,Forest,Water
961,Forest,Water,Water,Water,Water,Water,Forest,Forest
962,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
963,Forest,Water,Water,Water,Water,Forest,Water,Water
964,Forest,Water,Water,Water,Water,Forest,Water,Forest
965,Forest,Water,Water,Water,Water,Forest,Forest,Water
966,Forest,Water,Water,Water,Water,Forest,Forest,Forest
967,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
968,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
969,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
970,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
971,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
972,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
973,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
974,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
975,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
976,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
977,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
978,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
979,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
980,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
981,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
982,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
983,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
984,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
985,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
986,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
987,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
988,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
989,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
990,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
991,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
992,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
993,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
994,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
995,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
996,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
997,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
998,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
999,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
1000,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1001,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1002,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1003,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1004,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1005,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1006,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1007,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1008,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1009,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1010,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1011,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1012,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1013,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1014,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1015,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1016,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1017,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
1018,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1019,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1020,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1021,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1022,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1023,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1024,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1025,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1026,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1027,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1028,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1029,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1030,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1031,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1032,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1033,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1034,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1035,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1036,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
1037,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1038,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1039,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1040,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1041,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1042,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1043,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1044,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1045,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1046,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1047,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1048,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1049,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1050,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1051,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1052,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1053,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1054,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1055,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1056,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1057,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1058,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1059,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1060,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1061,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1062,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1063,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1064,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1065,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1066,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1067,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1068,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1069,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1070,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1071,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1072,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1073,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1074,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1075,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1076,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1077,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1078,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1079,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1080,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1081,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1082,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1083,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1084,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1085,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
1086,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
1087,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1088,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1089,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1090,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1091,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1092,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1093,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1094,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1095,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1096,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1097,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1098,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1099,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
1100,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1101,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1102,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1103,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
