Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEF_M_R
685,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
686,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
687,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
688,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
689,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
690,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
691,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
692,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
693,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
694,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
695,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
696,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
697,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
698,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
699,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
700,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
701,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
702,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
703,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
704,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
705,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
706,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
707,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
708,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
709,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
710,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
711,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
712,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
713,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
714,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
715,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
716,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
717,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
718,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
719,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
720,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
721,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Wetland
722,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
723,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
724,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
725,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
726,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
727,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
728,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
729,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
730,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
731,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
732,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
733,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
734,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
735,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
736,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
737,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
738,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
739,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
740,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
741,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
742,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
743,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
744,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
745,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
746,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
747,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
748,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
749,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
750,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
751,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
752,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
753,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
754,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
755,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
756,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
757,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
758,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
759,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
760,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
761,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
762,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
763,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
764,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
765,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
766,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
767,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
768,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
769,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
770,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
771,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
772,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
773,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
774,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
775,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
776,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
777,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
778,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
779,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
780,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
781,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
782,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
783,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
784,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
785,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
786,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
787,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
788,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
789,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
790,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
791,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
792,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
793,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
794,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
795,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
796,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
797,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
798,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
799,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
800,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
801,Bareland,Water,Water,Water,Water,NULL,NULL,Water
802,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
803,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
804,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
805,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
806,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
807,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
808,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
809,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
810,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
811,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
812,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
813,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
814,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
815,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
816,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
817,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
818,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
819,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
820,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
821,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
822,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
823,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
824,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
825,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
826,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
827,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
828,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
829,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
830,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
831,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
832,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
833,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
834,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
835,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
836,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
837,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
838,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
839,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
840,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
841,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
842,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
843,Bareland,Forest,Water,Water,Water,NULL,NULL,Wetland
844,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
845,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
846,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
847,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
848,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
849,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
850,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
851,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
852,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
853,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
854,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
855,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
856,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
857,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
858,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
859,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
860,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
861,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
862,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
863,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
864,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
865,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
866,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
867,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
868,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
869,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
870,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
871,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
872,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
873,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
874,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
875,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
876,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
877,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
878,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
879,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
880,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
881,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
882,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
883,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
884,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
885,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
886,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
887,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
888,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
889,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
890,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
891,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
892,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
893,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
894,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
895,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
896,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
897,Water,NULL,Water,NULL,Water,NULL,NULL,Water
898,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
899,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
900,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
901,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
902,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
903,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
904,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
905,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
906,Water,NULL,Water,Water,Water,NULL,NULL,Water
907,Water,NULL,Water,Water,Water,NULL,NULL,Forest
908,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
909,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
910,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
911,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
912,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
913,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
914,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
915,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
916,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
917,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
918,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
919,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
920,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
921,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
922,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
923,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
925,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
926,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
927,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
928,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
929,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
930,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
931,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
932,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
933,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
934,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
935,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
936,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
937,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
938,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
939,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
940,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
941,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
942,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
943,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
944,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
945,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
946,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
947,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
948,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
949,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
950,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
951,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
952,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
953,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
954,Water,Wetland,Water,NULL,Water,NULL,NULL,NULL
955,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
956,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
957,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
958,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
959,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
960,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
961,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
962,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
963,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
964,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
965,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
966,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
967,Water,Wetland,Water,Water,Water,NULL,NULL,Water
968,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
969,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
970,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
971,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
972,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
973,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
974,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
975,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
976,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
977,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
978,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
979,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
980,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
981,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
982,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
983,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
984,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
985,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
986,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
987,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
988,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
989,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
990,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
991,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
992,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
993,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
994,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
995,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
996,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
997,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
998,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
999,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1000,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1001,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1002,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1003,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1004,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1005,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1006,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1007,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1008,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1009,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1010,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1011,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1012,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1013,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1014,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1015,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1016,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1017,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1018,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1019,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1020,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1021,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1022,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1023,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1024,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1025,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1026,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1027,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1028,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1029,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1030,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1031,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
1032,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1033,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1034,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1035,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1036,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1037,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1038,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1039,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1040,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1041,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1042,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1043,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1044,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1045,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1046,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
