Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NUH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NUH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NUH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NUH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NUH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NUH_M_R
855,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
856,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
857,Bareland,Water,Cropland,Water,Non_Wetland,Forest
858,Bareland,Water,Wetland,NULL,Wetland,Grassland
859,Bareland,Water,Wetland,NULL,Wetland,Bareland
860,Bareland,Water,Wetland,NULL,Wetland,Forest
861,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
862,Bareland,Water,Wetland,Water,Wetland,Grassland
863,Bareland,Water,Wetland,Water,Wetland,Bareland
864,Bareland,Water,Wetland,Water,Wetland,Water
865,Bareland,Water,Wetland,Water,Wetland,Forest
866,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
867,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
868,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
869,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
870,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
871,Bareland,Water,Built-up,NULL,Non_Wetland,Water
872,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
873,Bareland,Water,Built-up,Non_Water,Non_Wetland,Forest
874,Bareland,Water,Built-up,Water,Non_Wetland,Water
875,Bareland,Water,Water,NULL,Water,Grassland
876,Bareland,Water,Water,NULL,Water,Bareland
877,Bareland,Water,Water,NULL,Water,Water
878,Bareland,Water,Water,NULL,Water,Forest
879,Bareland,Water,Water,Non_Water,Water,Grassland
880,Bareland,Water,Water,Non_Water,Water,Bareland
881,Bareland,Water,Water,Non_Water,Water,Water
882,Bareland,Water,Water,Water,Water,Grassland
883,Bareland,Water,Water,Water,Water,Bareland
884,Bareland,Water,Water,Water,Water,Water
885,Bareland,Water,Water,Water,Water,Forest
886,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
887,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
888,Bareland,Water,Forest,NULL,Non_Wetland,Built-up
889,Bareland,Water,Forest,NULL,Non_Wetland,Forest
890,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
891,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
892,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
893,Bareland,Water,Forest,Water,Non_Wetland,Grassland
894,Bareland,Water,Forest,Water,Non_Wetland,Water
895,Bareland,Water,Forest,Water,Non_Wetland,Forest
896,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
897,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
898,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
899,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
900,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
901,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
902,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
903,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
904,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
905,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
906,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
907,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
908,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
909,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
910,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
911,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
912,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
913,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
914,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
915,Water,NULL,NULL,NULL,Non_Wetland,NULL
916,Water,NULL,NULL,NULL,Non_Wetland,Grassland
917,Water,NULL,NULL,NULL,Non_Wetland,Bareland
918,Water,NULL,NULL,NULL,Non_Wetland,Water
919,Water,NULL,NULL,NULL,Non_Wetland,Forest
920,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
921,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
922,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
923,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
924,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
925,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
926,Water,NULL,Shrubland,NULL,Non_Wetland,Water
927,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
928,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
929,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
930,Water,NULL,Shrubland,Water,Non_Wetland,Water
931,Water,NULL,Grassland,NULL,Non_Wetland,NULL
932,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
933,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
934,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
935,Water,NULL,Grassland,NULL,Non_Wetland,Water
936,Water,NULL,Grassland,NULL,Non_Wetland,Forest
937,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
938,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
939,Water,NULL,Grassland,Water,Non_Wetland,Grassland
940,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
941,Water,NULL,Cropland,NULL,Non_Wetland,Forest
942,Water,NULL,Wetland,NULL,Wetland,Grassland
943,Water,NULL,Wetland,NULL,Wetland,Bareland
944,Water,NULL,Wetland,NULL,Wetland,Forest
945,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
946,Water,NULL,Bareland,NULL,Non_Wetland,Water
947,Water,NULL,Bareland,NULL,Non_Wetland,Forest
948,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
949,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
950,Water,NULL,Built-up,NULL,Non_Wetland,Forest
951,Water,NULL,Water,NULL,Water,Grassland
952,Water,NULL,Water,NULL,Water,Bareland
953,Water,NULL,Water,NULL,Water,Water
954,Water,NULL,Water,NULL,Water,Forest
955,Water,NULL,Water,Non_Water,Water,Grassland
956,Water,NULL,Water,Non_Water,Water,Forest
957,Water,NULL,Water,Water,Water,Grassland
958,Water,NULL,Forest,NULL,Non_Wetland,NULL
959,Water,NULL,Forest,NULL,Non_Wetland,Grassland
960,Water,NULL,Forest,NULL,Non_Wetland,Cropland
961,Water,NULL,Forest,NULL,Non_Wetland,Bareland
962,Water,NULL,Forest,NULL,Non_Wetland,Built-up
963,Water,NULL,Forest,NULL,Non_Wetland,Water
964,Water,NULL,Forest,NULL,Non_Wetland,Forest
965,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
966,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
967,Water,NULL,Forest,Water,Non_Wetland,Grassland
968,Water,NULL,Forest,Water,Non_Wetland,Forest
969,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
970,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
971,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
972,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
973,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
974,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
975,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
976,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
977,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
978,Water,Cropland,Wetland,Water,Wetland,Grassland
979,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
980,Water,Cropland,Built-up,NULL,Non_Wetland,Water
981,Water,Cropland,Water,NULL,Water,Grassland
982,Water,Cropland,Water,NULL,Water,Forest
983,Water,Cropland,Water,Non_Water,Water,Forest
984,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
985,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
986,Water,Cropland,Forest,NULL,Non_Wetland,Forest
987,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland
988,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
989,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
990,Water,Cropland,Forest,Water,Non_Wetland,Forest
991,Water,Wetland,Forest,NULL,Non_Wetland,Forest
992,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
993,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
994,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
995,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
996,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
997,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
998,Water,Bareland,Grassland,Water,Non_Wetland,Water
999,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1000,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1001,Water,Bareland,Wetland,NULL,Wetland,Bareland
1002,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1003,Water,Bareland,Wetland,Water,Wetland,Grassland
1004,Water,Bareland,Wetland,Water,Wetland,Bareland
1005,Water,Bareland,Wetland,Water,Wetland,Water
1006,Water,Bareland,Wetland,Water,Wetland,Forest
1007,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1008,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
1009,Water,Bareland,Water,NULL,Water,Grassland
1010,Water,Bareland,Water,NULL,Water,Bareland
1011,Water,Bareland,Water,NULL,Water,Forest
1012,Water,Bareland,Water,Water,Water,Grassland
1013,Water,Bareland,Water,Water,Water,Bareland
1014,Water,Bareland,Water,Water,Water,Water
1015,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1016,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1017,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1018,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1019,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland
1020,Water,Built-up,NULL,Water,Non_Wetland,Grassland
1021,Water,Built-up,NULL,Water,Non_Wetland,Water
1022,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1023,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1024,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1025,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1026,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1027,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1028,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1029,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1030,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1031,Water,Built-up,Grassland,Water,Non_Wetland,Forest
1032,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1033,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1034,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1035,Water,Built-up,Wetland,NULL,Wetland,Grassland
1036,Water,Built-up,Wetland,NULL,Wetland,Water
1037,Water,Built-up,Wetland,NULL,Wetland,Forest
1038,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1039,Water,Built-up,Wetland,Water,Wetland,Forest
1040,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1041,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1042,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1043,Water,Built-up,Water,NULL,Water,Grassland
1044,Water,Built-up,Water,NULL,Water,Bareland
1045,Water,Built-up,Water,NULL,Water,Forest
1046,Water,Built-up,Water,Non_Water,Water,Forest
1047,Water,Built-up,Water,Water,Water,Grassland
1048,Water,Built-up,Water,Water,Water,Water
1049,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1050,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1051,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1052,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1053,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1054,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1055,Water,Built-up,Forest,Water,Non_Wetland,Bareland
1056,Water,Built-up,Forest,Water,Non_Wetland,Water
1057,Water,Water,NULL,NULL,Non_Wetland,Grassland
1058,Water,Water,NULL,NULL,Non_Wetland,Bareland
1059,Water,Water,NULL,NULL,Non_Wetland,Built-up
1060,Water,Water,NULL,NULL,Non_Wetland,Water
1061,Water,Water,NULL,NULL,Non_Wetland,Forest
1062,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1063,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1064,Water,Water,NULL,Non_Water,Non_Wetland,Water
1065,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1066,Water,Water,NULL,Water,Non_Wetland,Grassland
1067,Water,Water,NULL,Water,Non_Wetland,Bareland
1068,Water,Water,NULL,Water,Non_Wetland,Water
1069,Water,Water,NULL,Water,Non_Wetland,Forest
1070,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1071,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1072,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1073,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1074,Water,Water,Shrubland,NULL,Non_Wetland,Water
1075,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1076,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1077,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1078,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1079,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1080,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1081,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1082,Water,Water,Shrubland,Water,Non_Wetland,Water
1083,Water,Water,Shrubland,Water,Non_Wetland,Forest
1084,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1085,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1086,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1087,Water,Water,Grassland,NULL,Non_Wetland,Water
1088,Water,Water,Grassland,NULL,Non_Wetland,Forest
1089,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1090,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1091,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1092,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1093,Water,Water,Grassland,Water,Non_Wetland,Grassland
1094,Water,Water,Grassland,Water,Non_Wetland,Bareland
1095,Water,Water,Grassland,Water,Non_Wetland,Water
1096,Water,Water,Grassland,Water,Non_Wetland,Forest
1097,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1098,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1099,Water,Water,Cropland,NULL,Non_Wetland,Water
1100,Water,Water,Cropland,NULL,Non_Wetland,Forest
1101,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1102,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1103,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1104,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1105,Water,Water,Cropland,Water,Non_Wetland,Grassland
1106,Water,Water,Cropland,Water,Non_Wetland,Bareland
1107,Water,Water,Cropland,Water,Non_Wetland,Water
1108,Water,Water,Cropland,Water,Non_Wetland,Forest
1109,Water,Water,Wetland,NULL,Wetland,Grassland
1110,Water,Water,Wetland,NULL,Wetland,Bareland
1111,Water,Water,Wetland,NULL,Wetland,Water
1112,Water,Water,Wetland,NULL,Wetland,Forest
1113,Water,Water,Wetland,Non_Water,Wetland,Grassland
1114,Water,Water,Wetland,Non_Water,Wetland,Bareland
1115,Water,Water,Wetland,Non_Water,Wetland,Water
1116,Water,Water,Wetland,Non_Water,Wetland,Forest
1117,Water,Water,Wetland,Water,Wetland,Grassland
1118,Water,Water,Wetland,Water,Wetland,Bareland
1119,Water,Water,Wetland,Water,Wetland,Water
1120,Water,Water,Wetland,Water,Wetland,Forest
1121,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1122,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1123,Water,Water,Bareland,NULL,Non_Wetland,Water
1124,Water,Water,Bareland,NULL,Non_Wetland,Forest
1125,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1126,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1127,Water,Water,Bareland,Water,Non_Wetland,Grassland
1128,Water,Water,Bareland,Water,Non_Wetland,Water
1129,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1130,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1131,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1132,Water,Water,Built-up,NULL,Non_Wetland,Water
1133,Water,Water,Built-up,NULL,Non_Wetland,Forest
1134,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1135,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1136,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1137,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1138,Water,Water,Built-up,Water,Non_Wetland,Grassland
1139,Water,Water,Built-up,Water,Non_Wetland,Bareland
1140,Water,Water,Built-up,Water,Non_Wetland,Water
1141,Water,Water,Built-up,Water,Non_Wetland,Forest
1142,Water,Water,Water,NULL,Water,Grassland
1143,Water,Water,Water,NULL,Water,Bareland
1144,Water,Water,Water,NULL,Water,Water
1145,Water,Water,Water,NULL,Water,Forest
1146,Water,Water,Water,Non_Water,Water,Grassland
1147,Water,Water,Water,Non_Water,Water,Bareland
1148,Water,Water,Water,Non_Water,Water,Water
1149,Water,Water,Water,Non_Water,Water,Forest
1150,Water,Water,Water,Water,Water,Grassland
1151,Water,Water,Water,Water,Water,Bareland
1152,Water,Water,Water,Water,Water,Built-up
1153,Water,Water,Water,Water,Water,Water
1154,Water,Water,Water,Water,Water,Forest
1155,Water,Water,Forest,NULL,Non_Wetland,NULL
1156,Water,Water,Forest,NULL,Non_Wetland,Grassland
1157,Water,Water,Forest,NULL,Non_Wetland,Cropland
1158,Water,Water,Forest,NULL,Non_Wetland,Bareland
1159,Water,Water,Forest,NULL,Non_Wetland,Built-up
1160,Water,Water,Forest,NULL,Non_Wetland,Water
1161,Water,Water,Forest,NULL,Non_Wetland,Forest
1162,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1163,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1164,Water,Water,Forest,Non_Water,Non_Wetland,Water
1165,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1166,Water,Water,Forest,Water,Non_Wetland,Grassland
1167,Water,Water,Forest,Water,Non_Wetland,Bareland
1168,Water,Water,Forest,Water,Non_Wetland,Water
1169,Water,Water,Forest,Water,Non_Wetland,Forest
1170,Water,Forest,NULL,NULL,Non_Wetland,NULL
1171,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1172,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1173,Water,Forest,NULL,NULL,Non_Wetland,Forest
1174,Water,Forest,NULL,Water,Non_Wetland,Grassland
1175,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1176,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1177,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1178,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1179,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1180,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1181,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1182,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1183,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1184,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1185,Water,Forest,Wetland,NULL,Wetland,Forest
1186,Water,Forest,Wetland,Non_Water,Wetland,Forest
1187,Water,Forest,Wetland,Water,Wetland,Grassland
1188,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1189,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1190,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1191,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1192,Water,Forest,Water,NULL,Water,Grassland
1193,Water,Forest,Water,NULL,Water,Forest
1194,Water,Forest,Water,Non_Water,Water,Grassland
1195,Water,Forest,Water,Non_Water,Water,Forest
1196,Water,Forest,Water,Water,Water,Forest
1197,Water,Forest,Forest,NULL,Non_Wetland,NULL
1198,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1199,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1200,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1201,Water,Forest,Forest,NULL,Non_Wetland,Built-up
1202,Water,Forest,Forest,NULL,Non_Wetland,Forest
1203,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1204,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
1205,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1206,Water,Forest,Forest,Water,Non_Wetland,Forest
1207,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1208,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1209,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1210,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1211,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1212,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1213,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1214,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1215,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1216,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1217,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1218,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1219,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
1220,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
1221,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
1222,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest
1223,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1224,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1225,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1226,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1227,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland
1228,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1229,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1230,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland
1231,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland
1232,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Grassland
1233,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1234,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Grassland
1235,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Grassland
1236,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland
1237,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Forest
1238,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland
1239,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1240,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
1241,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
1242,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
1243,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
1244,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Forest
1245,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
1246,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Forest
1247,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Grassland
1248,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Bareland
1249,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Forest
1250,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
1251,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland
1252,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
1253,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
1254,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Grassland
1255,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland
1256,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
1257,Permanent_ice_and_snow,Water,Water,NULL,Water,Forest
1258,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
1259,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland
1260,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
1261,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
1262,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Water
1263,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland
1264,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland
1265,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1266,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
1267,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1268,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1269,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
1270,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1271,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1272,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1273,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1274,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1275,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1276,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1277,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1278,Forest,NULL,NULL,NULL,Non_Wetland,Water
1279,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1280,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1281,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1282,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1283,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1284,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1285,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1286,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1287,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1288,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1289,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1290,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
