Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHH_M_R
798,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
799,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water
800,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
801,Forest,NULL,Wetland,Water,Wetland,NULL,NULL
802,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
803,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland
804,Forest,NULL,Wetland,Water,Wetland,NULL,Water
805,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
806,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL
807,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
808,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
809,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
810,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
811,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Forest
812,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
813,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
814,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
815,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
816,Forest,NULL,Water,NULL,Water,NULL,NULL
817,Forest,NULL,Water,NULL,Water,NULL,Grassland
818,Forest,NULL,Water,NULL,Water,NULL,Wetland
819,Forest,NULL,Water,NULL,Water,NULL,Forest
820,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
821,Forest,NULL,Water,Non_Water,Water,NULL,Wetland
822,Forest,NULL,Water,Non_Water,Water,NULL,Forest
823,Forest,NULL,Water,Water,Water,NULL,NULL
824,Forest,NULL,Water,Water,Water,NULL,Grassland
825,Forest,NULL,Water,Water,Water,NULL,Wetland
826,Forest,NULL,Water,Water,Water,NULL,Forest
827,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
828,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
829,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
830,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
831,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
832,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
833,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
834,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
835,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
836,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
837,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL
838,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
839,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland
840,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
841,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
842,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
843,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
844,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
845,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
846,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
847,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
848,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
849,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
850,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL
851,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland
852,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland
853,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest
854,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
855,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
856,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
857,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland
858,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest
859,Forest,Wetland,Water,NULL,Water,NULL,Forest
860,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland
861,Forest,Wetland,Water,Non_Water,Water,NULL,Water
862,Forest,Wetland,Water,Non_Water,Water,NULL,Forest
863,Forest,Wetland,Water,Water,Water,NULL,Wetland
864,Forest,Wetland,Water,Water,Water,NULL,Water
865,Forest,Wetland,Water,Water,Water,NULL,Forest
866,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
867,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
868,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
869,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
870,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
871,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
872,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest
873,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
874,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
875,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
876,Forest,Bareland,Wetland,Water,Wetland,NULL,Forest
877,Forest,Bareland,Water,Water,Water,NULL,Forest
878,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
879,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL
880,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
881,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
882,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
883,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
884,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
885,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
886,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
887,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
888,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest
889,Forest,Water,NULL,Water,Non_Wetland,NULL,Water
890,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest
891,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
892,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
893,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water
894,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
895,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water
896,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest
897,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL
898,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
899,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
900,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
901,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water
902,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest
903,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
904,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
905,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
906,Forest,Water,Grassland,Water,Non_Wetland,NULL,Bareland
907,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water
908,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest
909,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest
910,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
911,Forest,Water,Wetland,NULL,Wetland,NULL,NULL
912,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland
913,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland
914,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland
915,Forest,Water,Wetland,NULL,Wetland,NULL,Water
916,Forest,Water,Wetland,NULL,Wetland,NULL,Forest
917,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland
918,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland
919,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water
920,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest
921,Forest,Water,Wetland,Water,Wetland,NULL,NULL
922,Forest,Water,Wetland,Water,Wetland,NULL,Grassland
923,Forest,Water,Wetland,Water,Wetland,NULL,Wetland
924,Forest,Water,Wetland,Water,Wetland,NULL,Bareland
925,Forest,Water,Wetland,Water,Wetland,NULL,Water
926,Forest,Water,Wetland,Water,Wetland,NULL,Forest
927,Forest,Water,Water,NULL,Water,NULL,Grassland
928,Forest,Water,Water,NULL,Water,NULL,Bareland
929,Forest,Water,Water,NULL,Water,NULL,Water
930,Forest,Water,Water,NULL,Water,NULL,Forest
931,Forest,Water,Water,Non_Water,Water,NULL,Wetland
932,Forest,Water,Water,Non_Water,Water,NULL,Water
933,Forest,Water,Water,Non_Water,Water,NULL,Forest
934,Forest,Water,Water,Water,Water,NULL,NULL
935,Forest,Water,Water,Water,Water,NULL,Grassland
936,Forest,Water,Water,Water,Water,NULL,Wetland
937,Forest,Water,Water,Water,Water,NULL,Water
938,Forest,Water,Water,Water,Water,NULL,Forest
939,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL
940,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland
941,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland
942,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland
943,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water
944,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest
945,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
946,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water
947,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
948,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL
949,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland
950,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland
951,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland
952,Forest,Water,Forest,Water,Non_Wetland,NULL,Water
953,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest
954,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL
955,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest
956,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest
957,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
958,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
959,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
960,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
961,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL
962,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
963,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
964,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
965,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
966,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
967,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
968,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
969,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water
970,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
971,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL
972,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
973,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland
974,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water
975,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
976,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL
977,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
978,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water
979,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest
980,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL
981,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
982,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
983,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
984,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
985,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL
986,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland
987,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland
988,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland
989,Forest,Forest,Wetland,NULL,Wetland,NULL,Water
990,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest
991,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL
992,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
993,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
994,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water
995,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest
996,Forest,Forest,Wetland,Water,Wetland,NULL,NULL
997,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland
998,Forest,Forest,Wetland,Water,Wetland,NULL,Water
999,Forest,Forest,Wetland,Water,Wetland,NULL,Forest
1000,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL
1001,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1002,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1003,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest
1004,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1005,Forest,Forest,Water,NULL,Water,NULL,NULL
1006,Forest,Forest,Water,NULL,Water,NULL,Grassland
1007,Forest,Forest,Water,NULL,Water,NULL,Water
1008,Forest,Forest,Water,NULL,Water,NULL,Forest
1009,Forest,Forest,Water,Non_Water,Water,NULL,Grassland
1010,Forest,Forest,Water,Non_Water,Water,NULL,Forest
1011,Forest,Forest,Water,Water,Water,NULL,NULL
1012,Forest,Forest,Water,Water,Water,NULL,Grassland
1013,Forest,Forest,Water,Water,Water,NULL,Water
1014,Forest,Forest,Water,Water,Water,NULL,Forest
1015,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1016,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1017,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1018,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1019,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water
1020,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1021,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL
1022,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1023,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
1024,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1025,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1026,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1027,Forest,Forest,Forest,Water,Non_Wetland,NULL,Bareland
1028,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water
1029,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest
