Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNG_M_R
1518,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1519,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1520,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1521,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
1522,Water,Water,Water,Non_Water,Water,Water,Wetland,Bareland
1523,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1524,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1525,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1526,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
1527,Water,Water,Water,Non_Water,Water,Water,Water,Water
1528,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1529,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1530,Water,Water,Water,Water,Water,NULL,Wetland,Water
1531,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1532,Water,Water,Water,Water,Water,NULL,Water,Water
1533,Water,Water,Water,Water,Water,NULL,Water,Forest
1534,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
1535,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1536,Water,Water,Water,Water,Water,Grassland,Water,Water
1537,Water,Water,Water,Water,Water,Grassland,Water,Forest
1538,Water,Water,Water,Water,Water,Wetland,Wetland,Bareland
1539,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1540,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1541,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1542,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1543,Water,Water,Water,Water,Water,Wetland,Water,Water
1544,Water,Water,Water,Water,Water,Wetland,Water,Forest
1545,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1546,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1547,Water,Water,Water,Water,Water,Water,Wetland,Water
1548,Water,Water,Water,Water,Water,Water,Wetland,Forest
1549,Water,Water,Water,Water,Water,Water,Water,Grassland
1550,Water,Water,Water,Water,Water,Water,Water,Wetland
1551,Water,Water,Water,Water,Water,Water,Water,Bareland
1552,Water,Water,Water,Water,Water,Water,Water,Water
1553,Water,Water,Water,Water,Water,Water,Water,Forest
1554,Water,Water,Water,Water,Water,Water,Forest,Water
1555,Water,Water,Water,Water,Water,Water,Forest,Forest
1556,Water,Water,Water,Water,Water,Forest,Wetland,Water
1557,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1558,Water,Water,Water,Water,Water,Forest,Water,Water
1559,Water,Water,Water,Water,Water,Forest,Water,Forest
1560,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1561,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1562,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1563,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1564,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1565,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1566,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1567,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1568,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1569,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1570,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1571,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1572,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1573,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
1574,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1575,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1576,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1577,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1578,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1579,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1580,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1581,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1582,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1583,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1584,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1585,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1586,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1587,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1588,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1589,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1590,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1591,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1592,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
1593,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1594,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1595,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1596,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1597,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1598,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1599,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1600,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1601,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1602,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1603,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1604,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1605,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1606,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1607,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1608,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1609,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1610,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1611,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1612,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1613,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1614,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1615,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1616,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1617,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1618,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1619,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1620,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1621,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1622,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1623,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1624,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1625,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1626,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1627,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1628,Water,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1629,Water,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
1630,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1631,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1632,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1633,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1634,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1635,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1636,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1637,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1638,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1639,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
1640,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1641,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1642,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1643,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1644,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1645,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1646,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1647,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1648,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1649,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
1650,Water,Forest,Water,NULL,Water,Wetland,Forest,Forest
1651,Water,Forest,Water,NULL,Water,Water,Grassland,Forest
1652,Water,Forest,Water,NULL,Water,Water,Wetland,Water
1653,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
1654,Water,Forest,Water,NULL,Water,Water,Water,Water
1655,Water,Forest,Water,NULL,Water,Water,Water,Forest
1656,Water,Forest,Water,NULL,Water,Water,Forest,Forest
1657,Water,Forest,Water,NULL,Water,Forest,Grassland,Forest
1658,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1659,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
1660,Water,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1661,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
1662,Water,Forest,Water,Water,Water,Water,Wetland,Forest
1663,Water,Forest,Water,Water,Water,Water,Water,Water
1664,Water,Forest,Water,Water,Water,Water,Water,Forest
1665,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1666,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1667,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1668,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1669,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1670,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1671,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1672,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1673,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1674,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1675,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1676,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1677,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1678,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1679,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1680,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1681,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1682,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1683,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1684,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1685,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1686,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1687,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1688,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1689,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1690,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1691,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland,Water,Wetland
1692,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water,Grassland,Forest
1693,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest,Grassland,Forest
1694,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1695,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1696,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1697,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1698,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1699,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1700,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1701,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1702,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1703,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Water,Water
1704,Permanent_ice_and_snow,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1705,Permanent_ice_and_snow,Wetland,Water,Water,Water,Wetland,Water,Grassland
1706,Permanent_ice_and_snow,Wetland,Water,Water,Water,Wetland,Water,Forest
1707,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1708,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1709,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1710,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1711,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1712,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1713,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1714,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1715,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1716,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1717,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1718,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1719,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1720,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1721,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1722,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1723,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1724,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1725,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1726,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1727,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1728,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1729,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1730,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1731,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1732,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1733,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1734,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1735,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1736,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1737,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1738,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1739,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1740,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1741,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1742,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1743,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1744,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1745,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1746,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1747,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1748,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1749,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1750,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1751,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
1752,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1753,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1754,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1755,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1756,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1757,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1758,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1759,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1760,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1761,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1762,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1763,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1764,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1765,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1766,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1767,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1768,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1769,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1770,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1771,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1772,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1773,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1774,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1775,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1776,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1777,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1778,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1779,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1780,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1781,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1782,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1783,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1784,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1785,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
1786,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1787,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1788,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1789,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1790,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1791,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1792,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1793,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1794,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1795,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1796,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1797,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1798,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1799,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
1800,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1801,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1802,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1803,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1804,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1805,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1806,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1807,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1808,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1809,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
1810,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1811,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1812,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1813,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1814,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1815,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1816,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1817,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1818,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1819,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1820,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1821,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1822,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1823,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1824,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
1825,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1826,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1827,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1828,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1829,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1830,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1831,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1832,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1833,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1834,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1835,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1836,Forest,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
1837,Forest,NULL,Wetland,NULL,Wetland,Cropland,Forest,NULL
1838,Forest,NULL,Wetland,NULL,Wetland,Cropland,Forest,Forest
1839,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1840,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1841,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1842,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1843,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1844,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1845,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1846,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1847,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1848,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1849,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1850,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1851,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1852,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1853,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1854,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1855,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1856,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1857,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1858,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1859,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1860,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1861,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1862,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1863,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1864,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1865,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1866,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1867,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1868,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1869,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1870,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
