Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUQ_M_R
22165,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
22166,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
22167,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
22168,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
22169,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
22170,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
22171,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
22172,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
22173,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
22174,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
22175,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
22176,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
22177,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
22178,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
22179,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
22180,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
22181,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
22182,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
22183,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,NULL
22184,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
22185,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
22186,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
22187,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Forest
22188,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Built-up,NULL
22189,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
22190,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
22191,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
22192,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
22193,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
22194,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
22195,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
22196,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
22197,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
22198,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
22199,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
22200,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
22201,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
22202,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
22203,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
22204,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
22205,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
22206,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
22207,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
22208,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
22209,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
22210,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
22211,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
22212,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
22213,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland,Water,Wetland
22214,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Forest
22215,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
22216,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
22217,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
22218,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
22219,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
22220,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
22221,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
22222,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
22223,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
22224,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22225,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
22226,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
22227,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
22228,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
22229,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
22230,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Wetland
22231,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
22232,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Wetland
22233,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
22234,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
22235,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
22236,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
22237,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
22238,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
22239,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
22240,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
22241,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22242,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22243,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
22244,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
22245,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22246,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
22247,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
22248,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
22249,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
22250,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
22251,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
22252,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
22253,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
22254,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
22255,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
22256,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
22257,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
22258,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22259,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
22260,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
22261,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22262,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
22263,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
22264,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
22265,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
22266,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
22267,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
22268,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
22269,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
22270,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
22271,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
22272,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
22273,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
22274,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Built-up,NULL
22275,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
22276,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
22277,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
22278,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
22279,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
22280,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Wetland
22281,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
22282,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
22283,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
22284,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
22285,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
22286,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
22287,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
22288,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,NULL
22289,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
22290,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
22291,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
22292,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
22293,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
22294,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
22295,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
22296,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
22297,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
22298,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
22299,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
22300,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
22301,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
22302,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
22303,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Wetland
22304,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
22305,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
22306,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
22307,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
22308,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
22309,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
22310,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
22311,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
22312,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
22313,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
22314,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
22315,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Built-up,NULL
22316,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
22317,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
22318,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
22319,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
22320,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
22321,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
22322,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
22323,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
22324,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
22325,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22326,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
22327,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
22328,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Forest
22329,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland,Built-up,NULL
22330,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Forest
22331,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
22332,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
22333,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Forest
22334,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
22335,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,NULL
22336,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
22337,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
22338,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
22339,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
22340,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
22341,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
22342,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
22343,Forest,Forest,Grassland,Water,Non_Wetland,Cropland,NULL,Forest
22344,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Grassland
22345,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Forest
22346,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
22347,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
22348,Forest,Forest,Grassland,Water,Non_Wetland,Forest,NULL,Forest
22349,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
22350,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
22351,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
22352,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
22353,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
22354,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
22355,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
22356,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
22357,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
22358,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
22359,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22360,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
22361,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
22362,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
22363,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
22364,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
22365,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
22366,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
22367,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
22368,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
22369,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
22370,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
22371,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
22372,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
22373,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
22374,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
22375,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
22376,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
22377,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
22378,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
22379,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
22380,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
22381,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
22382,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
22383,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
22384,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
22385,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
22386,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
22387,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
22388,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
22389,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
22390,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
22391,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22392,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22393,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
22394,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
22395,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22396,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
22397,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22398,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
22399,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
22400,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
22401,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
22402,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
22403,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
22404,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
22405,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
22406,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
22407,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
22408,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
22409,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
22410,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
22411,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
22412,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
22413,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
22414,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
22415,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22416,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
22417,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
22418,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
22419,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22420,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
22421,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
22422,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
22423,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
22424,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
22425,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
22426,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
22427,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
22428,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
22429,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
22430,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
22431,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
22432,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
22433,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
22434,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
22435,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
22436,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
22437,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
22438,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
22439,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
22440,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
22441,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
22442,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
22443,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
22444,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
22445,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
22446,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
22447,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
22448,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22449,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
22450,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
22451,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
22452,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
22453,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
22454,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
22455,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
22456,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
22457,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
22458,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
22459,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
22460,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
22461,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
22462,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
22463,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
22464,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
22465,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
22466,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
22467,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
22468,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
22469,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,NULL
22470,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
22471,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
22472,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
22473,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,NULL
22474,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
22475,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
22476,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
22477,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
22478,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
22479,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
22480,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
22481,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
22482,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
22483,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
22484,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
22485,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
22486,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
22487,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
22488,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
