Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZB_M_R
751,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
752,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
753,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
754,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
755,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
756,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
757,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
758,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
759,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
760,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
761,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
762,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
763,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
764,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
765,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
766,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
767,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
768,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
769,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
770,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
771,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
772,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
773,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
774,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
775,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
776,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
777,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
778,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
779,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
780,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
781,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
782,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
783,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
784,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
785,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
786,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
787,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
788,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
789,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
790,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
791,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
792,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
793,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
794,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
795,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
796,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
797,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
798,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
799,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
800,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
801,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
802,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
803,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
804,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
805,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
806,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
807,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
808,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
809,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
810,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
811,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
812,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
813,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
814,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
815,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
816,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
817,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
818,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
819,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
820,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
821,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
822,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
823,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
824,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
825,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
826,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
827,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
828,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
829,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
830,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
831,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
832,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
833,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
834,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
835,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
836,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
837,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
838,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
839,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
840,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
841,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
842,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
843,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
844,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
845,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
846,Forest,NULL,Water,Water,Water,Water,Water,Grassland
847,Forest,NULL,Water,Water,Water,Water,Water,Forest
848,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
849,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
850,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
851,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
852,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
853,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
854,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
855,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
856,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
857,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
858,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
859,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
860,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
861,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
862,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
863,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
864,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
865,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
866,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
867,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
868,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
869,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
870,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
871,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
872,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
873,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
874,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
875,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
876,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
877,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
878,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
879,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
880,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
881,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
882,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
883,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
884,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
885,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
886,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
887,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
888,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
889,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
890,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
891,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
892,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
893,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
894,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
895,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
896,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
897,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
898,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
899,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
900,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
901,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
902,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
903,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
904,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
905,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
906,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
907,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
908,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
909,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
910,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
911,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
912,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
913,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
914,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
915,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
916,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
917,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
918,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
919,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
920,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
921,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
922,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
923,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
924,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
925,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
926,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
927,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
928,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
929,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
930,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
931,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
932,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
933,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
934,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
935,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
936,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
937,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
938,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
939,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
940,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
941,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
942,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
943,Forest,Wetland,Water,NULL,Water,Water,Water,Water
944,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
945,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
946,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
947,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
948,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
949,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
950,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
951,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
952,Forest,Wetland,Water,Water,Water,NULL,Water,Water
953,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
954,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
955,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
956,Forest,Wetland,Water,Water,Water,Water,Water,Water
957,Forest,Wetland,Water,Water,Water,Water,Water,Forest
958,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
959,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
960,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
961,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
962,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
963,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
964,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Water
965,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
966,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
967,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
968,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
969,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
970,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
971,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
972,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
973,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
974,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
975,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
976,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
977,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
978,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
979,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
980,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
981,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
982,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
983,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
984,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
985,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
986,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest,Forest
987,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
988,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
989,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
990,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
991,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
992,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
993,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
994,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
995,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
996,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
997,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
998,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
999,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1000,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1001,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1002,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1003,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1004,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1005,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1006,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1007,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1008,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1009,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1010,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1011,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1012,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1013,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1014,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1015,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1016,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1017,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
1018,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1019,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1020,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1021,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
1022,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1023,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1024,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1025,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1026,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1027,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1028,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
1029,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1030,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1031,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1032,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
1033,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1034,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1035,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1036,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1037,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1038,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1039,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1040,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1041,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1042,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1043,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1044,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1045,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1046,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1047,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1048,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1049,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1050,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1051,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1052,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1053,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1054,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1055,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1056,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1057,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1058,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1059,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1060,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
1061,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1062,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1063,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1064,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1065,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1066,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1067,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1068,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1069,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1070,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1071,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
1072,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1073,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1074,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1075,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1076,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1077,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1078,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1079,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1080,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1081,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1082,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1083,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1084,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1085,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1086,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1087,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1088,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
1089,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1090,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1091,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1092,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1093,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1094,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
1095,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1096,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1097,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1098,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1099,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1100,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1101,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1102,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1103,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
1104,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1105,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1106,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1107,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1108,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
