Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXA_M_R
14499,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
14500,Water,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
14501,Water,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Wetland
14502,Water,Water,NULL,NULL,Non_Wetland,Forest,Built-up,Water
14503,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
14504,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
14505,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Bareland
14506,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
14507,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
14508,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
14509,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14510,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
14511,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
14512,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14513,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14514,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14515,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
14516,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
14517,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
14518,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
14519,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
14520,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14521,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14522,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14523,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14524,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
14525,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
14526,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
14527,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14528,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14529,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Bareland
14530,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14531,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
14532,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
14533,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
14534,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
14535,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14536,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
14537,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14538,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
14539,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
14540,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
14541,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
14542,Water,Water,NULL,Non_Water,Non_Wetland,Built-up,Water,Built-up
14543,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
14544,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
14545,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
14546,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
14547,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Bareland
14548,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
14549,Water,Water,NULL,Non_Water,Non_Wetland,Water,Built-up,Grassland
14550,Water,Water,NULL,Non_Water,Non_Wetland,Water,Built-up,Water
14551,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
14552,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
14553,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
14554,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Built-up
14555,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
14556,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
14557,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
14558,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
14559,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
14560,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14561,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Bareland,Grassland
14562,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
14563,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
14564,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Bareland
14565,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
14566,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
14567,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
14568,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
14569,Water,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
14570,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
14571,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Wetland
14572,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Bareland
14573,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
14574,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
14575,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
14576,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
14577,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
14578,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
14579,Water,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
14580,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
14581,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Wetland
14582,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Bareland
14583,Water,Water,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
14584,Water,Water,NULL,Water,Non_Wetland,Cropland,NULL,Water
14585,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
14586,Water,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
14587,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
14588,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
14589,Water,Water,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
14590,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
14591,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Wetland
14592,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
14593,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
14594,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
14595,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Wetland
14596,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Bareland
14597,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
14598,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
14599,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
14600,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
14601,Water,Water,NULL,Water,Non_Wetland,Water,Built-up,Grassland
14602,Water,Water,NULL,Water,Non_Wetland,Water,Built-up,Water
14603,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
14604,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
14605,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
14606,Water,Water,NULL,Water,Non_Wetland,Water,Water,Built-up
14607,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
14608,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
14609,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Wetland
14610,Water,Water,NULL,Water,Non_Wetland,Forest,Bareland,Water
14611,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Grassland
14612,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Wetland
14613,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
14614,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14615,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
14616,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
14617,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
14618,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14619,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
14620,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
14621,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14622,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
14623,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
14624,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
14625,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
14626,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
14627,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
14628,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
14629,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
14630,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
14631,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
14632,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14633,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
14634,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14635,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14636,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
14637,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14638,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
14639,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
14640,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
14641,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
14642,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14643,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
14644,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
14645,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14646,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
14647,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
14648,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14649,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
14650,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
14651,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
14652,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
14653,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
14654,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
14655,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Water
14656,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
14657,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14658,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14659,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14660,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
14661,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
14662,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
14663,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
14664,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14665,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
14666,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
14667,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
14668,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
14669,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
14670,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
14671,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
14672,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
14673,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
14674,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
14675,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
14676,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
14677,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
14678,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Wetland
14679,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
14680,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
14681,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
14682,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
14683,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
14684,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
14685,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
14686,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
14687,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14688,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14689,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
14690,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14691,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
14692,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Water
14693,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
14694,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
14695,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
14696,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
14697,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
14698,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
14699,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14700,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
14701,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
14702,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14703,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
14704,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14705,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
14706,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
14707,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
14708,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
14709,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
14710,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14711,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14712,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14713,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
14714,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14715,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14716,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
14717,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14718,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
14719,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
14720,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14721,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
14722,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
14723,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
14724,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14725,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
14726,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
14727,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
14728,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
14729,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
14730,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
14731,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
14732,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Wetland
14733,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
14734,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
14735,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
14736,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
14737,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
14738,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
14739,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Built-up
14740,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
14741,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
14742,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
14743,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
14744,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
14745,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
14746,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
14747,Water,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
14748,Water,Water,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
14749,Water,Water,Shrubland,Water,Non_Wetland,NULL,Built-up,Wetland
14750,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
14751,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
14752,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
14753,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
14754,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
14755,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
14756,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
14757,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
14758,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
14759,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
14760,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
14761,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
14762,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
14763,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
14764,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
14765,Water,Water,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
14766,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
14767,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
14768,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
14769,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
14770,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
14771,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
14772,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
14773,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
14774,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
14775,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Wetland
14776,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
14777,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
14778,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
14779,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
14780,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Built-up
14781,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
14782,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
14783,Water,Water,Grassland,NULL,Non_Wetland,NULL,Built-up,Bareland
14784,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
14785,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Wetland
14786,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
14787,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
14788,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
14789,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
14790,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
14791,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
14792,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
14793,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
14794,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
14795,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
14796,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
14797,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
14798,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14799,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14800,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
14801,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
14802,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
14803,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14804,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
14805,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
14806,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
14807,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
14808,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14809,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
14810,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
14811,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
14812,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
14813,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
14814,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
14815,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
14816,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
14817,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
14818,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
14819,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
14820,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
14821,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
14822,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
14823,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14824,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
14825,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14826,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
14827,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14828,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14829,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14830,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
14831,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14832,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14833,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
14834,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14835,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
14836,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Water
14837,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
14838,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
14839,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
14840,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
14841,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
14842,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
14843,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14844,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14845,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
