Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRH_M_R
3189,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3190,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3191,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3192,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3193,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3194,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3195,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3196,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3197,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3198,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
3199,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
3200,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
3201,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
3202,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
3203,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3204,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3205,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3206,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3207,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3208,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3209,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
3210,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3211,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3212,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
3213,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3214,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
3215,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3216,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3217,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
3218,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3219,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3220,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3221,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3222,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3223,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3224,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3225,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3226,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3227,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3228,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3229,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3230,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3231,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3232,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
3233,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
3234,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3235,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3236,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3237,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
3238,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3239,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3240,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3241,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
3242,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3243,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3244,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3245,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
3246,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
3247,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
3248,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
3249,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
3250,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3251,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3252,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
3253,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3254,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3255,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3256,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3257,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3258,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3259,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3260,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3261,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3262,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
3263,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3264,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
3265,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
3266,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3267,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3268,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
3269,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
3270,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3271,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3272,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
3273,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
3274,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
3275,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
3276,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Bareland
3277,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
3278,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3279,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
3280,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3281,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3282,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3283,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3284,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3285,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3286,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
3287,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3288,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3289,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3290,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
3291,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
3292,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3293,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
3294,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
3295,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
3296,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
3297,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
3298,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
3299,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3300,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
3301,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3302,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
3303,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
3304,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3305,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3306,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3307,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
3308,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
3309,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
3310,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
3311,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
3312,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3313,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3314,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3315,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3316,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3317,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3318,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3319,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
3320,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3321,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3322,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3323,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3324,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3325,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3326,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
3327,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
3328,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3329,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
3330,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
3331,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
3332,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3333,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3334,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3335,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3336,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
3337,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3338,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3339,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3340,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
3341,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3342,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3343,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3344,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3345,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3346,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3347,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3348,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
3349,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3350,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3351,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
3352,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3353,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3354,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3355,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3356,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3357,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3358,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
3359,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
3360,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
3361,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Bareland
3362,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
3363,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
3364,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3365,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
3366,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
3367,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3368,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3369,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3370,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3371,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3372,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3373,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3374,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
3375,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
3376,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3377,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
3378,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
3379,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
3380,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
3381,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3382,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3383,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3384,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3385,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3386,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3387,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3388,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3389,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3390,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3391,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
3392,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
3393,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3394,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3395,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
3396,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3397,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3398,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3399,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3400,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3401,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3402,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
3403,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
3404,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
3405,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
3406,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
3407,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
3408,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
3409,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3410,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
3411,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3412,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3413,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
3414,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
3415,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
3416,Water,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
3417,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
3418,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Bareland
3419,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
3420,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3421,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3422,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
3423,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3424,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3425,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3426,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3427,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3428,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3429,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3430,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3431,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
3432,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
3433,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
3434,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
3435,Water,NULL,Wetland,Water,Wetland,Water,NULL,Forest
3436,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3437,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
3438,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3439,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
3440,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3441,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3442,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3443,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3444,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
3445,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3446,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
3447,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3448,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3449,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
3450,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
3451,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
3452,Water,NULL,Water,NULL,Water,NULL,NULL,Water
3453,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
3454,Water,NULL,Water,NULL,Water,NULL,Water,Forest
3455,Water,NULL,Water,NULL,Water,Grassland,Wetland,Forest
3456,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3457,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
3458,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
3459,Water,NULL,Water,NULL,Water,Wetland,Forest,Forest
3460,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
3461,Water,NULL,Water,NULL,Water,Water,NULL,Wetland
3462,Water,NULL,Water,NULL,Water,Water,NULL,Forest
3463,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
3464,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
3465,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
3466,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
3467,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
3468,Water,NULL,Water,NULL,Water,Water,Water,Grassland
3469,Water,NULL,Water,NULL,Water,Water,Water,Water
3470,Water,NULL,Water,NULL,Water,Water,Water,Forest
3471,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
3472,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
3473,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
3474,Water,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
3475,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
3476,Water,NULL,Water,Non_Water,Water,Water,NULL,Bareland
3477,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
3478,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
3479,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
3480,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
3481,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
3482,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
3483,Water,NULL,Water,Water,Water,NULL,NULL,Water
3484,Water,NULL,Water,Water,Water,NULL,NULL,Forest
3485,Water,NULL,Water,Water,Water,Grassland,Grassland,Wetland
3486,Water,NULL,Water,Water,Water,Grassland,Wetland,Grassland
3487,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
3488,Water,NULL,Water,Water,Water,Grassland,Water,Wetland
3489,Water,NULL,Water,Water,Water,Grassland,Water,Forest
3490,Water,NULL,Water,Water,Water,Cropland,Water,Wetland
3491,Water,NULL,Water,Water,Water,Wetland,NULL,Grassland
3492,Water,NULL,Water,Water,Water,Wetland,NULL,Wetland
3493,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3494,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
3495,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
3496,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
3497,Water,NULL,Water,Water,Water,Wetland,Water,Forest
3498,Water,NULL,Water,Water,Water,Water,NULL,Wetland
3499,Water,NULL,Water,Water,Water,Water,NULL,Bareland
3500,Water,NULL,Water,Water,Water,Water,NULL,Water
3501,Water,NULL,Water,Water,Water,Water,NULL,Forest
3502,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
3503,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
3504,Water,NULL,Water,Water,Water,Water,Grassland,Water
3505,Water,NULL,Water,Water,Water,Water,Grassland,Forest
3506,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
3507,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
3508,Water,NULL,Water,Water,Water,Water,Wetland,Water
3509,Water,NULL,Water,Water,Water,Water,Wetland,Forest
3510,Water,NULL,Water,Water,Water,Water,Water,Grassland
3511,Water,NULL,Water,Water,Water,Water,Water,Wetland
3512,Water,NULL,Water,Water,Water,Water,Water,Bareland
3513,Water,NULL,Water,Water,Water,Water,Water,Water
3514,Water,NULL,Water,Water,Water,Water,Water,Forest
3515,Water,NULL,Water,Water,Water,Forest,Wetland,Forest
3516,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3517,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3518,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3519,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3520,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3521,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3522,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3523,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3524,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3525,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3526,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3527,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3528,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
3529,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3530,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3531,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3532,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3533,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3534,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3535,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3536,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3537,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3538,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3539,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3540,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3541,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
3542,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
3543,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3544,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
3545,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3546,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3547,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3548,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
3549,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
3550,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
