Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVS_M_R
7785,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7786,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7787,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7788,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
7789,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
7790,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
7791,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7792,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7793,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7794,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7795,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7796,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7797,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7798,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7799,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7800,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7801,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
7802,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
7803,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7804,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7805,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7806,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7807,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7808,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7809,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7810,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7811,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7812,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7813,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7814,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7815,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7816,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7817,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7818,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7819,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7820,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7821,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7822,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7823,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
7824,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
7825,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
7826,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7827,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7828,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7829,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7830,Forest,Cropland,Wetland,NULL,Wetland,Water,Forest,Grassland
7831,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7832,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7833,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
7834,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
7835,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7836,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7837,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7838,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
7839,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7840,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
7841,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7842,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7843,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7844,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7845,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7846,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7847,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7848,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7849,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7850,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7851,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
7852,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7853,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7854,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7855,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
7856,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
7857,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7858,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7859,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
7860,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
7861,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7862,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7863,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7864,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7865,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7866,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7867,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
7868,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7869,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7870,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7871,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7872,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7873,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7874,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7875,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7876,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7877,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7878,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7879,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7880,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
7881,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7882,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
7883,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
7884,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
7885,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7886,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
7887,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7888,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
7889,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7890,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7891,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7892,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7893,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
7894,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7895,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
7896,Forest,Wetland,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
7897,Forest,Wetland,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
7898,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7899,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7900,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
7901,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
7902,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
7903,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7904,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
7905,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
7906,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
7907,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
7908,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
7909,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7910,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
7911,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7912,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Water
7913,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
7914,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7915,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
7916,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
7917,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
7918,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
7919,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7920,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7921,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7922,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
7923,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7924,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7925,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7926,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7927,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
7928,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7929,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
7930,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
7931,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
7932,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
7933,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
7934,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
7935,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
7936,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
7937,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
7938,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
7939,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
7940,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
7941,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7942,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
7943,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
7944,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
7945,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
7946,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Forest
7947,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Water,Wetland
7948,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Water,Forest
7949,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
7950,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
7951,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7952,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
7953,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
7954,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
7955,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
7956,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
7957,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
7958,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
7959,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
7960,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
7961,Forest,Wetland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
7962,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
7963,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
7964,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
7965,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
7966,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
7967,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
7968,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
7969,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Wetland,Forest
7970,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7971,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7972,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7973,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7974,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
7975,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7976,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7977,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7978,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7979,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7980,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7981,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
7982,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7983,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7984,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7985,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7986,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7987,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7988,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7989,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7990,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7991,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7992,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7993,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7994,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7995,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7996,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7997,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7998,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7999,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8000,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8001,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8002,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8003,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8004,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8005,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8006,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8007,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8008,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8009,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8010,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8011,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8012,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8013,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8014,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8015,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8016,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8017,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8018,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8019,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8020,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
8021,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8022,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8023,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8024,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
8025,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
8026,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8027,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8028,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8029,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8030,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8031,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8032,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8033,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8034,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8035,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8036,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8037,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8038,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
8039,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
8040,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8041,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8042,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8043,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
8044,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8045,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8046,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
8047,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
8048,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
8049,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8050,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8051,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
8052,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8053,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
8054,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8055,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8056,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8057,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8058,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8059,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8060,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8061,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8062,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8063,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8064,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8065,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
8066,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8067,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8068,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
8069,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8070,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8071,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8072,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8073,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8074,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8075,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
8076,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
8077,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
8078,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8079,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8080,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8081,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8082,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8083,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
8084,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8085,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
8086,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
8087,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
8088,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8089,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8090,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8091,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
8092,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8093,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8094,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8095,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8096,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8097,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8098,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8099,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8100,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8101,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8102,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
8103,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8104,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
8105,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
