Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R
6181,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6182,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6183,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6184,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
6185,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
6186,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
6187,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
6188,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6189,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
6190,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
6191,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
6192,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
6193,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
6194,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
6195,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
6196,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
6197,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
6198,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
6199,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
6200,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6201,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
6202,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6203,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6204,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
6205,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
6206,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
6207,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6208,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6209,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
6210,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
6211,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6212,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6213,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6214,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6215,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
6216,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6217,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6218,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6219,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6220,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6221,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6222,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6223,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6224,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6225,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6226,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6227,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6228,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Water
6229,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6230,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6231,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6232,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6233,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6234,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
6235,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6236,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
6237,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6238,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6239,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
6240,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
6241,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Cropland
6242,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6243,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
6244,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6245,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
6246,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
6247,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6248,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6249,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6250,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
6251,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
6252,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
6253,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Wetland,Forest
6254,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
6255,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
6256,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
6257,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
6258,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
6259,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
6260,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
6261,Water,Water,Grassland,Water,Non_Wetland,Water,Shrubland,Grassland
6262,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
6263,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
6264,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
6265,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
6266,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6267,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6268,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6269,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6270,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6271,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
6272,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6273,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6274,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6275,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6276,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6277,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6278,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6279,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6280,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6281,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6282,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6283,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6284,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6285,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6286,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
6287,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6288,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6289,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6290,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6291,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
6292,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6293,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6294,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6295,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6296,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6297,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
6298,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
6299,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
6300,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6301,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6302,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6303,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
6304,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6305,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6306,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
6307,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6308,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
6309,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6310,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
6311,Water,Water,Cropland,Water,Non_Wetland,Wetland,Bareland,Forest
6312,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
6313,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
6314,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
6315,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
6316,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
6317,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
6318,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
6319,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
6320,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
6321,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
6322,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
6323,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
6324,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
6325,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
6326,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6327,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
6328,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6329,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
6330,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6331,Water,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Water
6332,Water,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
6333,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
6334,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
6335,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6336,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
6337,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Water
6338,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
6339,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6340,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
6341,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6342,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
6343,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6344,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
6345,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
6346,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
6347,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
6348,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
6349,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
6350,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
6351,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6352,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6353,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
6354,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6355,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6356,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
6357,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6358,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
6359,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
6360,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
6361,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6362,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6363,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
6364,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
6365,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
6366,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
6367,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
6368,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Water
6369,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6370,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
6371,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
6372,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6373,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6374,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
6375,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6376,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
6377,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6378,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
6379,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6380,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
6381,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
6382,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
6383,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
6384,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
6385,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
6386,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
6387,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
6388,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
6389,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Bareland
6390,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
6391,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
6392,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
6393,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
6394,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
6395,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
6396,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6397,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
6398,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
6399,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
6400,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
6401,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6402,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
6403,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
6404,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
6405,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
6406,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
6407,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
6408,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6409,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6410,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6411,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
6412,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
6413,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6414,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6415,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
6416,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6417,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6418,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6419,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6420,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
6421,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
6422,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
6423,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
6424,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
6425,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
6426,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
6427,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
6428,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
6429,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6430,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
6431,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
6432,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
6433,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
6434,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6435,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
6436,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6437,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6438,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
6439,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6440,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
6441,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
6442,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6443,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6444,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6445,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
6446,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6447,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
6448,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
6449,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
6450,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
6451,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
6452,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
6453,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Forest
6454,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6455,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6456,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
6457,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
6458,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
6459,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
6460,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
6461,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
6462,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
6463,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
6464,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
6465,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6466,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Bareland
6467,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
6468,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
6469,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
6470,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
6471,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
6472,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
6473,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
6474,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
6475,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
6476,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
6477,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
6478,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
6479,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
6480,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
6481,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
6482,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
6483,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
6484,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
6485,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
6486,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
6487,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
6488,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
6489,Water,Water,Wetland,Water,Wetland,Water,Water,Water
6490,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
6491,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
6492,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
6493,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
6494,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
6495,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6496,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
6497,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6498,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
6499,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6500,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6501,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6502,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
6503,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6504,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Water
6505,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6506,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
6507,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6508,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6509,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
6510,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6511,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
6512,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
6513,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
6514,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
6515,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
6516,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
6517,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6518,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6519,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
6520,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6521,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
6522,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
6523,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
6524,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6525,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6526,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
6527,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
6528,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
6529,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6530,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Water
6531,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6532,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6533,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6534,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
6535,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
6536,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
6537,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
6538,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6539,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6540,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
6541,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
6542,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
