Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUB_M_R
923,Forest,Water,Cropland,NULL,Non_Wetland,Forest
924,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
925,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
926,Forest,Water,Cropland,Water,Non_Wetland,Water
927,Forest,Water,Wetland,NULL,Wetland,NULL
928,Forest,Water,Wetland,NULL,Wetland,Grassland
929,Forest,Water,Wetland,NULL,Wetland,Wetland
930,Forest,Water,Wetland,NULL,Wetland,Water
931,Forest,Water,Wetland,NULL,Wetland,Forest
932,Forest,Water,Wetland,Non_Water,Wetland,NULL
933,Forest,Water,Wetland,Non_Water,Wetland,Grassland
934,Forest,Water,Wetland,Non_Water,Wetland,Water
935,Forest,Water,Wetland,Non_Water,Wetland,Forest
936,Forest,Water,Wetland,Water,Wetland,Grassland
937,Forest,Water,Wetland,Water,Wetland,Wetland
938,Forest,Water,Wetland,Water,Wetland,Water
939,Forest,Water,Wetland,Water,Wetland,Forest
940,Forest,Water,Built-up,Water,Non_Wetland,Forest
941,Forest,Water,Water,NULL,Water,Grassland
942,Forest,Water,Water,NULL,Water,Wetland
943,Forest,Water,Water,NULL,Water,Water
944,Forest,Water,Water,NULL,Water,Forest
945,Forest,Water,Water,Non_Water,Water,Grassland
946,Forest,Water,Water,Non_Water,Water,Wetland
947,Forest,Water,Water,Non_Water,Water,Bareland
948,Forest,Water,Water,Non_Water,Water,Water
949,Forest,Water,Water,Non_Water,Water,Forest
950,Forest,Water,Water,Water,Water,Grassland
951,Forest,Water,Water,Water,Water,Wetland
952,Forest,Water,Water,Water,Water,Water
953,Forest,Water,Water,Water,Water,Forest
954,Forest,Water,Forest,NULL,Non_Wetland,NULL
955,Forest,Water,Forest,NULL,Non_Wetland,Grassland
956,Forest,Water,Forest,NULL,Non_Wetland,Wetland
957,Forest,Water,Forest,NULL,Non_Wetland,Bareland
958,Forest,Water,Forest,NULL,Non_Wetland,Water
959,Forest,Water,Forest,NULL,Non_Wetland,Forest
960,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
961,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
962,Forest,Water,Forest,Non_Water,Non_Wetland,Water
963,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
964,Forest,Water,Forest,Water,Non_Wetland,Grassland
965,Forest,Water,Forest,Water,Non_Wetland,Wetland
966,Forest,Water,Forest,Water,Non_Wetland,Water
967,Forest,Water,Forest,Water,Non_Wetland,Forest
968,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
969,Forest,Forest,NULL,NULL,Non_Wetland,Water
970,Forest,Forest,NULL,NULL,Non_Wetland,Forest
971,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
972,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
973,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
974,Forest,Forest,NULL,Water,Non_Wetland,Grassland
975,Forest,Forest,NULL,Water,Non_Wetland,Water
976,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
977,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
978,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
979,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
980,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
981,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
982,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
983,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
984,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
985,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
986,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
987,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
988,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
989,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
990,Forest,Forest,Shrubland,Water,Non_Wetland,Water
991,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
992,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
993,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
994,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
995,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
996,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
997,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
998,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
999,Forest,Forest,Grassland,Water,Non_Wetland,Water
1000,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1001,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1002,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1003,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1004,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1005,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1006,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1007,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1008,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1009,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1010,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1011,Forest,Forest,Cropland,Water,Non_Wetland,Water
1012,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1013,Forest,Forest,Wetland,NULL,Wetland,NULL
1014,Forest,Forest,Wetland,NULL,Wetland,Grassland
1015,Forest,Forest,Wetland,NULL,Wetland,Wetland
1016,Forest,Forest,Wetland,NULL,Wetland,Water
1017,Forest,Forest,Wetland,NULL,Wetland,Forest
1018,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1019,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1020,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1021,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1022,Forest,Forest,Wetland,Non_Water,Wetland,Water
1023,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1024,Forest,Forest,Wetland,Water,Wetland,NULL
1025,Forest,Forest,Wetland,Water,Wetland,Grassland
1026,Forest,Forest,Wetland,Water,Wetland,Wetland
1027,Forest,Forest,Wetland,Water,Wetland,Water
1028,Forest,Forest,Wetland,Water,Wetland,Forest
1029,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1030,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1031,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1032,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1033,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1034,Forest,Forest,Bareland,Water,Non_Wetland,Water
1035,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1036,Forest,Forest,Water,NULL,Water,Grassland
1037,Forest,Forest,Water,NULL,Water,Water
1038,Forest,Forest,Water,NULL,Water,Forest
1039,Forest,Forest,Water,Non_Water,Water,NULL
1040,Forest,Forest,Water,Non_Water,Water,Grassland
1041,Forest,Forest,Water,Non_Water,Water,Wetland
1042,Forest,Forest,Water,Non_Water,Water,Bareland
1043,Forest,Forest,Water,Non_Water,Water,Water
1044,Forest,Forest,Water,Non_Water,Water,Forest
1045,Forest,Forest,Water,Water,Water,Grassland
1046,Forest,Forest,Water,Water,Water,Wetland
1047,Forest,Forest,Water,Water,Water,Bareland
1048,Forest,Forest,Water,Water,Water,Water
1049,Forest,Forest,Water,Water,Water,Forest
1050,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1051,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1052,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1053,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1054,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1055,Forest,Forest,Forest,NULL,Non_Wetland,Water
1056,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1057,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1058,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1059,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1060,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1061,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1062,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1063,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1064,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1065,Forest,Forest,Forest,Water,Non_Wetland,Water
1066,Forest,Forest,Forest,Water,Non_Wetland,Forest
