Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R
9767,Forest,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
9768,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
9769,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Forest
9770,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Water
9771,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
9772,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
9773,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Water,Forest
9774,Forest,NULL,Built-up,Water,Non_Wetland,Water,NULL,Water
9775,Forest,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
9776,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
9777,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
9778,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
9779,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
9780,Forest,NULL,Water,NULL,Water,NULL,Water,Grassland
9781,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
9782,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
9783,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
9784,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
9785,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
9786,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
9787,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
9788,Forest,NULL,Water,NULL,Water,Bareland,Water,Grassland
9789,Forest,NULL,Water,NULL,Water,Water,NULL,Water
9790,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
9791,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
9792,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
9793,Forest,NULL,Water,NULL,Water,Water,Water,Water
9794,Forest,NULL,Water,NULL,Water,Water,Water,Forest
9795,Forest,NULL,Water,NULL,Water,Forest,NULL,Grassland
9796,Forest,NULL,Water,NULL,Water,Forest,NULL,Water
9797,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
9798,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
9799,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
9800,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
9801,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
9802,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
9803,Forest,NULL,Water,Non_Water,Water,NULL,Water,Forest
9804,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Grassland
9805,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Forest
9806,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
9807,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Forest
9808,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
9809,Forest,NULL,Water,Non_Water,Water,Water,NULL,Grassland
9810,Forest,NULL,Water,Non_Water,Water,Water,NULL,Forest
9811,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
9812,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
9813,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Grassland
9814,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
9815,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
9816,Forest,NULL,Water,Water,Water,NULL,NULL,Water
9817,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
9818,Forest,NULL,Water,Water,Water,NULL,Grassland,Forest
9819,Forest,NULL,Water,Water,Water,NULL,Built-up,Forest
9820,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
9821,Forest,NULL,Water,Water,Water,NULL,Water,Bareland
9822,Forest,NULL,Water,Water,Water,NULL,Water,Forest
9823,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
9824,Forest,NULL,Water,Water,Water,Bareland,Forest,Forest
9825,Forest,NULL,Water,Water,Water,Built-up,NULL,Water
9826,Forest,NULL,Water,Water,Water,Water,NULL,Grassland
9827,Forest,NULL,Water,Water,Water,Water,NULL,Bareland
9828,Forest,NULL,Water,Water,Water,Water,NULL,Water
9829,Forest,NULL,Water,Water,Water,Water,NULL,Forest
9830,Forest,NULL,Water,Water,Water,Water,Water,Grassland
9831,Forest,NULL,Water,Water,Water,Water,Water,Water
9832,Forest,NULL,Water,Water,Water,Water,Water,Forest
9833,Forest,NULL,Water,Water,Water,Forest,NULL,Forest
9834,Forest,NULL,Water,Water,Water,Forest,Forest,Grassland
9835,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
9836,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9837,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9838,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9839,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9840,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9841,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
9842,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
9843,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9844,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9845,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9846,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9847,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9848,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9849,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
9850,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
9851,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
9852,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
9853,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9854,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9855,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9856,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9857,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
9858,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9859,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
9860,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
9861,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9862,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
9863,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
9864,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9865,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9866,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
9867,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
9868,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
9869,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
9870,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9871,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9872,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9873,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9874,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9875,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9876,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9877,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9878,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9879,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9880,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9881,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9882,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9883,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
9884,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
9885,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9886,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9887,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9888,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9889,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9890,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9891,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
9892,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
9893,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
9894,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9895,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9896,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9897,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
9898,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9899,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9900,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
9901,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9902,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
9903,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
9904,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
9905,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
9906,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9907,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9908,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
9909,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9910,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9911,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
9912,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
9913,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9914,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
9915,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9916,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
9917,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
9918,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9919,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9920,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9921,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9922,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9923,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9924,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9925,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9926,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9927,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9928,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9929,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9930,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9931,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
9932,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
9933,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9934,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9935,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9936,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
9937,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9938,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9939,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
9940,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
9941,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
9942,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9943,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9944,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
9945,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
9946,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
9947,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
9948,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
9949,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9950,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
9951,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
9952,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9953,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
9954,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
9955,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
9956,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
9957,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9958,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
9959,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9960,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
9961,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
9962,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
9963,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
9964,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
9965,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
9966,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
9967,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9968,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9969,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
9970,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
9971,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
9972,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9973,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9974,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9975,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
9976,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9977,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
9978,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
9979,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9980,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9981,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
9982,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9983,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
9984,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
9985,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
9986,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
9987,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9988,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9989,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
9990,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
9991,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
9992,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9993,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9994,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9995,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9996,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Bareland
9997,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
9998,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
9999,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
10000,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10001,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
10002,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
10003,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10004,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10005,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10006,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10007,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
10008,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10009,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10010,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
10011,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
10012,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10013,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
10014,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10015,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
10016,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
10017,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10018,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
10019,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10020,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10021,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
10022,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
10023,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
10024,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10025,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
10026,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
10027,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
10028,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
10029,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
10030,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
10031,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10032,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
10033,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
10034,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
10035,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Grassland
10036,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Water
10037,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
10038,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
10039,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
10040,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
10041,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
10042,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
10043,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
10044,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
10045,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
10046,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
10047,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
10048,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
10049,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
10050,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Water
10051,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
10052,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10053,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10054,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
10055,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10056,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
10057,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
10058,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10059,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10060,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
10061,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
10062,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
10063,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10064,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
10065,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
10066,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
10067,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10068,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
10069,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10070,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10071,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10072,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10073,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
10074,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
10075,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10076,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10077,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10078,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
10079,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
10080,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10081,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10082,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
10083,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10084,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Water
10085,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
10086,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10087,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
10088,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10089,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10090,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
10091,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
10092,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
10093,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
10094,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
10095,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10096,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10097,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10098,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10099,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
10100,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10101,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10102,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10103,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
10104,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10105,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10106,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
10107,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
10108,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
10109,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
10110,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
10111,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
10112,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
10113,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
