Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFN_M_R
727,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
728,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
729,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
730,Forest,Water,Water,Water,Water,NULL,Wetland,Water
731,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
732,Forest,Water,Water,Water,Water,NULL,Water,Water
733,Forest,Water,Water,Water,Water,NULL,Water,Forest
734,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
735,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
736,Forest,Water,Water,Water,Water,Grassland,Water,Water
737,Forest,Water,Water,Water,Water,Grassland,Water,Forest
738,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
739,Forest,Water,Water,Water,Water,Wetland,Water,Forest
740,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
741,Forest,Water,Water,Water,Water,Water,Wetland,Water
742,Forest,Water,Water,Water,Water,Water,Wetland,Forest
743,Forest,Water,Water,Water,Water,Water,Water,Grassland
744,Forest,Water,Water,Water,Water,Water,Water,Water
745,Forest,Water,Water,Water,Water,Water,Water,Forest
746,Forest,Water,Water,Water,Water,Water,Forest,Water
747,Forest,Water,Water,Water,Water,Water,Forest,Forest
748,Forest,Water,Water,Water,Water,Forest,Wetland,Water
749,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
750,Forest,Water,Water,Water,Water,Forest,Water,Water
751,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
752,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
753,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
754,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
755,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
756,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
757,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
758,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
759,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
760,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
761,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
762,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
763,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
764,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
765,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
766,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
767,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
768,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
769,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
770,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
771,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
772,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
773,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
774,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
775,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
776,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
777,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
778,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
779,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
780,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
781,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
782,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
783,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
784,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
785,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
786,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
787,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
788,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
789,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
790,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
791,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
792,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
793,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
794,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
795,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
796,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
797,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
798,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
799,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
800,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
801,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
802,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
803,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
804,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
805,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
806,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
807,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
808,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
809,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
810,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
811,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
812,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
813,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
814,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
815,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
816,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
817,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
818,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
819,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
820,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
821,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
822,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
823,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
824,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
825,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
826,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
827,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
828,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
829,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
830,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
831,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
832,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
833,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
834,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
835,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
836,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
837,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
838,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
839,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
840,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
841,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
842,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
843,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
844,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
845,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
846,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
847,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
848,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
849,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
850,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
851,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
852,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
853,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
854,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
855,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
856,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
857,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
858,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
859,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
860,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
861,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
862,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
863,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
864,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
865,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
866,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
867,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
868,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
869,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
870,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
871,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
872,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
873,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
874,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
875,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
876,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
877,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
878,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
879,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
880,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
881,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
882,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
883,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
884,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
885,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
886,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
887,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
888,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
889,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
890,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
891,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
892,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
893,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
894,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
895,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
896,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
897,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
898,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
899,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
900,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
901,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
902,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
903,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
904,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
905,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
906,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
907,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
908,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
909,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
910,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
911,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
912,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
913,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
914,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
915,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
916,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
917,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
918,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
919,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
920,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
921,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
922,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
923,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
924,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
925,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
926,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
927,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
928,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
929,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
930,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
931,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
932,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
933,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
934,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
935,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
936,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
937,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
938,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
939,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
940,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
941,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
942,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
943,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
944,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
945,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
946,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
947,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
948,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
949,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
950,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
951,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
952,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
953,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
954,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
955,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
956,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
957,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
958,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
959,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
960,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
961,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
962,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
963,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
964,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
965,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
966,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
967,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
968,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
969,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
970,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
971,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
972,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
973,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
974,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
975,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
976,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
977,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
978,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
979,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
980,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
981,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
982,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
983,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
984,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
985,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
986,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
987,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
988,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
989,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
990,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
991,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
992,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
993,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
994,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
995,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
996,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
997,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
998,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
999,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1000,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1001,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1002,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1003,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1004,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1005,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1006,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1007,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1008,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1009,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1010,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1011,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
1012,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1013,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1014,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1015,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
1016,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1017,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1018,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1019,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1020,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1021,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1022,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1023,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1024,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1025,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1026,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1027,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1028,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1029,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1030,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1031,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1032,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1033,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1034,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1035,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1036,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1037,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1038,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1039,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1040,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1041,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1042,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1043,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1044,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1045,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1046,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1047,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1048,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1049,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1050,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1051,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1052,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1053,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1054,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1055,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1056,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1057,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1058,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1059,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1060,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1061,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1062,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1063,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1064,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
1065,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1066,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1067,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1068,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1069,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1070,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1071,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1072,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
1073,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1074,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1075,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1076,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1077,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1078,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1079,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1080,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1081,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
1082,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1083,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1084,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1085,Forest,Forest,Water,Water,Water,Water,Water,Water
1086,Forest,Forest,Water,Water,Water,Water,Water,Forest
1087,Forest,Forest,Water,Water,Water,Water,Forest,Water
1088,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1089,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1090,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1091,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1092,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1093,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
