Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFR_M_R
1776,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1777,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1778,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1779,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1780,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1781,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1782,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1783,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1784,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1785,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1786,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1787,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1788,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1789,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1790,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1791,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1792,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
1793,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1794,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1795,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1796,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1797,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Water
1798,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
1799,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1800,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1801,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Forest
1802,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1803,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1804,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1805,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1806,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1807,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1808,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1809,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1810,Forest,Wetland,Wetland,Water,Wetland,Water,Bareland,Forest
1811,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1812,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
1813,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1814,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1815,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1816,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1817,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1818,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
1819,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1820,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
1821,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Bareland,Water
1822,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Water
1823,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1824,Forest,Wetland,Water,NULL,Water,Water,Bareland,Grassland
1825,Forest,Wetland,Water,NULL,Water,Water,Bareland,Water
1826,Forest,Wetland,Water,NULL,Water,Water,Bareland,Forest
1827,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1828,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1829,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1830,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1831,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Water
1832,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1833,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1834,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1835,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1836,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1837,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1838,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1839,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1840,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1841,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Bareland,Forest
1842,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1843,Forest,Bareland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1844,Forest,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1845,Forest,Bareland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1846,Forest,Bareland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1847,Forest,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1848,Forest,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1849,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1850,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1851,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1852,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1853,Forest,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1854,Forest,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1855,Forest,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1856,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1857,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1858,Forest,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1859,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Water
1860,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1861,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Water,Forest
1862,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1863,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1864,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
1865,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1866,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1867,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
1868,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1869,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1870,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1871,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
1872,Forest,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1873,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
1874,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
1875,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1876,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1877,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
1878,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1879,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1880,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1881,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1882,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1883,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1884,Forest,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Water
1885,Forest,Bareland,Water,NULL,Water,Bareland,Wetland,Water
1886,Forest,Bareland,Water,NULL,Water,Water,Wetland,Water
1887,Forest,Bareland,Water,Non_Water,Water,Bareland,Water,Grassland
1888,Forest,Bareland,Water,Non_Water,Water,Bareland,Water,Forest
1889,Forest,Bareland,Water,Non_Water,Water,Water,Water,Grassland
1890,Forest,Bareland,Water,Non_Water,Water,Water,Water,Forest
1891,Forest,Bareland,Water,Water,Water,Bareland,Bareland,Water
1892,Forest,Bareland,Water,Water,Water,Bareland,Water,Water
1893,Forest,Bareland,Water,Water,Water,Bareland,Water,Forest
1894,Forest,Bareland,Water,Water,Water,Water,Water,Grassland
1895,Forest,Bareland,Water,Water,Water,Water,Water,Water
1896,Forest,Bareland,Water,Water,Water,Water,Water,Forest
1897,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1898,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1899,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1900,Forest,Bareland,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1901,Forest,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
1902,Forest,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1903,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1904,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1905,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1906,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1907,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1908,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1909,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1910,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1911,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1912,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1913,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1914,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1915,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1916,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1917,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1918,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1919,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1920,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1921,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1922,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1923,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1924,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1925,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1926,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1927,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1928,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1929,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1930,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1931,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1932,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1933,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1934,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1935,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1936,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1937,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1938,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1939,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1940,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1941,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1942,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1943,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1944,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
1945,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1946,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1947,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1948,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1949,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1950,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1951,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1952,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
1953,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1954,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1955,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1956,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1957,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
1958,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
1959,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1960,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1961,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1962,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
1963,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1964,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1965,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1966,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1967,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1968,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1969,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1970,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1971,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1972,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
1973,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1974,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
1975,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
1976,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1977,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1978,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1979,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1980,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1981,Forest,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
1982,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
1983,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1984,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1985,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1986,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1987,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1988,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1989,Forest,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
1990,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1991,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1992,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1993,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1994,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1995,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1996,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
1997,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
1998,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1999,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2000,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2001,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2002,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2003,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2004,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2005,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2006,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2007,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2008,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2009,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2010,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2011,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2012,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2013,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2014,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
2015,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2016,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2017,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2018,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2019,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2020,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2021,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2022,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2023,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2024,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2025,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2026,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2027,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
2028,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2029,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2030,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2031,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2032,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
2033,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2034,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2035,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2036,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2037,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2038,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2039,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2040,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2041,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2042,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2043,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2044,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
2045,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2046,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2047,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
2048,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2049,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2050,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2051,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2052,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2053,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2054,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2055,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2056,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2057,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2058,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2059,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2060,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
2061,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2062,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2063,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2064,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
2065,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2066,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
2067,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2068,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2069,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
2070,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2071,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2072,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Water
2073,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2074,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2075,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2076,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
2077,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2078,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2079,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2080,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2081,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2082,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2083,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2084,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2085,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
2086,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2087,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2088,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2089,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2090,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2091,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2092,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
2093,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2094,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2095,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
2096,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
2097,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2098,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
2099,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2100,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2101,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
2102,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
2103,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2104,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2105,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2106,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2107,Forest,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
2108,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2109,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2110,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
2111,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
2112,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2113,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2114,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2115,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
2116,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
2117,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
2118,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2119,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2120,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
2121,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2122,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2123,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2124,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
