Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQQ_M_R
858,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
859,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
860,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
861,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
862,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
863,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
864,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
865,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
866,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland
867,Cropland,Forest,Wetland,NULL,Wetland,Forest
868,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland
869,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
870,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
871,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
872,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
873,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
874,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
875,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
876,Cropland,Forest,Bareland,Water,Non_Wetland,Water
877,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
878,Cropland,Forest,Water,NULL,Water,Water
879,Cropland,Forest,Water,NULL,Water,Forest
880,Cropland,Forest,Water,Non_Water,Water,Forest
881,Cropland,Forest,Water,Water,Water,Water
882,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
883,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
884,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
885,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
886,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
887,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
888,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
889,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
890,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
891,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
892,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
893,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
894,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
895,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
896,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
897,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
898,Wetland,NULL,Wetland,Water,Wetland,Water
899,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
900,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
901,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
902,Wetland,NULL,Bareland,Water,Non_Wetland,Water
903,Wetland,NULL,Water,Water,Water,Water
904,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
905,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
906,Wetland,NULL,Forest,Water,Non_Wetland,Water
907,Wetland,NULL,Forest,Water,Non_Wetland,Forest
908,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
909,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
910,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
911,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
912,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
913,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
914,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
915,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
916,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
917,Wetland,Cropland,Water,Water,Water,Bareland
918,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
919,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
920,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
921,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
922,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
923,Wetland,Bareland,Forest,Non_Water,Non_Wetland,Forest
924,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
925,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
926,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
927,Wetland,Water,Shrubland,Water,Non_Wetland,Water
928,Wetland,Water,Grassland,Non_Water,Non_Wetland,Bareland
929,Wetland,Water,Wetland,Water,Wetland,Water
930,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
931,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
932,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
933,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
934,Wetland,Water,Forest,NULL,Non_Wetland,Forest
935,Wetland,Water,Forest,Water,Non_Wetland,Water
936,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
937,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
938,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
939,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
940,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
941,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
942,Wetland,Forest,Forest,Water,Non_Wetland,Forest
943,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
944,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
945,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
946,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
947,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
948,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
949,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
950,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
951,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
952,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
953,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
954,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
955,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
956,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
957,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
958,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
959,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
960,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
961,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
962,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
963,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
964,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
965,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
966,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
967,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
968,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
969,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
970,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
971,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
972,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
973,Bareland,NULL,Cropland,Water,Non_Wetland,Water
974,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
975,Bareland,NULL,Wetland,NULL,Wetland,Grassland
976,Bareland,NULL,Wetland,NULL,Wetland,Forest
977,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
978,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
979,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
980,Bareland,NULL,Wetland,Water,Wetland,Bareland
981,Bareland,NULL,Wetland,Water,Wetland,Water
982,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
983,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
984,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
985,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
986,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
987,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
988,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
989,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
990,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
991,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
992,Bareland,NULL,Bareland,Water,Non_Wetland,Water
993,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
994,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
995,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
996,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
997,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
998,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
999,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1000,Bareland,NULL,Water,Non_Water,Water,Cropland
1001,Bareland,NULL,Water,Non_Water,Water,Bareland
1002,Bareland,NULL,Water,Non_Water,Water,Forest
1003,Bareland,NULL,Water,Water,Water,Bareland
1004,Bareland,NULL,Water,Water,Water,Water
1005,Bareland,NULL,Water,Water,Water,Forest
1006,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1007,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1008,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1009,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1010,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1011,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1012,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1013,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1014,Bareland,NULL,Forest,Water,Non_Wetland,Water
1015,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1016,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1017,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1018,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1019,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1020,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1021,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1022,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1023,Bareland,Cropland,Shrubland,Water,Non_Wetland,Forest
1024,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1025,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1026,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1027,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1028,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1029,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Water
1030,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1031,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1032,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1033,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1034,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1035,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1036,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1037,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1038,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1039,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1040,Bareland,Cropland,Wetland,Non_Water,Wetland,Forest
1041,Bareland,Cropland,Wetland,Water,Wetland,Water
1042,Bareland,Cropland,Wetland,Water,Wetland,Forest
1043,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1044,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1045,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1046,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1047,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1048,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1049,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1050,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1051,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1052,Bareland,Cropland,Bareland,Water,Non_Wetland,Forest
1053,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1054,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1055,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1056,Bareland,Cropland,Water,Non_Water,Water,Forest
1057,Bareland,Cropland,Water,Water,Water,Cropland
1058,Bareland,Cropland,Water,Water,Water,Water
1059,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1060,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1061,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1062,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1063,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1064,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1065,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1066,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1067,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
1068,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1069,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1070,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1071,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1072,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1073,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1074,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1075,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1076,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1077,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1078,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1079,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1080,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1081,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1082,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1083,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1084,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1085,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1086,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1087,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1088,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1089,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1090,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1091,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1092,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1093,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1094,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1095,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1096,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1097,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1098,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1099,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1100,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1101,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1102,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1103,Bareland,Bareland,Wetland,NULL,Wetland,Water
1104,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1105,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1106,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1107,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1108,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1109,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1110,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1111,Bareland,Bareland,Wetland,Water,Wetland,Water
1112,Bareland,Bareland,Wetland,Water,Wetland,Forest
1113,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1114,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1115,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1116,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1117,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1118,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1119,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1120,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1121,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1122,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1123,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1124,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1125,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1126,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1127,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1128,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1129,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1130,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1131,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1132,Bareland,Bareland,Water,NULL,Water,Grassland
1133,Bareland,Bareland,Water,NULL,Water,Bareland
1134,Bareland,Bareland,Water,NULL,Water,Water
1135,Bareland,Bareland,Water,NULL,Water,Forest
1136,Bareland,Bareland,Water,Non_Water,Water,Grassland
1137,Bareland,Bareland,Water,Non_Water,Water,Bareland
1138,Bareland,Bareland,Water,Non_Water,Water,Water
1139,Bareland,Bareland,Water,Non_Water,Water,Forest
1140,Bareland,Bareland,Water,Water,Water,Grassland
1141,Bareland,Bareland,Water,Water,Water,Cropland
1142,Bareland,Bareland,Water,Water,Water,Bareland
1143,Bareland,Bareland,Water,Water,Water,Water
1144,Bareland,Bareland,Water,Water,Water,Forest
1145,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1146,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1147,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1148,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1149,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1150,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1151,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1152,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1153,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1154,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1155,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1156,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1157,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1158,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1159,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1160,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1161,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1162,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1163,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1164,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1165,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1166,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1167,Bareland,Built-up,Wetland,NULL,Wetland,Water
1168,Bareland,Built-up,Wetland,Non_Water,Wetland,Water
1169,Bareland,Built-up,Wetland,Water,Wetland,Water
1170,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1171,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1172,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1173,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1174,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1175,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1176,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1177,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1178,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1179,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1180,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1181,Bareland,Built-up,Built-up,Water,Non_Wetland,Water
1182,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1183,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1184,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1185,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1186,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1187,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1188,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1189,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1190,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1191,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1192,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1193,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1194,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1195,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1196,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1197,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
1198,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1199,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1200,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1201,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1202,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1203,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1204,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1205,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1206,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1207,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1208,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1209,Bareland,Water,Cropland,Water,Non_Wetland,Water
1210,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1211,Bareland,Water,Wetland,NULL,Wetland,Bareland
1212,Bareland,Water,Wetland,NULL,Wetland,Water
1213,Bareland,Water,Wetland,NULL,Wetland,Forest
1214,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1215,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1216,Bareland,Water,Wetland,Non_Water,Wetland,Water
1217,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1218,Bareland,Water,Wetland,Water,Wetland,Grassland
1219,Bareland,Water,Wetland,Water,Wetland,Bareland
1220,Bareland,Water,Wetland,Water,Wetland,Water
1221,Bareland,Water,Wetland,Water,Wetland,Forest
1222,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1223,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1224,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1225,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1226,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1227,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1228,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1229,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1230,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1231,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1232,Bareland,Water,Bareland,Water,Non_Wetland,Water
1233,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1234,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1235,Bareland,Water,Built-up,Water,Non_Wetland,Water
1236,Bareland,Water,Water,NULL,Water,Grassland
1237,Bareland,Water,Water,NULL,Water,Bareland
1238,Bareland,Water,Water,NULL,Water,Water
1239,Bareland,Water,Water,Non_Water,Water,Grassland
1240,Bareland,Water,Water,Non_Water,Water,Bareland
1241,Bareland,Water,Water,Non_Water,Water,Water
1242,Bareland,Water,Water,Non_Water,Water,Forest
1243,Bareland,Water,Water,Water,Water,Grassland
1244,Bareland,Water,Water,Water,Water,Cropland
1245,Bareland,Water,Water,Water,Water,Bareland
1246,Bareland,Water,Water,Water,Water,Water
1247,Bareland,Water,Water,Water,Water,Forest
1248,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1249,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1250,Bareland,Water,Forest,NULL,Non_Wetland,Water
1251,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1252,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1253,Bareland,Water,Forest,Non_Water,Non_Wetland,Cropland
1254,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1255,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1256,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1257,Bareland,Water,Forest,Water,Non_Wetland,Water
1258,Bareland,Water,Forest,Water,Non_Wetland,Forest
1259,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1260,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1261,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1262,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1263,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1264,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1265,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1266,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1267,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1268,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1269,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1270,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1271,Bareland,Forest,Wetland,Water,Wetland,Bareland
1272,Bareland,Forest,Wetland,Water,Wetland,Water
1273,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1274,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1275,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1276,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1277,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1278,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1279,Bareland,Forest,Bareland,Water,Non_Wetland,Water
