Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLD_M_R
12823,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
12824,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
12825,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
12826,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,NULL
12827,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
12828,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
12829,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
12830,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
12831,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
12832,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
12833,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
12834,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
12835,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
12836,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
12837,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12838,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
12839,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12840,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
12841,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12842,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12843,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
12844,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
12845,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12846,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
12847,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12848,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
12849,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
12850,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
12851,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
12852,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12853,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
12854,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12855,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12856,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12857,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12858,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12859,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12860,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12861,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12862,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12863,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
12864,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12865,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12866,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
12867,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12868,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12869,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12870,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12871,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12872,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12873,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
12874,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12875,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12876,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12877,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
12878,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12879,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12880,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
12881,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
12882,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
12883,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
12884,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
12885,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
12886,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12887,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12888,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
12889,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
12890,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
12891,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12892,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12893,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12894,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
12895,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
12896,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12897,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
12898,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12899,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12900,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
12901,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12902,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12903,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
12904,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12905,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12906,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12907,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12908,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12909,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12910,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12911,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
12912,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12913,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Water
12914,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12915,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12916,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12917,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
12918,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12919,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12920,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12921,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12922,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
12923,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
12924,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12925,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12926,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12927,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12928,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12929,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
12930,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
12931,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12932,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
12933,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
12934,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
12935,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12936,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
12937,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
12938,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
12939,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12940,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
12941,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12942,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
12943,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12944,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
12945,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12946,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12947,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12948,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12949,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12950,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
12951,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12952,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12953,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12954,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12955,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12956,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12957,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12958,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12959,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12960,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12961,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12962,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12963,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
12964,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12965,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
12966,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12967,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
12968,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12969,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
12970,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12971,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12972,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12973,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12974,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12975,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12976,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12977,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
12978,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
12979,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
12980,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
12981,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
12982,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
12983,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12984,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
12985,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
12986,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12987,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12988,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12989,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12990,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12991,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
12992,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12993,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12994,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12995,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12996,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12997,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12998,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12999,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13000,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13001,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13002,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13003,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13004,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13005,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
13006,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13007,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
13008,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13009,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
13010,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
13011,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13012,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
13013,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
13014,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13015,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13016,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
13017,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
13018,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
13019,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
13020,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
13021,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
13022,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
13023,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
13024,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
13025,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
13026,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
13027,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13028,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
13029,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
13030,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
13031,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13032,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
13033,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
13034,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
13035,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
13036,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
13037,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
13038,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
13039,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
13040,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
13041,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
13042,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13043,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13044,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
13045,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13046,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
13047,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13048,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
13049,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13050,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
13051,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
13052,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
13053,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13054,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
13055,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
13056,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
13057,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
13058,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
13059,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
13060,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13061,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13062,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13063,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
13064,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13065,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13066,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13067,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
13068,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
13069,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13070,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13071,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
13072,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13073,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
13074,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13075,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
13076,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13077,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13078,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
13079,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
13080,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
13081,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13082,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
13083,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
13084,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13085,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13086,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13087,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
13088,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13089,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
13090,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
13091,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
13092,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
13093,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
13094,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
13095,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
13096,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
13097,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
13098,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
13099,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
13100,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
13101,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
13102,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
13103,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
13104,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
13105,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13106,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
13107,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13108,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
13109,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13110,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
13111,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
13112,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
13113,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13114,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
13115,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
13116,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13117,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
13118,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
13119,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
13120,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,NULL
13121,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
13122,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
13123,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
13124,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
13125,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13126,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
13127,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13128,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
13129,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
13130,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13131,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
13132,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13133,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
13134,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
13135,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
13136,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
13137,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
13138,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
13139,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13140,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
13141,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13142,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13143,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13144,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
13145,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
13146,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
