Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWG_M_R
689,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
690,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
691,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
692,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
693,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
694,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
695,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
696,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
697,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
698,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
699,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
700,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
701,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
702,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
703,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
704,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
705,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
706,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
707,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
708,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
709,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
710,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
711,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
712,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
713,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
714,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
715,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
716,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
717,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
718,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
719,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
720,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
721,Wetland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
722,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
723,Wetland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
724,Wetland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
725,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
726,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
727,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
728,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
729,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
730,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
731,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
732,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
733,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
734,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
735,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
736,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
737,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
738,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
739,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
740,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
741,Wetland,Water,Water,Water,Water,NULL,NULL,Water
742,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
743,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
744,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
745,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
746,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
747,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
748,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
749,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
750,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
751,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
752,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
753,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
754,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
755,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
756,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
757,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
758,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
759,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
760,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
761,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
762,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
763,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
764,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
765,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
767,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
768,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
769,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
770,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
771,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
772,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
773,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
774,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
775,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
776,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
777,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
778,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
779,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
780,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
781,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
782,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
783,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
784,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
785,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
786,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
787,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
788,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
789,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
790,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
791,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
792,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
793,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
794,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
795,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
796,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
797,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
798,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
799,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
800,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
801,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
802,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
803,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
804,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
805,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
806,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
807,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
808,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
809,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
810,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
811,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
812,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
813,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
814,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
815,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
816,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
817,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
818,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
819,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
820,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
821,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
822,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
823,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
824,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
825,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
826,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
827,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
828,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
829,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
830,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
831,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
832,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
833,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
834,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
835,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
836,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
837,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
838,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
839,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
840,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
841,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
842,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
843,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
844,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
846,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
847,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
848,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
849,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
850,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
851,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
852,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
853,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
854,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
855,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
856,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
857,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
858,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
859,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
860,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
861,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
862,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
863,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
864,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
865,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
866,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
867,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
868,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
869,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
870,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
871,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
872,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
873,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
874,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
875,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
876,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
877,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
878,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
879,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
880,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
881,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
882,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
883,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
884,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
885,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
886,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
887,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
888,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
889,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
890,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
891,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
892,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
893,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
894,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
895,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
896,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
897,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
898,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
899,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
900,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
901,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
902,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
903,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
904,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
905,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
906,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
907,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
908,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
909,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
910,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
911,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
912,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
913,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
914,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
915,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
916,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
917,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
918,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
919,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
920,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
921,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
922,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
923,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
924,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
925,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
926,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
927,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
928,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
929,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
930,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
931,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
932,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
933,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
934,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
935,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
936,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
937,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
938,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
939,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
940,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
941,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
942,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
943,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
944,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
945,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
946,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
947,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
948,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
949,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
950,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
951,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
952,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
953,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
954,Bareland,Water,Water,Water,Water,NULL,NULL,Water
955,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
956,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
957,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
958,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
959,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
960,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
961,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
962,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
963,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
964,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
965,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
966,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
967,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
968,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
969,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
970,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
971,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
972,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
973,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
974,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
975,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
976,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
977,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
978,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
979,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
980,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
981,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
982,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
983,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
984,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
985,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
986,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
987,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
988,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
989,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
990,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
991,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
992,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
993,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
994,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
995,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
996,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
997,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
998,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
999,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1000,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1001,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1002,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1003,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1004,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1005,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1006,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1008,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1009,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1010,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1011,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1013,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1014,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1015,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1016,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1017,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1018,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1019,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1020,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1021,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1022,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1023,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1024,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1025,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1026,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1027,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1028,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1029,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1030,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1031,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1032,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1033,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1034,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1035,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1036,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1037,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1038,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1039,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1040,Water,NULL,Water,Water,Water,NULL,NULL,Water
1041,Water,NULL,Water,Water,Water,NULL,NULL,Forest
