Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXR_M_R
12288,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
12289,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12290,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12291,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12292,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
12293,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
12294,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
12295,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12296,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12297,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12298,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12299,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12300,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12301,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12302,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12303,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12304,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12305,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12306,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12307,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12308,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
12309,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12310,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12311,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12312,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12313,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
12314,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12315,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12316,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12317,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
12318,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
12319,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
12320,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12321,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
12322,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
12323,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12324,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12325,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12326,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12327,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12328,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12329,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12330,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12331,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12332,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12333,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12334,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12335,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12336,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12337,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12338,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12339,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
12340,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12341,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
12342,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12343,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
12344,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
12345,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12346,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
12347,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12348,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
12349,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12350,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12351,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12352,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12353,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12354,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12355,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12356,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12357,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12358,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12359,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12360,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12361,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12362,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12363,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12364,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12365,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12366,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12367,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
12368,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12369,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12370,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
12371,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12372,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
12373,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12374,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
12375,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
12376,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12377,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
12378,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
12379,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12380,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12381,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12382,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12383,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
12384,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
12385,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
12386,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12387,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
12388,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
12389,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12390,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
12391,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12392,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12393,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
12394,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12395,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
12396,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12397,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
12398,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
12399,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
12400,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
12401,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12402,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12403,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
12404,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
12405,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
12406,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12407,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12408,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
12409,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12410,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
12411,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12412,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
12413,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12414,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
12415,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12416,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12417,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
12418,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
12419,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
12420,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
12421,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12422,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12423,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12424,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
12425,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12426,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12427,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12428,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12429,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
12430,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
12431,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
12432,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12433,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
12434,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
12435,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
12436,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
12437,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12438,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12439,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
12440,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
12441,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
12442,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12443,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
12444,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
12445,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12446,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12447,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12448,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12449,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
12450,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12451,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
12452,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
12453,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
12454,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12455,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
12456,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
12457,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
12458,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12459,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
12460,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12461,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
12462,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12463,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
12464,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
12465,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12466,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12467,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
12468,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
12469,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
12470,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
12471,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
12472,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
12473,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
12474,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
12475,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
12476,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
12477,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
12478,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
12479,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12480,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
12481,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
12482,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
12483,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
12484,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
12485,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Bareland
12486,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
12487,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
12488,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
12489,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
12490,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
12491,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
12492,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
12493,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
12494,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
12495,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
12496,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
12497,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
12498,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Water
12499,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
12500,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
12501,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
12502,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
12503,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
12504,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
12505,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
12506,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
12507,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12508,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
12509,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
12510,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
12511,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
12512,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
12513,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12514,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12515,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
12516,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12517,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
12518,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12519,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
12520,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
12521,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
12522,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
12523,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
12524,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
12525,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
12526,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
12527,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
12528,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
12529,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12530,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
12531,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
12532,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
12533,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
12534,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
12535,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
12536,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
12537,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
12538,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
12539,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
12540,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
12541,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
12542,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
12543,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
12544,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
12545,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
12546,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
12547,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
12548,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
12549,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
12550,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
12551,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
12552,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
12553,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
12554,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
12555,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
12556,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
12557,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
12558,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
12559,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
12560,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
12561,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
12562,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Bareland
12563,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
12564,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
12565,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,NULL
12566,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
12567,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
12568,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
12569,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
12570,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
12571,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
12572,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Bareland
12573,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Water
12574,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
12575,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
12576,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
12577,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
12578,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
12579,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,NULL
12580,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
12581,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
12582,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
12583,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
12584,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Water
12585,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Cropland
12586,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
12587,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
12588,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
12589,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Water
12590,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
12591,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,NULL
12592,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,Grassland
12593,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,Cropland
12594,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12595,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12596,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,NULL
12597,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12598,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12599,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
12600,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
12601,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
12602,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
12603,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
12604,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
12605,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,NULL
12606,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
12607,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
12608,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12609,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12610,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12611,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
