Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFH_M_R
1142,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1143,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1144,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1145,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1146,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1147,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL
1148,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1149,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL
1150,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1151,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Wetland
1152,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1153,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1154,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1155,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1156,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1157,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1158,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1159,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1160,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1161,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1162,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1163,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1164,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1165,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1166,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1167,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1168,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1169,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1170,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1171,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
1172,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1173,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1174,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
1175,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1176,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1177,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
1178,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1179,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL
1180,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1181,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1182,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1183,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Water
1184,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1185,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL
1186,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
1187,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland
1188,Wetland,NULL,Wetland,NULL,Wetland,NULL,Bareland
1189,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water
1190,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
1191,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL
1192,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1193,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1194,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water
1195,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1196,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL
1197,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
1198,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland
1199,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland
1200,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
1201,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest
1202,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1203,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1204,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1205,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
1206,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1207,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
1208,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1209,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1210,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1211,Wetland,NULL,Water,NULL,Water,NULL,Grassland
1212,Wetland,NULL,Water,NULL,Water,NULL,Wetland
1213,Wetland,NULL,Water,NULL,Water,NULL,Water
1214,Wetland,NULL,Water,NULL,Water,NULL,Forest
1215,Wetland,NULL,Water,Non_Water,Water,NULL,NULL
1216,Wetland,NULL,Water,Non_Water,Water,NULL,Wetland
1217,Wetland,NULL,Water,Non_Water,Water,NULL,Forest
1218,Wetland,NULL,Water,Water,Water,NULL,Grassland
1219,Wetland,NULL,Water,Water,Water,NULL,Wetland
1220,Wetland,NULL,Water,Water,Water,NULL,Water
1221,Wetland,NULL,Water,Water,Water,NULL,Forest
1222,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1223,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1224,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1225,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1226,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
1227,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1228,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1229,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1230,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1231,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL
1232,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1233,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1234,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water
1235,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Forest
1236,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
1237,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1238,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1239,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
1240,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1241,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1242,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1243,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
1244,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL
1245,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1246,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
1247,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
1248,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1249,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1250,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1251,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
1252,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
1253,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,Water
1254,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1255,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
1256,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Forest
1257,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
1258,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
1259,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
1260,Wetland,Cropland,Wetland,Water,Wetland,NULL,Grassland
1261,Wetland,Cropland,Wetland,Water,Wetland,NULL,Wetland
1262,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water
1263,Wetland,Cropland,Wetland,Water,Wetland,NULL,Forest
1264,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
1265,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1266,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland
1267,Wetland,Cropland,Built-up,Water,Non_Wetland,NULL,Water
1268,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1269,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
1270,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1271,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
1272,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1273,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland
1274,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1275,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
1276,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Wetland
1277,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
1278,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1279,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1280,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1281,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1282,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1283,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1284,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1285,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1286,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1287,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
1288,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1289,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1290,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1291,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1292,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL
1293,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1294,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1295,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
1296,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1297,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1298,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1299,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1300,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1301,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL
1302,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1303,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1304,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1305,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water
1306,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1307,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL
1308,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1309,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1310,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1311,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1312,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL
1313,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1314,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1315,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
1316,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest
1317,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1318,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1319,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
1320,Wetland,Wetland,Water,NULL,Water,NULL,Grassland
1321,Wetland,Wetland,Water,NULL,Water,NULL,Wetland
1322,Wetland,Wetland,Water,NULL,Water,NULL,Water
1323,Wetland,Wetland,Water,NULL,Water,NULL,Forest
1324,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL
1325,Wetland,Wetland,Water,Non_Water,Water,NULL,Grassland
1326,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland
1327,Wetland,Wetland,Water,Non_Water,Water,NULL,Water
1328,Wetland,Wetland,Water,Non_Water,Water,NULL,Forest
1329,Wetland,Wetland,Water,Water,Water,NULL,Grassland
1330,Wetland,Wetland,Water,Water,Water,NULL,Wetland
1331,Wetland,Wetland,Water,Water,Water,NULL,Water
1332,Wetland,Wetland,Water,Water,Water,NULL,Forest
1333,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
1334,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1335,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1336,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1337,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1338,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL
1339,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1340,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1341,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1342,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1343,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1344,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1345,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water
1346,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1347,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1348,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1349,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1350,Wetland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1351,Wetland,Bareland,Wetland,Water,Wetland,NULL,Wetland
1352,Wetland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1353,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1354,Wetland,Built-up,NULL,Water,Non_Wetland,NULL,Forest
1355,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1356,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1357,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1358,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1359,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1360,Wetland,Built-up,Grassland,Water,Non_Wetland,NULL,Grassland
1361,Wetland,Built-up,Grassland,Water,Non_Wetland,NULL,Forest
1362,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Bareland
1363,Wetland,Built-up,Water,NULL,Water,NULL,Bareland
1364,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1365,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Grassland
1366,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1367,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1368,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1369,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1370,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1371,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1372,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1373,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1374,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1375,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1376,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL
1377,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1378,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Water
1379,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1380,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL
1381,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1382,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1383,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1384,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1385,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1386,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Wetland
1387,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Water
1388,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Forest
1389,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL
1390,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland
1391,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland
1392,Wetland,Water,Wetland,NULL,Wetland,NULL,Bareland
1393,Wetland,Water,Wetland,NULL,Wetland,NULL,Water
1394,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest
1395,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL
1396,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1397,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1398,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water
1399,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1400,Wetland,Water,Wetland,Water,Wetland,NULL,NULL
1401,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland
1402,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland
1403,Wetland,Water,Wetland,Water,Wetland,NULL,Water
1404,Wetland,Water,Wetland,Water,Wetland,NULL,Forest
1405,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1406,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1407,Wetland,Water,Bareland,Water,Non_Wetland,NULL,Grassland
1408,Wetland,Water,Water,NULL,Water,NULL,Grassland
1409,Wetland,Water,Water,NULL,Water,NULL,Wetland
1410,Wetland,Water,Water,NULL,Water,NULL,Water
1411,Wetland,Water,Water,NULL,Water,NULL,Forest
1412,Wetland,Water,Water,Non_Water,Water,NULL,Grassland
1413,Wetland,Water,Water,Non_Water,Water,NULL,Wetland
1414,Wetland,Water,Water,Non_Water,Water,NULL,Water
1415,Wetland,Water,Water,Non_Water,Water,NULL,Forest
1416,Wetland,Water,Water,Water,Water,NULL,NULL
1417,Wetland,Water,Water,Water,Water,NULL,Grassland
1418,Wetland,Water,Water,Water,Water,NULL,Wetland
1419,Wetland,Water,Water,Water,Water,NULL,Water
1420,Wetland,Water,Water,Water,Water,NULL,Forest
1421,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1422,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1423,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water
1424,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1425,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1426,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1427,Wetland,Water,Forest,Water,Non_Wetland,NULL,Grassland
1428,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water
1429,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL
1430,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
1431,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
1432,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1433,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1434,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1435,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1436,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1437,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1438,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1439,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
1440,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
1441,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1442,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
1443,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1444,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL
1445,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1446,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1447,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1448,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1449,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,Wetland
1450,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL
1451,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1452,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland
1453,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest
1454,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1455,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1456,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1457,Wetland,Forest,Wetland,Water,Wetland,NULL,Grassland
1458,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland
1459,Wetland,Forest,Wetland,Water,Wetland,NULL,Water
1460,Wetland,Forest,Wetland,Water,Wetland,NULL,Forest
1461,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1462,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1463,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1464,Wetland,Forest,Water,Non_Water,Water,NULL,Forest
1465,Wetland,Forest,Water,Water,Water,NULL,Forest
1466,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1467,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1468,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1469,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1470,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1471,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
1472,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1473,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Wetland
1474,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1475,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland
1476,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1477,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Wetland
1478,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water
1479,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1480,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1481,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1482,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1483,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1484,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1485,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1486,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1487,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1488,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1489,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1490,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1491,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1492,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1493,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1494,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1495,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1496,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1497,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1498,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1499,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
1500,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1501,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1502,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
1503,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1504,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1505,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1506,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
1507,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1508,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1509,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1510,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1511,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Water
1512,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1513,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1514,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL
1515,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
1516,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland
