Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLV_M_R
2252,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2253,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2254,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
2255,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2256,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
2257,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2258,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
2259,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
2260,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2261,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
2262,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2263,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2264,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
2265,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2266,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
2267,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2268,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2269,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2270,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
2271,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
2272,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2273,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
2274,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2275,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2276,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2277,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2278,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2279,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2280,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2281,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2282,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
2283,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2284,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2285,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2286,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
2287,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2288,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2289,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2290,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2291,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2292,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
2293,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2294,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2295,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Wetland
2296,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
2297,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2298,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2299,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2300,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2301,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
2302,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2303,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
2304,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2305,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
2306,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2307,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2308,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2309,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2310,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
2311,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Bareland,Water
2312,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2313,Bareland,Bareland,Wetland,NULL,NULL,Bareland,NULL,Water
2314,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Grassland,Grassland
2315,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Wetland,Grassland
2316,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Wetland,Wetland
2317,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Wetland,Bareland
2318,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Wetland,Water
2319,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Bareland,Grassland
2320,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Bareland,Wetland
2321,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Bareland,Bareland
2322,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Bareland,Water
2323,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Built-up,Wetland
2324,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Built-up,Bareland
2325,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Built-up,Water
2326,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Water,Wetland
2327,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Water,Bareland
2328,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Water,Water
2329,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Forest,Bareland
2330,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Forest,Water
2331,Bareland,Bareland,Wetland,NULL,NULL,Water,Wetland,Water
2332,Bareland,Bareland,Wetland,NULL,NULL,Water,Bareland,Wetland
2333,Bareland,Bareland,Wetland,NULL,NULL,Water,Bareland,Bareland
2334,Bareland,Bareland,Wetland,NULL,NULL,Water,Bareland,Water
2335,Bareland,Bareland,Wetland,NULL,NULL,Water,Water,Wetland
2336,Bareland,Bareland,Wetland,NULL,NULL,Water,Water,Bareland
2337,Bareland,Bareland,Wetland,NULL,NULL,Water,Water,Water
2338,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2339,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2340,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2341,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2342,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2343,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2344,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
2345,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
2346,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2347,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Water,Wetland
2348,Bareland,Bareland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
2349,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2350,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2351,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Bareland
2352,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Water
2353,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2354,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2355,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
2356,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2357,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2358,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
2359,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Water
2360,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2361,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2362,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
2363,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2364,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
2365,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
2366,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
2367,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Wetland
2368,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
2369,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
2370,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Forest
2371,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Wetland
2372,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Bareland
2373,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Water
2374,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,Water
2375,Bareland,Bareland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2376,Bareland,Bareland,Wetland,NULL,Wetland,Water,Grassland,Wetland
2377,Bareland,Bareland,Wetland,NULL,Wetland,Water,Grassland,Bareland
2378,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2379,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2380,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Bareland
2381,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
2382,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
2383,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Grassland
2384,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Wetland
2385,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Bareland
2386,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
2387,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
2388,Bareland,Bareland,Wetland,NULL,Wetland,Water,Built-up,Wetland
2389,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
2390,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Wetland
2391,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
2392,Bareland,Bareland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
2393,Bareland,Bareland,Wetland,NULL,Wetland,Forest,Bareland,Wetland
2394,Bareland,Bareland,Wetland,NULL,Wetland,Forest,Bareland,Water
2395,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2396,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2397,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2398,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Wetland
2399,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2400,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2401,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2402,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2403,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
2404,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2405,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2406,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2407,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
2408,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2409,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
2410,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2411,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2412,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2413,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Wetland
2414,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2415,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
2416,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
2417,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
2418,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
2419,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
2420,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Wetland
2421,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2422,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
2423,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2424,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2425,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2426,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Wetland
2427,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
2428,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2429,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2430,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2431,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
2432,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2433,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
2434,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2435,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
2436,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2437,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2438,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
2439,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2440,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
2441,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
2442,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Wetland
2443,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
2444,Bareland,Bareland,Water,NULL,NULL,Bareland,NULL,Water
2445,Bareland,Bareland,Water,NULL,NULL,Bareland,Wetland,Wetland
2446,Bareland,Bareland,Water,NULL,NULL,Bareland,Wetland,Water
2447,Bareland,Bareland,Water,NULL,NULL,Bareland,Bareland,Grassland
2448,Bareland,Bareland,Water,NULL,NULL,Bareland,Bareland,Wetland
2449,Bareland,Bareland,Water,NULL,NULL,Bareland,Bareland,Bareland
2450,Bareland,Bareland,Water,NULL,NULL,Bareland,Bareland,Water
2451,Bareland,Bareland,Water,NULL,NULL,Bareland,Built-up,Wetland
2452,Bareland,Bareland,Water,NULL,NULL,Bareland,Built-up,Bareland
2453,Bareland,Bareland,Water,NULL,NULL,Bareland,Built-up,Water
2454,Bareland,Bareland,Water,NULL,NULL,Bareland,Water,Grassland
2455,Bareland,Bareland,Water,NULL,NULL,Bareland,Water,Wetland
2456,Bareland,Bareland,Water,NULL,NULL,Bareland,Water,Bareland
2457,Bareland,Bareland,Water,NULL,NULL,Bareland,Water,Water
2458,Bareland,Bareland,Water,NULL,NULL,Water,Wetland,Wetland
2459,Bareland,Bareland,Water,NULL,NULL,Water,Wetland,Water
2460,Bareland,Bareland,Water,NULL,NULL,Water,Bareland,Water
2461,Bareland,Bareland,Water,NULL,NULL,Water,Water,Wetland
2462,Bareland,Bareland,Water,NULL,NULL,Water,Water,Bareland
2463,Bareland,Bareland,Water,NULL,NULL,Water,Water,Water
2464,Bareland,Bareland,Water,NULL,Water,Bareland,Wetland,Wetland
2465,Bareland,Bareland,Water,NULL,Water,Bareland,Wetland,Bareland
2466,Bareland,Bareland,Water,NULL,Water,Bareland,Wetland,Water
2467,Bareland,Bareland,Water,NULL,Water,Bareland,Wetland,Forest
2468,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
2469,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Wetland
2470,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
2471,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
2472,Bareland,Bareland,Water,NULL,Water,Bareland,Built-up,Bareland
2473,Bareland,Bareland,Water,NULL,Water,Bareland,Built-up,Water
2474,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Grassland
2475,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Wetland
2476,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Bareland
2477,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
2478,Bareland,Bareland,Water,NULL,Water,Bareland,Forest,Water
2479,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Wetland
2480,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Bareland
2481,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
2482,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Wetland
2483,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Bareland
2484,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Water
2485,Bareland,Bareland,Water,NULL,Water,Water,Water,Wetland
2486,Bareland,Bareland,Water,NULL,Water,Water,Water,Bareland
2487,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
2488,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2489,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
2490,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
2491,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
2492,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2493,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2494,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
2495,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2496,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2497,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2498,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2499,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2500,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2501,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2502,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2503,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2504,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2505,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2506,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Wetland
2507,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2508,Bareland,Built-up,Wetland,NULL,NULL,Bareland,Wetland,Grassland
2509,Bareland,Built-up,Wetland,NULL,NULL,Bareland,Bareland,Wetland
2510,Bareland,Built-up,Wetland,NULL,NULL,Bareland,Built-up,Bareland
2511,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2512,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2513,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2514,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
2515,Bareland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2516,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2517,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2518,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2519,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
2520,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2521,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2522,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
2523,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
2524,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2525,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2526,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2527,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2528,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2529,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2530,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2531,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2532,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2533,Bareland,Built-up,Water,NULL,NULL,Bareland,Built-up,Bareland
2534,Bareland,Built-up,Water,NULL,NULL,Bareland,Built-up,Water
2535,Bareland,Built-up,Water,NULL,Water,Bareland,Forest,Grassland
2536,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2537,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2538,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2539,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2540,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2541,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
2542,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
2543,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2544,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
2545,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2546,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
2547,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
2548,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
2549,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2550,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
2551,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2552,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2553,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2554,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
2555,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2556,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2557,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
2558,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2559,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2560,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2561,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Wetland
2562,Bareland,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
2563,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
2564,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2565,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2566,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
2567,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2568,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2569,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2570,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2571,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2572,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2573,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2574,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2575,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2576,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2577,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
2578,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2579,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2580,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2581,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
