Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDR_M_R
8168,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
8169,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
8170,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
8171,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
8172,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
8173,Forest,Forest,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
8174,Forest,Forest,Wetland,NULL,Wetland,Built-up,Grassland,Forest
8175,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
8176,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Forest
8177,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
8178,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Forest
8179,Forest,Forest,Wetland,NULL,Wetland,Built-up,Built-up,Forest
8180,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
8181,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
8182,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
8183,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
8184,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
8185,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
8186,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
8187,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
8188,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
8189,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
8190,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
8191,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
8192,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
8193,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
8194,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
8195,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
8196,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
8197,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
8198,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
8199,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
8200,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
8201,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
8202,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
8203,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
8204,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
8205,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
8206,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8207,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
8208,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8209,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,NULL
8210,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8211,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8212,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
8213,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
8214,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
8215,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
8216,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8217,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8218,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8219,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
8220,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8221,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8222,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
8223,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8224,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
8225,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
8226,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
8227,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8228,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
8229,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8230,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8231,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8232,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8233,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
8234,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
8235,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
8236,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,NULL
8237,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8238,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8239,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
8240,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8241,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
8242,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
8243,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8244,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
8245,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
8246,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
8247,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
8248,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
8249,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
8250,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8251,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8252,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
8253,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
8254,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Water
8255,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
8256,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Wetland,Forest
8257,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8258,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8259,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8260,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
8261,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8262,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Water
8263,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,NULL
8264,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
8265,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
8266,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Bareland
8267,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
8268,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
8269,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
8270,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
8271,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
8272,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
8273,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
8274,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8275,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
8276,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
8277,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
8278,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
8279,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8280,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
8281,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
8282,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
8283,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
8284,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
8285,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
8286,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
8287,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
8288,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
8289,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
8290,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
8291,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
8292,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
8293,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
8294,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8295,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8296,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
8297,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
8298,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
8299,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
8300,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
8301,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
8302,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
8303,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
8304,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
8305,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
8306,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
8307,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
8308,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
8309,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
8310,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
8311,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
8312,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
8313,Forest,Forest,Wetland,Water,Wetland,Built-up,Wetland,Grassland
8314,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
8315,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
8316,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
8317,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
8318,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
8319,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
8320,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
8321,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
8322,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
8323,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
8324,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
8325,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
8326,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
8327,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
8328,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
8329,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
8330,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
8331,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
8332,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Forest
8333,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
8334,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,Forest
8335,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
8336,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
8337,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
8338,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
8339,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
8340,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
8341,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
8342,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Bareland,Forest
8343,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,Grassland
8344,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
8345,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
8346,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Forest
8347,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Forest
8348,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
8349,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Forest
8350,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
8351,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
8352,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
8353,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8354,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Wetland,Forest
8355,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Water,Forest
8356,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8357,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8358,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Water
8359,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8360,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
8361,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Water
8362,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Forest
8363,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8364,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8365,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Grassland
8366,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Forest
8367,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Grassland
8368,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Water
8369,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Forest
8370,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
8371,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
8372,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Forest
8373,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Forest
8374,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Grassland
8375,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Water
8376,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Forest
8377,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Forest,Forest
8378,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
8379,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
8380,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
8381,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
8382,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
8383,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
8384,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
8385,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
8386,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
8387,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
8388,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
8389,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
8390,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
8391,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
8392,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8393,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
8394,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8395,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
8396,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8397,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
8398,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
8399,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
8400,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
8401,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
8402,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
8403,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
8404,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
8405,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8406,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
8407,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
8408,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8409,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8410,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
8411,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
8412,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8413,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
8414,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
8415,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
8416,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
8417,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8418,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
8419,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
8420,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
8421,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
8422,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
8423,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8424,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
8425,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8426,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
8427,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
8428,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8429,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
8430,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
8431,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
8432,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Water
8433,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
8434,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
8435,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
8436,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
8437,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8438,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8439,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
8440,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
8441,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
8442,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8443,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
8444,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Forest,Grassland
8445,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Forest,Forest
8446,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
8447,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
8448,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
8449,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
8450,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
8451,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
8452,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
8453,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
8454,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
8455,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
8456,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
8457,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
8458,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
8459,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
8460,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
8461,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
8462,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
8463,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
8464,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
8465,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8466,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8467,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
8468,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8469,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
8470,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
8471,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
8472,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
8473,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
8474,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8475,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8476,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8477,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8478,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
8479,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8480,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8481,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8482,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8483,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8484,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8485,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
8486,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,NULL
8487,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8488,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8489,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
8490,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
8491,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8492,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8493,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
8494,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8495,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8496,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8497,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8498,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
8499,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
8500,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Water
8501,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
8502,Forest,Forest,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
