Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYT_M_R
14715,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
14716,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
14717,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
14718,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
14719,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
14720,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
14721,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
14722,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
14723,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
14724,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
14725,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
14726,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
14727,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
14728,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14729,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
14730,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
14731,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
14732,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
14733,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
14734,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
14735,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
14736,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
14737,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
14738,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
14739,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
14740,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
14741,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
14742,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14743,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
14744,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14745,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14746,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14747,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14748,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14749,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
14750,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
14751,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
14752,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
14753,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
14754,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
14755,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
14756,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14757,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14758,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14759,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
14760,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14761,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14762,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
14763,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
14764,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14765,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
14766,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
14767,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
14768,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
14769,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
14770,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
14771,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
14772,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
14773,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
14774,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
14775,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
14776,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
14777,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
14778,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
14779,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
14780,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
14781,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
14782,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
14783,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
14784,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14785,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
14786,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14787,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
14788,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
14789,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14790,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
14791,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
14792,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
14793,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
14794,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
14795,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
14796,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
14797,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
14798,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
14799,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Water
14800,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
14801,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
14802,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
14803,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
14804,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
14805,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14806,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
14807,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
14808,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
14809,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
14810,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
14811,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
14812,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
14813,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
14814,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
14815,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
14816,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
14817,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
14818,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
14819,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14820,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14821,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
14822,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
14823,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
14824,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
14825,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14826,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
14827,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14828,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
14829,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
14830,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
14831,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14832,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
14833,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
14834,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
14835,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
14836,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
14837,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
14838,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
14839,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
14840,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
14841,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
14842,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
14843,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
14844,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
14845,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
14846,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
14847,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
14848,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
14849,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
14850,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
14851,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
14852,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,NULL
14853,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
14854,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
14855,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
14856,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
14857,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
14858,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
14859,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
14860,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
14861,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
14862,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
14863,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
14864,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14865,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14866,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14867,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
14868,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
14869,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14870,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14871,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14872,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14873,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14874,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14875,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14876,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14877,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14878,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
14879,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14880,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
14881,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
14882,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14883,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
14884,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14885,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
14886,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14887,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
14888,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
14889,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14890,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
14891,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
14892,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
14893,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14894,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
14895,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
14896,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
14897,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
14898,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
14899,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
14900,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14901,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14902,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14903,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14904,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14905,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14906,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
14907,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14908,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14909,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14910,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
14911,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
14912,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
14913,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
14914,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14915,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
14916,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
14917,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
14918,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
14919,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
14920,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14921,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
14922,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
14923,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
14924,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
14925,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14926,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
14927,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
14928,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
14929,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
14930,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
14931,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
14932,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
14933,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
14934,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14935,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
14936,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
14937,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
14938,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
14939,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
14940,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
14941,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
14942,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
14943,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
14944,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
14945,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
14946,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
14947,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
14948,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
14949,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
14950,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
14951,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
14952,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
14953,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
14954,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
14955,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
14956,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
14957,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
14958,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
14959,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
14960,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
14961,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
14962,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
14963,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
14964,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
14965,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
14966,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
14967,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
14968,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
14969,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14970,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
14971,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
14972,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
14973,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14974,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
14975,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
14976,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
14977,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
14978,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14979,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
14980,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
14981,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
14982,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
14983,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
14984,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
14985,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
14986,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
14987,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
14988,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
14989,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
14990,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
14991,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
14992,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
14993,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
14994,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
14995,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14996,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
14997,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
14998,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
14999,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
15000,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
15001,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15002,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15003,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15004,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
15005,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15006,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
15007,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15008,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
15009,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
15010,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
15011,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
15012,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
15013,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
15014,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15015,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
15016,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
15017,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
15018,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
15019,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
15020,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
15021,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15022,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
15023,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15024,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
15025,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
15026,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
15027,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
15028,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15029,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
15030,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
15031,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
15032,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
