Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKT_M_R
2864,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2865,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2866,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2867,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2868,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2869,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2870,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2871,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2872,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2873,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
2874,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2875,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2876,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2877,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2878,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2879,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2880,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2881,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2882,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2883,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2884,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2885,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
2886,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
2887,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2888,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2889,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2890,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
2891,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2892,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2893,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2894,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2895,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2896,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2897,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2898,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2899,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2900,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2901,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2902,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2903,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2904,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
2905,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2906,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
2907,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2908,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2909,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2910,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2911,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2912,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2913,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
2914,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2915,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
2916,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2917,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
2918,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2919,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
2920,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2921,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,NULL
2922,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2923,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2924,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2925,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2926,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2927,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2928,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2929,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2930,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2931,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
2932,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2933,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2934,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2935,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2936,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
2937,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2938,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
2939,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2940,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
2941,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2942,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
2943,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
2944,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
2945,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
2946,Forest,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
2947,Forest,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
2948,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2949,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2950,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2951,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2952,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2953,Forest,NULL,Wetland,Water,Wetland,Water,Water,Bareland
2954,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2955,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
2956,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
2957,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
2958,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2959,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2960,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2961,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2962,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2963,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2964,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2965,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2966,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2967,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2968,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2969,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2970,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2971,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2972,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2973,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2974,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2975,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2976,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2977,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2978,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2979,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2980,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
2981,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
2982,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2983,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2984,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2985,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2986,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2987,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2988,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2989,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2990,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2991,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2992,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2993,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
2994,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2995,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2996,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2997,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2998,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2999,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3000,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3001,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Wetland
3002,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3003,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
3004,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3005,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3006,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3007,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3008,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3009,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3010,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3011,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3012,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3013,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
3014,Forest,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
3015,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
3016,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3017,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
3018,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3019,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
3020,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
3021,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
3022,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3023,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
3024,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
3025,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
3026,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
3027,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
3028,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
3029,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3030,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3031,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
3032,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
3033,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
3034,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
3035,Forest,NULL,Water,NULL,Water,Water,Water,Water
3036,Forest,NULL,Water,NULL,Water,Water,Water,Forest
3037,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
3038,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
3039,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
3040,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
3041,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3042,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
3043,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
3044,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
3045,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
3046,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
3047,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
3048,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
3049,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
3050,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
3051,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
3052,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
3053,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
3054,Forest,NULL,Water,Non_Water,Water,Water,Forest,Grassland
3055,Forest,NULL,Water,Non_Water,Water,Water,Forest,Forest
3056,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
3057,Forest,NULL,Water,Water,Water,NULL,Wetland,Wetland
3058,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
3059,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
3060,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
3061,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
3062,Forest,NULL,Water,Water,Water,Grassland,Water,Wetland
3063,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3064,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3065,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
3066,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
3067,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
3068,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
3069,Forest,NULL,Water,Water,Water,Wetland,Water,Water
3070,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
3071,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
3072,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
3073,Forest,NULL,Water,Water,Water,Water,Wetland,Water
3074,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
3075,Forest,NULL,Water,Water,Water,Water,Water,Grassland
3076,Forest,NULL,Water,Water,Water,Water,Water,Wetland
3077,Forest,NULL,Water,Water,Water,Water,Water,Water
3078,Forest,NULL,Water,Water,Water,Water,Water,Forest
3079,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
3080,Forest,NULL,Water,Water,Water,Water,Forest,Forest
3081,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
3082,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3083,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3084,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3085,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3086,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3087,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3088,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3089,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3090,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3091,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3092,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3093,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3094,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3095,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3096,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3097,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3098,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3099,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3100,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3101,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3102,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3103,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3104,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3105,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3106,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3107,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3108,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3109,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3110,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3111,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3112,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3113,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3114,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3115,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
3116,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
3117,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3118,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3119,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3120,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3121,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3122,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3123,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3124,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3125,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3126,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3127,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3128,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3129,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3130,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3131,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3132,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3133,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3134,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3135,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3136,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3137,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3138,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3139,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
3140,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
3141,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3142,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3143,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
3144,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
3145,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3146,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3147,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
3148,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
3149,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
3150,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
3151,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
3152,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3153,Forest,NULL,Forest,Water,Non_Wetland,Built-up,Wetland,Grassland
3154,Forest,NULL,Forest,Water,Non_Wetland,Built-up,Bareland,Grassland
3155,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3156,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3157,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
3158,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
3159,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3160,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3161,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3162,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3163,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3164,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3165,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3166,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3167,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
3168,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3169,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3170,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3171,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3172,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3173,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3174,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3175,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3176,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3177,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3178,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3179,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3180,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3181,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3182,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3183,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3184,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3185,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3186,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3187,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3188,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
3189,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3190,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3191,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3192,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3193,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3194,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3195,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3196,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3197,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3198,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3199,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3200,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3201,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3202,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3203,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3204,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3205,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
3206,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
3207,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
