Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDC_M_R
2390,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
2391,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
2392,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2393,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2394,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2395,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2396,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
2397,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2398,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2399,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2400,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
2401,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
2402,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
2403,Water,Built-up,Water,Water,Water,NULL,NULL,Wetland
2404,Water,Built-up,Water,Water,Water,NULL,NULL,Water
2405,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2406,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2407,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2408,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2409,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2410,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2411,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2412,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2413,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2414,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2415,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2416,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2417,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2418,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2419,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2420,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2421,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2422,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2423,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2424,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2425,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2426,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2427,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2428,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2429,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2430,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2431,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2432,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2433,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2434,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2435,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2436,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2437,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2438,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2439,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2440,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2441,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2442,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2443,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2444,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2445,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2446,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2447,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2448,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2449,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2450,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2451,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2452,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2453,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2454,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2455,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2456,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2457,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2458,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2459,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2460,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2461,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2462,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2463,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2464,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2465,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2466,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2467,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2468,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2469,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2470,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2471,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2472,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2473,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2474,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2475,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2476,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2477,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2478,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2479,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2480,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2481,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2482,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2483,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2484,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2485,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2486,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2487,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2488,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2489,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2490,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2491,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2492,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2493,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2494,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2495,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2496,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2497,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2498,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2499,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2500,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2501,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2502,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2503,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2504,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2505,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2506,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2507,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2508,Water,Water,Water,NULL,Water,NULL,NULL,Water
2509,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2510,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2511,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2512,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2513,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2514,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2515,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2516,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2517,Water,Water,Water,Water,Water,NULL,NULL,Water
2518,Water,Water,Water,Water,Water,NULL,NULL,Forest
2519,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2520,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2521,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2522,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2523,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2524,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2525,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2526,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2527,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2528,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2529,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2530,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2531,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2532,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2533,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2534,Water,Forest,Water,Water,Water,NULL,NULL,Water
2535,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2536,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2537,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2538,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2539,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2540,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2541,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2542,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2543,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2544,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2545,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2546,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2547,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2548,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2549,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2550,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2551,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2552,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2553,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2554,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2555,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2556,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2557,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2558,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2559,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2560,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2561,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2562,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2563,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2564,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2565,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2566,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2567,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2568,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Water
2569,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,NULL
2570,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
2571,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
2572,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
2573,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2574,Permanent_ice_and_snow,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2575,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2576,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2577,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2578,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2579,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2580,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2581,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2582,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2583,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2584,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2585,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2586,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2587,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2588,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2589,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2590,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2591,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2592,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2593,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2594,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2595,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2596,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2597,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2598,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2599,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2600,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
2601,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2602,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2603,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2604,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2605,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2606,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2607,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Water
2608,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
2609,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2610,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2611,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2612,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2613,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Grassland
2614,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
2615,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Bareland
2616,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
2617,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2618,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2619,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2620,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2621,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2622,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Wetland
2623,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
2624,Permanent_ice_and_snow,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2625,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2626,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2627,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2628,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2629,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2630,Permanent_ice_and_snow,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2631,Permanent_ice_and_snow,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2632,Permanent_ice_and_snow,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
2633,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
2634,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
2635,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2636,Permanent_ice_and_snow,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
2637,Permanent_ice_and_snow,Built-up,Water,Water,Water,NULL,NULL,Wetland
2638,Permanent_ice_and_snow,Built-up,Water,Water,Water,NULL,NULL,Water
2639,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2640,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2641,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2642,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2643,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2644,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2645,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2646,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2647,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2648,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2649,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
2650,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2651,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2652,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2653,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2654,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2655,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2656,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2657,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2658,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2659,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2660,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2661,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2662,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2663,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2664,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2665,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2666,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2667,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2668,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2669,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2670,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2671,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2672,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2673,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2674,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2675,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2676,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2677,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2678,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2679,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2680,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2681,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2682,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2683,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2684,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2685,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2686,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2687,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2688,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2689,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2690,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2691,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2692,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2693,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2694,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2695,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2696,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2697,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2698,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2699,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2700,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2701,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2702,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2703,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2704,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2705,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2706,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2707,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2708,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2709,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2710,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2711,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2712,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2713,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2714,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
