Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NWB_M_R
659,Wetland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
660,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
661,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
662,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
663,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
664,Wetland,Water,Water,Water,Water,Wetland,NULL,Grassland
665,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
666,Wetland,Water,Water,Water,Water,Wetland,Water,Water
667,Wetland,Water,Water,Water,Water,Water,Water,Grassland
668,Wetland,Water,Water,Water,Water,Water,Water,Wetland
669,Wetland,Water,Water,Water,Water,Water,Water,Water
670,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
671,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
672,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
673,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
674,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
675,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
676,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
677,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
678,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
679,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
680,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
681,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
682,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
683,Bareland,Water,Water,Water,Water,Grassland,Water,Water
684,Bareland,Water,Water,Water,Water,Wetland,Water,Water
685,Bareland,Water,Water,Water,Water,Water,Wetland,Water
686,Bareland,Water,Water,Water,Water,Water,Water,Forest
687,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
688,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
689,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
690,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
691,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
692,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
693,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
694,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
695,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
696,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
697,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
698,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
699,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
700,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
701,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
702,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
703,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
704,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
705,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
706,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
707,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
708,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
709,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
710,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
711,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
712,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
713,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
714,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
715,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
716,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
717,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
718,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
719,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
720,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
721,Water,NULL,Water,Water,Water,Water,Water,Grassland
722,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
723,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
724,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
725,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
726,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
727,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
728,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
729,Water,Bareland,Water,Water,Water,Bareland,Water,Grassland
730,Water,Bareland,Water,Water,Water,Bareland,Water,Water
731,Water,Bareland,Water,Water,Water,Water,Water,Water
732,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
733,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
734,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
735,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
736,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
737,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
738,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
739,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
740,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
741,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
742,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
743,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
744,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
745,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
746,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
747,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
748,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
749,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
750,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
751,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
752,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
753,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
754,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
755,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
756,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
757,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
758,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
759,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
760,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
761,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
762,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
763,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
764,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
765,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
766,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
767,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
768,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
769,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
770,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
771,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
772,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
773,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
774,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
775,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
776,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
777,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
778,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
779,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
780,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
781,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
782,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
783,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
784,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
785,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
786,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
787,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
788,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
789,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
790,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
791,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
792,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
793,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
794,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
795,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
796,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
797,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
798,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
799,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
800,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
801,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
802,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
803,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
804,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
805,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
806,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
807,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
808,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
809,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
810,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
811,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
812,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
813,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
814,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
815,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
816,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
817,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
818,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
819,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
820,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
821,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
822,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
823,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
824,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
825,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
826,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
827,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
828,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
829,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
830,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
831,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
832,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
833,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
834,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
835,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
836,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
837,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
838,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
839,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
840,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
841,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
842,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
843,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
844,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
845,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
846,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
847,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
848,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
849,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
850,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
851,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
852,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
853,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
854,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
855,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
856,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
857,Water,Water,Wetland,Water,Wetland,Water,Water,Water
858,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
859,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
860,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
861,Water,Water,Water,NULL,Water,NULL,Water,Water
862,Water,Water,Water,NULL,Water,NULL,Water,Forest
863,Water,Water,Water,NULL,Water,NULL,Forest,Forest
864,Water,Water,Water,NULL,Water,Shrubland,Wetland,Forest
865,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
866,Water,Water,Water,NULL,Water,Grassland,Water,Forest
867,Water,Water,Water,NULL,Water,Wetland,Water,Forest
868,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
869,Water,Water,Water,NULL,Water,Water,Grassland,Water
870,Water,Water,Water,NULL,Water,Water,Grassland,Forest
871,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
872,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
873,Water,Water,Water,NULL,Water,Water,Wetland,Water
874,Water,Water,Water,NULL,Water,Water,Wetland,Forest
875,Water,Water,Water,NULL,Water,Water,Water,Grassland
876,Water,Water,Water,NULL,Water,Water,Water,Wetland
877,Water,Water,Water,NULL,Water,Water,Water,Water
878,Water,Water,Water,NULL,Water,Water,Water,Forest
879,Water,Water,Water,NULL,Water,Water,Forest,Water
880,Water,Water,Water,NULL,Water,Water,Forest,Forest
881,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
882,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
883,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
884,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
885,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
886,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
887,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
888,Water,Water,Water,Non_Water,Water,Water,Wetland,Bareland
889,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
890,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
891,Water,Water,Water,Non_Water,Water,Water,Water,Water
892,Water,Water,Water,Non_Water,Water,Water,Water,Forest
893,Water,Water,Water,Non_Water,Water,Water,Forest,Water
894,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
895,Water,Water,Water,Water,Water,NULL,Wetland,Forest
896,Water,Water,Water,Water,Water,NULL,Water,Wetland
897,Water,Water,Water,Water,Water,NULL,Water,Water
898,Water,Water,Water,Water,Water,NULL,Water,Forest
899,Water,Water,Water,Water,Water,NULL,Forest,Forest
900,Water,Water,Water,Water,Water,Grassland,Wetland,Water
901,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
902,Water,Water,Water,Water,Water,Grassland,Water,Bareland
903,Water,Water,Water,Water,Water,Grassland,Water,Water
904,Water,Water,Water,Water,Water,Grassland,Water,Forest
905,Water,Water,Water,Water,Water,Wetland,Wetland,Water
906,Water,Water,Water,Water,Water,Wetland,Water,Grassland
907,Water,Water,Water,Water,Water,Wetland,Water,Wetland
908,Water,Water,Water,Water,Water,Wetland,Water,Bareland
909,Water,Water,Water,Water,Water,Wetland,Water,Water
910,Water,Water,Water,Water,Water,Wetland,Water,Forest
911,Water,Water,Water,Water,Water,Bareland,Water,Grassland
912,Water,Water,Water,Water,Water,Bareland,Water,Bareland
913,Water,Water,Water,Water,Water,Bareland,Water,Water
914,Water,Water,Water,Water,Water,Water,NULL,Water
915,Water,Water,Water,Water,Water,Water,Grassland,Grassland
916,Water,Water,Water,Water,Water,Water,Grassland,Water
917,Water,Water,Water,Water,Water,Water,Grassland,Forest
918,Water,Water,Water,Water,Water,Water,Wetland,Wetland
919,Water,Water,Water,Water,Water,Water,Wetland,Bareland
920,Water,Water,Water,Water,Water,Water,Wetland,Water
921,Water,Water,Water,Water,Water,Water,Wetland,Forest
922,Water,Water,Water,Water,Water,Water,Water,Grassland
923,Water,Water,Water,Water,Water,Water,Water,Wetland
924,Water,Water,Water,Water,Water,Water,Water,Bareland
925,Water,Water,Water,Water,Water,Water,Water,Water
926,Water,Water,Water,Water,Water,Water,Water,Forest
927,Water,Water,Water,Water,Water,Water,Forest,Water
928,Water,Water,Water,Water,Water,Water,Forest,Forest
929,Water,Water,Water,Water,Water,Forest,Wetland,Water
930,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
931,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
932,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
933,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
934,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
935,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
936,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
937,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
938,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
939,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
940,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
941,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
942,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
943,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
944,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
945,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
946,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
947,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
948,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
949,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
950,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
951,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
952,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
953,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
954,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
955,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
956,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
957,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
958,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
959,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
960,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
961,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
962,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
963,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
964,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
965,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
966,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
967,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
968,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
969,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
970,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
971,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
972,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
973,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
974,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
975,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
976,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
977,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
978,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
979,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
980,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
981,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
982,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
983,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
984,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
985,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
986,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
987,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
988,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
989,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
990,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
991,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
992,Water,Forest,Water,NULL,Water,Water,Water,Water
993,Water,Forest,Water,Water,Water,Water,Wetland,Forest
994,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
995,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
996,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
997,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
998,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
999,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1000,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1001,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1002,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1003,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1004,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1005,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1006,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1007,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1008,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1009,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1010,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1011,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1012,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1013,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1014,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1015,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1016,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1017,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1018,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1019,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1020,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1021,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1022,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1023,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1024,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1025,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1026,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1027,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1028,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1029,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1030,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1031,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1032,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1033,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1034,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1035,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1036,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1037,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1038,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
