Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPL_M_R
6541,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6542,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6543,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6544,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6545,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6546,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6547,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6548,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6549,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6550,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6551,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6552,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
6553,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
6554,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6555,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6556,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6557,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6558,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6559,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6560,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6561,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
6562,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6563,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6564,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6565,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
6566,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6567,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6568,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6569,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6570,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6571,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6572,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
6573,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
6574,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6575,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6576,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
6577,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6578,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
6579,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6580,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6581,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
6582,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6583,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
6584,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6585,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
6586,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6587,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6588,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
6589,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6590,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6591,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
6592,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6593,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
6594,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6595,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6596,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6597,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6598,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6599,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6600,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6601,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
6602,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
6603,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,NULL
6604,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
6605,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
6606,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
6607,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6608,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
6609,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
6610,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
6611,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
6612,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,Grassland
6613,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6614,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
6615,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
6616,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Wetland
6617,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6618,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6619,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6620,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6621,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6622,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6623,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6624,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6625,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6626,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6627,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6628,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6629,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6630,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6631,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6632,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6633,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6634,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6635,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6636,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6637,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6638,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6639,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6640,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6641,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6642,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6643,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6644,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6645,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6646,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6647,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6648,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6649,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6650,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6651,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6652,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6653,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6654,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6655,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6656,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6657,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6658,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6659,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6660,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6661,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6662,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6663,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
6664,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6665,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6666,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6667,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6668,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6669,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6670,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6671,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6672,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6673,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6674,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6675,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6676,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6677,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
6678,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6679,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6680,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
6681,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
6682,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
6683,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6684,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
6685,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6686,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
6687,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6688,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6689,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6690,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
6691,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6692,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6693,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6694,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6695,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
6696,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
6697,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
6698,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6699,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6700,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6701,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6702,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6703,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
6704,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6705,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6706,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6707,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6708,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
6709,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
6710,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
6711,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
6712,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
6713,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
6714,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
6715,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
6716,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
6717,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6718,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6719,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
6720,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
6721,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
6722,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6723,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6724,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
6725,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
6726,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
6727,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
6728,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6729,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
6730,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6731,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
6732,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
6733,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
6734,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
6735,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
6736,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
6737,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
6738,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
6739,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
6740,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
6741,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
6742,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
6743,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
6744,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
6745,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
6746,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
6747,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
6748,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
6749,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6750,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
6751,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
6752,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
6753,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
6754,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
6755,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
6756,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
6757,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
6758,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6759,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
6760,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
6761,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
6762,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
6763,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
6764,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
6765,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6766,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6767,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
6768,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
6769,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6770,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
6771,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
6772,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
6773,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
6774,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
6775,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
6776,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
6777,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6778,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
6779,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
6780,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
6781,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
6782,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
6783,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
6784,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
6785,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6786,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6787,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
6788,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
6789,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
6790,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6791,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
6792,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
6793,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
6794,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
6795,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
6796,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
6797,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
6798,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
6799,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6800,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
6801,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
6802,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
6803,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
6804,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
6805,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
6806,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
6807,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
6808,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
6809,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
6810,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
6811,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
6812,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Forest
6813,Forest,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
6814,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
6815,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6816,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
6817,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
6818,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
6819,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
6820,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
6821,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6822,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Shrubland,Forest
6823,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Shrubland,Forest
6824,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
6825,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6826,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6827,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6828,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6829,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Wetland
6830,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
6831,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6832,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
6833,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
6834,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
6835,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
6836,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6837,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6838,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6839,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
6840,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6841,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6842,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
6843,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6844,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6845,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6846,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
6847,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
6848,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
6849,Forest,NULL,Water,NULL,Water,Water,Shrubland,Water
6850,Forest,NULL,Water,NULL,Water,Water,Water,Forest
6851,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
6852,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Water
6853,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
6854,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Wetland
6855,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
6856,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
6857,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
6858,Forest,NULL,Water,Water,Water,Shrubland,NULL,Water
6859,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
6860,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
6861,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Water
6862,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Forest
6863,Forest,NULL,Water,Water,Water,Bareland,Bareland,Forest
6864,Forest,NULL,Water,Water,Water,Bareland,Water,Wetland
6865,Forest,NULL,Water,Water,Water,Bareland,Forest,Wetland
6866,Forest,NULL,Water,Water,Water,Water,Shrubland,Water
6867,Forest,NULL,Water,Water,Water,Water,Water,Wetland
6868,Forest,NULL,Water,Water,Water,Water,Water,Forest
6869,Forest,NULL,Water,Water,Water,Forest,NULL,Water
6870,Forest,NULL,Water,Water,Water,Forest,Shrubland,Water
6871,Forest,NULL,Water,Water,Water,Forest,Water,Water
6872,Forest,NULL,Water,Water,Water,Forest,Water,Forest
6873,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
6874,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
