Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKG_M_R
9623,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
9624,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9625,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9626,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9627,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9628,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9629,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9630,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9631,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9632,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
9633,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9634,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
9635,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9636,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9637,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
9638,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
9639,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9640,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9641,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9642,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9643,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
9644,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9645,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9646,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9647,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
9648,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
9649,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
9650,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
9651,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9652,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9653,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
9654,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9655,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
9656,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
9657,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
9658,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9659,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9660,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9661,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
9662,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
9663,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
9664,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,NULL
9665,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
9666,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Shrubland,Grassland
9667,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
9668,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
9669,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
9670,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
9671,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9672,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9673,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9674,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
9675,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
9676,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
9677,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9678,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
9679,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
9680,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9681,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
9682,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
9683,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
9684,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
9685,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
9686,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9687,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
9688,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
9689,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Bareland
9690,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
9691,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9692,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
9693,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
9694,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
9695,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
9696,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
9697,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9698,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9699,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
9700,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
9701,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
9702,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
9703,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9704,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9705,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
9706,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
9707,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
9708,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
9709,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
9710,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9711,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9712,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
9713,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
9714,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
9715,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
9716,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Bareland
9717,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
9718,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
9719,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
9720,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
9721,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9722,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
9723,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
9724,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
9725,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
9726,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Forest
9727,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
9728,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
9729,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,NULL
9730,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
9731,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
9732,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
9733,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
9734,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
9735,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
9736,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9737,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
9738,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9739,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9740,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9741,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9742,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9743,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Bareland
9744,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9745,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9746,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9747,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9748,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9749,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
9750,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9751,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Water
9752,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9753,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
9754,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
9755,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
9756,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
9757,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
9758,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9759,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9760,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9761,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
9762,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,NULL
9763,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
9764,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
9765,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Shrubland,Bareland
9766,Forest,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Grassland
9767,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
9768,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
9769,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
9770,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
9771,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9772,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9773,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9774,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9775,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
9776,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9777,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9778,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
9779,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
9780,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
9781,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
9782,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9783,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
9784,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9785,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9786,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9787,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
9788,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9789,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9790,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
9791,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
9792,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
9793,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
9794,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
9795,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
9796,Forest,NULL,Water,NULL,Water,NULL,Wetland,Wetland
9797,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
9798,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
9799,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
9800,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
9801,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Bareland
9802,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
9803,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
9804,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
9805,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
9806,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
9807,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Bareland
9808,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Water
9809,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
9810,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
9811,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
9812,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
9813,Forest,NULL,Water,NULL,Water,Shrubland,Water,NULL
9814,Forest,NULL,Water,NULL,Water,Shrubland,Water,Grassland
9815,Forest,NULL,Water,NULL,Water,Shrubland,Water,Water
9816,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
9817,Forest,NULL,Water,NULL,Water,Shrubland,Forest,NULL
9818,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
9819,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
9820,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
9821,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
9822,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
9823,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Bareland
9824,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
9825,Forest,NULL,Water,NULL,Water,Grassland,Grassland,NULL
9826,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
9827,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
9828,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Water
9829,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
9830,Forest,NULL,Water,NULL,Water,Wetland,Grassland,NULL
9831,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
9832,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
9833,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,NULL
9834,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
9835,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
9836,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
9837,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Water
9838,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
9839,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
9840,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
9841,Forest,NULL,Water,NULL,Water,Bareland,Bareland,NULL
9842,Forest,NULL,Water,NULL,Water,Bareland,Water,Water
9843,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
9844,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
9845,Forest,NULL,Water,NULL,Water,Bareland,Forest,Bareland
9846,Forest,NULL,Water,NULL,Water,Bareland,Forest,Water
9847,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
9848,Forest,NULL,Water,NULL,Water,Water,Shrubland,NULL
9849,Forest,NULL,Water,NULL,Water,Water,Shrubland,Grassland
9850,Forest,NULL,Water,NULL,Water,Water,Shrubland,Bareland
9851,Forest,NULL,Water,NULL,Water,Water,Shrubland,Water
9852,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
9853,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
9854,Forest,NULL,Water,NULL,Water,Water,Grassland,Bareland
9855,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
9856,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
9857,Forest,NULL,Water,NULL,Water,Water,Water,Water
9858,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
9859,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
9860,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
9861,Forest,NULL,Water,NULL,Water,Forest,Water,Grassland
9862,Forest,NULL,Water,NULL,Water,Forest,Forest,Bareland
9863,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
9864,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,Bareland
9865,Forest,NULL,Water,Non_Water,Water,NULL,Water,Forest
9866,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
9867,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Wetland
9868,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
9869,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
9870,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
9871,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Water
9872,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
9873,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,Forest
9874,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
9875,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Forest
9876,Forest,NULL,Water,Non_Water,Water,Grassland,Shrubland,Water
9877,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
9878,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,NULL
9879,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Forest
9880,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
9881,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Wetland
9882,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Water
9883,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Forest
9884,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
9885,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
9886,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
9887,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
9888,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Forest
9889,Forest,NULL,Water,Non_Water,Water,Bareland,Forest,Forest
9890,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
9891,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Forest
9892,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
9893,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
9894,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
9895,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
9896,Forest,NULL,Water,Non_Water,Water,Water,Forest,Bareland
9897,Forest,NULL,Water,Non_Water,Water,Water,Forest,Water
9898,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,NULL
9899,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
9900,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
9901,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
9902,Forest,NULL,Water,Water,Water,Shrubland,Water,Grassland
9903,Forest,NULL,Water,Water,Water,Shrubland,Water,Water
9904,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
9905,Forest,NULL,Water,Water,Water,Shrubland,Forest,Forest
9906,Forest,NULL,Water,Water,Water,Grassland,Shrubland,Forest
9907,Forest,NULL,Water,Water,Water,Grassland,Water,Water
9908,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Water
9909,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Forest
9910,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
9911,Forest,NULL,Water,Water,Water,Bareland,Shrubland,Grassland
9912,Forest,NULL,Water,Water,Water,Bareland,Shrubland,Water
9913,Forest,NULL,Water,Water,Water,Bareland,Shrubland,Forest
9914,Forest,NULL,Water,Water,Water,Bareland,Grassland,Water
9915,Forest,NULL,Water,Water,Water,Bareland,Wetland,Wetland
9916,Forest,NULL,Water,Water,Water,Bareland,Water,Grassland
9917,Forest,NULL,Water,Water,Water,Bareland,Water,Wetland
9918,Forest,NULL,Water,Water,Water,Bareland,Water,Water
9919,Forest,NULL,Water,Water,Water,Bareland,Water,Forest
9920,Forest,NULL,Water,Water,Water,Water,Shrubland,NULL
9921,Forest,NULL,Water,Water,Water,Water,Water,Wetland
9922,Forest,NULL,Water,Water,Water,Water,Water,Water
9923,Forest,NULL,Water,Water,Water,Forest,Shrubland,Forest
9924,Forest,NULL,Water,Water,Water,Forest,Water,Forest
9925,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
9926,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9927,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9928,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9929,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9930,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9931,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9932,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9933,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9934,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
9935,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
9936,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
9937,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9938,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9939,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9940,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9941,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
9942,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9943,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
9944,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9945,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9946,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9947,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9948,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9949,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
9950,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9951,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9952,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
9953,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9954,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9955,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9956,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
9957,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
9958,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9959,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9960,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9961,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9962,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9963,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9964,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9965,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
9966,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9967,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9968,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9969,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9970,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9971,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9972,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
