Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDU_M_R
753,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
754,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
755,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
756,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
757,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
758,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
759,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
760,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
761,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
762,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
763,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
764,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
765,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
766,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
767,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
768,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
769,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
770,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
771,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
772,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
773,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
774,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
775,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
776,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
777,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
778,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
779,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
780,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
781,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
782,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
783,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
784,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
785,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
786,Water,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
787,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
788,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
789,Water,Forest,Water,Water,Water,NULL,NULL,Forest
790,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
791,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
792,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
793,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
794,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
795,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
796,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
797,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
798,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
799,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
800,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
801,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
802,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
803,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
804,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
805,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
806,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
807,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
808,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
809,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
810,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
811,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
812,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
813,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
814,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
815,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
816,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
817,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
818,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
819,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
820,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
821,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
822,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
823,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
824,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
825,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
826,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
827,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
828,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
829,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
830,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
831,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
832,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
833,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
834,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
835,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
836,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
837,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
838,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
839,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
840,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
841,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
842,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
843,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
844,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
845,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
846,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
847,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
848,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
849,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
850,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
851,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
852,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
853,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
854,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
855,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
856,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
857,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
858,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
859,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
860,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
861,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
862,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
863,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
864,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
865,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
866,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
867,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
868,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
869,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
870,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
871,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
872,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
873,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
874,Forest,NULL,Water,Non_Water,Water,NULL,Water,Water
875,Forest,NULL,Water,Water,Water,Grassland,Water,Water
876,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
877,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
878,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
879,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
880,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
881,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
882,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
883,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
884,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
885,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
886,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
887,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
888,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
889,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
890,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
891,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
892,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
893,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
894,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
895,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
896,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
897,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
898,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
899,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
900,Forest,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Forest
901,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
902,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
903,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
904,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
905,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
906,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
907,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
908,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
909,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
910,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
911,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
912,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Water
913,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Water
914,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
915,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
916,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
917,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
918,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,NULL,Forest
919,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
920,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
921,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
922,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
923,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,NULL,Water
924,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
925,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
926,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
927,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
928,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
929,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
930,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
931,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
932,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
933,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
934,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
935,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
936,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
937,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
938,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
939,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Water
940,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
941,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
942,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
943,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
944,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
945,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
946,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
947,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
948,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
949,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
950,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
951,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
952,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
953,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
954,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
955,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
956,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
957,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
958,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
959,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
960,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
961,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
962,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
963,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
964,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
965,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
966,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
967,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
968,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
969,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
970,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
971,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
972,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
973,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
974,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
975,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
976,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
977,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
978,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
979,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
980,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
981,Forest,Wetland,Bareland,Water,Non_Wetland,Water,NULL,Forest
982,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,NULL,Water
983,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
984,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
985,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
986,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
987,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
988,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland,Water,Water
989,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
990,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Water
991,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
992,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
993,Forest,Wetland,Water,NULL,Water,Wetland,NULL,Forest
994,Forest,Wetland,Water,NULL,Water,Water,NULL,Forest
995,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
996,Forest,Wetland,Water,NULL,Water,Forest,NULL,Forest
997,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
998,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
999,Forest,Wetland,Water,Non_Water,Water,Wetland,NULL,Forest
1000,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1001,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Forest
1002,Forest,Wetland,Water,Non_Water,Water,Forest,NULL,Forest
1003,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1004,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1005,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1006,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
1007,Forest,Wetland,Water,Water,Water,NULL,Water,Water
1008,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
1009,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1010,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1011,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1012,Forest,Wetland,Water,Water,Water,Water,NULL,Water
1013,Forest,Wetland,Water,Water,Water,Water,NULL,Forest
1014,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1015,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1016,Forest,Wetland,Water,Water,Water,Water,Water,Water
1017,Forest,Wetland,Water,Water,Water,Forest,NULL,Forest
1018,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1019,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1020,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1021,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1022,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1023,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Water
1024,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
1025,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1026,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Water
1027,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1028,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1029,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1030,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1031,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1032,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1033,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1034,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1035,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
1036,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1037,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1038,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1039,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1040,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1041,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1042,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1043,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Grassland
1044,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
1045,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1046,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
1047,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1048,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1049,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1050,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1051,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1052,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1053,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1054,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1055,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1056,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1057,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1058,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
1059,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1060,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1061,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1062,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1063,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1064,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1065,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1066,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1067,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1068,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1069,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1070,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1071,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1072,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1074,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1075,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1076,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1077,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
1078,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1079,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1080,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1081,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1082,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1083,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1084,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1085,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1086,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1087,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1088,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1089,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1090,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1091,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1092,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
1093,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1094,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1095,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
1096,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1097,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1098,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1099,Forest,Built-up,Grassland,Water,Non_Wetland,Forest,Wetland,Grassland
1100,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1101,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1102,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1103,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1104,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1105,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
