Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQU_M_R
843,Cropland,Built-up,Water,NULL,Water,Grassland
844,Cropland,Built-up,Water,NULL,Water,Cropland
845,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
846,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
847,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
848,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
849,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
850,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
851,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
852,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Cropland
853,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
854,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
855,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
856,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
857,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
858,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
859,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
860,Cropland,Water,Grassland,NULL,Non_Wetland,Water
861,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
862,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
863,Cropland,Water,Cropland,NULL,Non_Wetland,Water
864,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
865,Cropland,Water,Wetland,NULL,Wetland,Grassland
866,Cropland,Water,Wetland,NULL,Wetland,Water
867,Cropland,Water,Wetland,Water,Wetland,Water
868,Cropland,Water,Water,NULL,Water,Bareland
869,Cropland,Water,Water,NULL,Water,Water
870,Cropland,Water,Water,Water,Water,Water
871,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
872,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
873,Cropland,Water,Forest,NULL,Non_Wetland,Forest
874,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
875,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
876,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
877,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
878,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
879,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
880,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
881,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
882,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
883,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
884,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
885,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
886,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
887,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
888,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
889,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
890,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
891,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
892,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
893,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
894,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
895,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
896,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
897,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
898,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
899,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
900,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
901,Wetland,NULL,Water,NULL,Water,Grassland
902,Wetland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
903,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
904,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
905,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
906,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
907,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
908,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
909,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
910,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
911,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
912,Wetland,Water,Wetland,Water,Wetland,Water
913,Wetland,Water,Water,NULL,Water,Water
914,Wetland,Water,Water,Water,Water,Water
915,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
916,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
917,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
918,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
919,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
920,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
921,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
922,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
923,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
924,Bareland,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
925,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
926,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
927,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
928,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
929,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
930,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
931,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
932,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
933,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
934,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
935,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
936,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
937,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
938,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
939,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
940,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
941,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
942,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
943,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
944,Bareland,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
945,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
946,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
947,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
948,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
949,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
950,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
951,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
952,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
953,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
954,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
955,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
956,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
957,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
958,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
959,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
960,Bareland,NULL,Wetland,NULL,Wetland,Grassland
961,Bareland,NULL,Wetland,NULL,Wetland,Bareland
962,Bareland,NULL,Wetland,NULL,Wetland,Water
963,Bareland,NULL,Wetland,NULL,Wetland,Forest
964,Bareland,NULL,Wetland,Non_Water,Wetland,Water
965,Bareland,NULL,Wetland,Water,Wetland,Grassland
966,Bareland,NULL,Wetland,Water,Wetland,Bareland
967,Bareland,NULL,Wetland,Water,Wetland,Water
968,Bareland,NULL,Wetland,Water,Wetland,Forest
969,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
970,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
971,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
972,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
973,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
974,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
975,Bareland,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
976,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
977,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
978,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
979,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
980,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
981,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
982,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
983,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
984,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
985,Bareland,NULL,Bareland,Water,Non_Wetland,Water
986,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
987,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
988,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
989,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
990,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
991,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
992,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
993,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
994,Bareland,NULL,Water,NULL,Water,NULL
995,Bareland,NULL,Water,NULL,Water,Grassland
996,Bareland,NULL,Water,NULL,Water,Cropland
997,Bareland,NULL,Water,NULL,Water,Bareland
998,Bareland,NULL,Water,NULL,Water,Water
999,Bareland,NULL,Water,NULL,Water,Permanent_ice_and_snow
1000,Bareland,NULL,Water,NULL,Water,Forest
1001,Bareland,NULL,Water,Non_Water,Water,Grassland
1002,Bareland,NULL,Water,Non_Water,Water,Cropland
1003,Bareland,NULL,Water,Non_Water,Water,Bareland
1004,Bareland,NULL,Water,Non_Water,Water,Forest
1005,Bareland,NULL,Water,Water,Water,Grassland
1006,Bareland,NULL,Water,Water,Water,Cropland
1007,Bareland,NULL,Water,Water,Water,Bareland
1008,Bareland,NULL,Water,Water,Water,Water
1009,Bareland,NULL,Water,Water,Water,Forest
1010,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1011,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Cropland
1012,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1013,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1014,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1015,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1016,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1017,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1018,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1019,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1020,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1021,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1022,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1023,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1024,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1025,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1026,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1027,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1028,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1029,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1030,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1031,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1032,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1033,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1034,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1035,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL
1036,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1037,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1038,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1039,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1040,Bareland,Cropland,Shrubland,Water,Non_Wetland,Forest
1041,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1042,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1043,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1044,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1045,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1046,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1047,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1048,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1049,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1050,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1051,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1052,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1053,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1054,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
1055,Bareland,Cropland,Wetland,NULL,Wetland,Forest
1056,Bareland,Cropland,Wetland,Non_Water,Wetland,Cropland
1057,Bareland,Cropland,Wetland,Water,Wetland,Cropland
1058,Bareland,Cropland,Wetland,Water,Wetland,Bareland
1059,Bareland,Cropland,Wetland,Water,Wetland,Water
1060,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1061,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1062,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1063,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1064,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1065,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1066,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1067,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1068,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1069,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1070,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1071,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1072,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1073,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1074,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1075,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1076,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1077,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1078,Bareland,Cropland,Water,NULL,Water,NULL
1079,Bareland,Cropland,Water,NULL,Water,Grassland
1080,Bareland,Cropland,Water,NULL,Water,Cropland
1081,Bareland,Cropland,Water,NULL,Water,Bareland
1082,Bareland,Cropland,Water,NULL,Water,Forest
1083,Bareland,Cropland,Water,Non_Water,Water,Cropland
1084,Bareland,Cropland,Water,Water,Water,Bareland
1085,Bareland,Cropland,Water,Water,Water,Forest
1086,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1087,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1088,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1089,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
1090,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1091,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1092,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1093,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1094,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1095,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1096,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1097,Bareland,Wetland,Water,NULL,Water,Bareland
1098,Bareland,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1099,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Forest
1100,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1101,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1102,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1103,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1104,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1105,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1106,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1107,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1108,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
1109,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1110,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
1111,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1112,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1113,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1114,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL
1115,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1116,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1117,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1118,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1119,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1120,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1121,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1122,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1123,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1124,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1125,Bareland,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1126,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1127,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1128,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL
1129,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1130,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1131,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1132,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1133,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1134,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1135,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1136,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1137,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1138,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1139,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1140,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1141,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1142,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
1143,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1144,Bareland,Bareland,Wetland,NULL,Wetland,Water
1145,Bareland,Bareland,Wetland,NULL,Wetland,Permanent_ice_and_snow
1146,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1147,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1148,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
1149,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1150,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1151,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1152,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1153,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1154,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1155,Bareland,Bareland,Wetland,Water,Wetland,Water
1156,Bareland,Bareland,Wetland,Water,Wetland,Forest
1157,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1158,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1159,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1160,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1161,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1162,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1163,Bareland,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1164,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1165,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL
1166,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1167,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1168,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1169,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1170,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1171,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
1172,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1173,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1174,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1175,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1176,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1177,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1178,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1179,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1180,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1181,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1182,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1183,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1184,Bareland,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
1185,Bareland,Bareland,Water,NULL,Water,Grassland
1186,Bareland,Bareland,Water,NULL,Water,Cropland
1187,Bareland,Bareland,Water,NULL,Water,Bareland
1188,Bareland,Bareland,Water,NULL,Water,Water
1189,Bareland,Bareland,Water,NULL,Water,Permanent_ice_and_snow
1190,Bareland,Bareland,Water,NULL,Water,Forest
1191,Bareland,Bareland,Water,Non_Water,Water,Grassland
1192,Bareland,Bareland,Water,Non_Water,Water,Cropland
1193,Bareland,Bareland,Water,Non_Water,Water,Bareland
1194,Bareland,Bareland,Water,Non_Water,Water,Water
1195,Bareland,Bareland,Water,Non_Water,Water,Forest
1196,Bareland,Bareland,Water,Water,Water,Grassland
1197,Bareland,Bareland,Water,Water,Water,Cropland
1198,Bareland,Bareland,Water,Water,Water,Bareland
1199,Bareland,Bareland,Water,Water,Water,Water
1200,Bareland,Bareland,Water,Water,Water,Forest
1201,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1202,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Cropland
1203,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1204,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1205,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1206,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1207,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1208,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1209,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1210,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL
1211,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1212,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Cropland
1213,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1214,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1215,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1216,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland
1217,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1218,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1219,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1220,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1221,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Forest
1222,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1223,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1224,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1225,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1226,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1227,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1228,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1229,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
1230,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1231,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1232,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1233,Bareland,Built-up,Shrubland,Water,Non_Wetland,Cropland
1234,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water
1235,Bareland,Built-up,Shrubland,Water,Non_Wetland,Forest
1236,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1237,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1238,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1239,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1240,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1241,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1242,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL
1243,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1244,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1245,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1246,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1247,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1248,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1249,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1250,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1251,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1252,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1253,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1254,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1255,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
