Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHL_M_R
658,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
659,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
660,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
661,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
662,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
663,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
664,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
665,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
666,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
667,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
668,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
669,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
670,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
671,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
672,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
673,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
674,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
675,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
676,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
677,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
678,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
679,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
680,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
681,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
682,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
683,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
684,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
685,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
686,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
687,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
688,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
689,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
690,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
691,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
692,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
693,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
694,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
695,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Grassland
696,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
697,Bareland,Bareland,Wetland,NULL,Wetland,Water,Grassland,Grassland
698,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
699,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
700,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Water
701,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
702,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
703,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
704,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
705,Bareland,Bareland,Water,Non_Water,Water,Grassland,Wetland,Grassland
706,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Bareland
707,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
708,Bareland,Bareland,Water,Water,Water,Water,Water,Water
709,Bareland,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
710,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
711,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
712,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
713,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
714,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Bareland
715,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
716,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
717,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
718,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
719,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
720,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
721,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
722,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
723,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
724,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
725,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
726,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
727,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
728,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
729,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
730,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
731,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
732,Bareland,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
733,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
734,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
735,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
736,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
737,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
738,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
739,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
740,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Bareland
741,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
742,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
743,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
744,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
745,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
746,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
747,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
748,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
749,Bareland,Water,Water,NULL,Water,Grassland,Forest,Water
750,Bareland,Water,Water,Water,Water,Grassland,Water,Grassland
751,Bareland,Water,Water,Water,Water,Grassland,Water,Water
752,Bareland,Water,Water,Water,Water,Water,Water,Water
753,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
754,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
755,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
756,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
757,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
758,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
759,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
760,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
761,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
762,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
763,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
764,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
765,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
766,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
767,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
768,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
769,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Bareland
770,Bareland,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
771,Bareland,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
772,Bareland,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
773,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
774,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
775,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
776,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
777,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
778,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
779,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
780,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
781,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
782,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
783,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
784,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
785,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
786,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
787,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
788,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
789,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
790,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
791,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
792,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
793,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
794,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
795,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
796,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
797,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
798,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
799,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
800,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
801,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
802,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
803,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
804,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
805,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
806,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
807,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
808,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
809,Water,NULL,Water,Water,Water,Water,Water,Grassland
810,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
811,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
812,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
813,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
814,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
815,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
816,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
817,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
818,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
819,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
820,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
821,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
822,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
823,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
824,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
825,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
826,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
827,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
828,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
829,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
830,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
831,Water,Bareland,Water,Water,Water,Grassland,Water,Water
832,Water,Bareland,Water,Water,Water,Water,Water,Water
833,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
834,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
835,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
836,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
837,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
838,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
839,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
840,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
841,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
842,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
843,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
844,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
845,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
846,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
847,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
848,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
849,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
850,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
851,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
852,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
853,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
854,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
855,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
856,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
857,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
858,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
859,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
860,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
861,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
862,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
863,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
864,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
865,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
866,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
867,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
868,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
869,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
870,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
871,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
872,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
873,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
874,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
875,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
876,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
877,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
878,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
879,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
880,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
881,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
882,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
883,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
884,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
885,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
886,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
887,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
888,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
889,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
890,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
891,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
892,Water,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Bareland
893,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
894,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Bareland
895,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
896,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
897,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
898,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Bareland
899,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
900,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
901,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
902,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
903,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
904,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
905,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
906,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
907,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
908,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
909,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
910,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
911,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
912,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
913,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
914,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
915,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
916,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
917,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
918,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
919,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
920,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
921,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
922,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
923,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
924,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
925,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
926,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
927,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
928,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
929,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
930,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
931,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
932,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
933,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
934,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
935,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
936,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
937,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
938,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
939,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
940,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
941,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
942,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
943,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
944,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
945,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
946,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
947,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
948,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
949,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
950,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
951,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
952,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
953,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
954,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
955,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
956,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
957,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
958,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
959,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
960,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
961,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
962,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
963,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
964,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
965,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
966,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
967,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
968,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
969,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
970,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
971,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
972,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
973,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
974,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
975,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
976,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
977,Water,Water,Wetland,Water,Wetland,Water,Water,Water
978,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
979,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
980,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
981,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
982,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
983,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
984,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
985,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
986,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
987,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
988,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
989,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
990,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
991,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
992,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
993,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
994,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
995,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
996,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
997,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
998,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
999,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1000,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1001,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1002,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1003,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
1004,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1005,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1006,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1007,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1008,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1009,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1010,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1011,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
1012,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1013,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1014,Water,Water,Water,NULL,Water,NULL,Water,Forest
1015,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
1016,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
1017,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1018,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
1019,Water,Water,Water,NULL,Water,Grassland,Water,Water
1020,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1021,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
1022,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1023,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
1024,Water,Water,Water,NULL,Water,Bareland,Grassland,Bareland
1025,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
