Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R
20519,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
20520,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
20521,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
20522,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
20523,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
20524,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
20525,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
20526,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
20527,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
20528,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
20529,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
20530,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
20531,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
20532,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
20533,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
20534,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Water
20535,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
20536,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Water
20537,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Water
20538,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
20539,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Water,Wetland
20540,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
20541,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
20542,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
20543,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
20544,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
20545,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
20546,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
20547,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
20548,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
20549,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
20550,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
20551,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
20552,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
20553,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
20554,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
20555,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
20556,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
20557,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
20558,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Water
20559,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20560,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
20561,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
20562,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
20563,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
20564,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
20565,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
20566,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
20567,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
20568,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
20569,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
20570,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
20571,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
20572,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
20573,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
20574,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
20575,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
20576,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
20577,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
20578,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
20579,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
20580,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
20581,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
20582,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
20583,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
20584,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
20585,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
20586,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
20587,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
20588,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
20589,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
20590,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
20591,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
20592,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
20593,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
20594,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
20595,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
20596,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
20597,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
20598,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
20599,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
20600,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Water
20601,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
20602,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
20603,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
20604,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
20605,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
20606,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
20607,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
20608,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
20609,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
20610,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
20611,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
20612,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
20613,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
20614,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
20615,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
20616,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
20617,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Bareland
20618,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
20619,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
20620,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
20621,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
20622,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
20623,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
20624,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
20625,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Built-up
20626,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
20627,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
20628,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
20629,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
20630,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
20631,Forest,NULL,Built-up,Water,Non_Wetland,Shrubland,Water,Forest
20632,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
20633,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
20634,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
20635,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
20636,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
20637,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
20638,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Forest
20639,Forest,NULL,Water,NULL,Water,NULL,Grassland,NULL
20640,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
20641,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
20642,Forest,NULL,Water,NULL,Water,NULL,Bareland,NULL
20643,Forest,NULL,Water,NULL,Water,NULL,Water,Grassland
20644,Forest,NULL,Water,NULL,Water,NULL,Water,Wetland
20645,Forest,NULL,Water,NULL,Water,NULL,Water,Water
20646,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
20647,Forest,NULL,Water,NULL,Water,NULL,Forest,Wetland
20648,Forest,NULL,Water,NULL,Water,NULL,Forest,Water
20649,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
20650,Forest,NULL,Water,NULL,Water,Shrubland,NULL,NULL
20651,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
20652,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Wetland
20653,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
20654,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
20655,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
20656,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
20657,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
20658,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
20659,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
20660,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
20661,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Water
20662,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
20663,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
20664,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
20665,Forest,NULL,Water,NULL,Water,Shrubland,Water,NULL
20666,Forest,NULL,Water,NULL,Water,Shrubland,Water,Grassland
20667,Forest,NULL,Water,NULL,Water,Shrubland,Water,Water
20668,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
20669,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
20670,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
20671,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
20672,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
20673,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
20674,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
20675,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
20676,Forest,NULL,Water,NULL,Water,Grassland,Water,NULL
20677,Forest,NULL,Water,NULL,Water,Grassland,Forest,NULL
20678,Forest,NULL,Water,NULL,Water,Cropland,Forest,Forest
20679,Forest,NULL,Water,NULL,Water,Wetland,NULL,NULL
20680,Forest,NULL,Water,NULL,Water,Wetland,NULL,Wetland
20681,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
20682,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
20683,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
20684,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Water
20685,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
20686,Forest,NULL,Water,NULL,Water,Wetland,Grassland,NULL
20687,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
20688,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
20689,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
20690,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
20691,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
20692,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
20693,Forest,NULL,Water,NULL,Water,Wetland,Forest,NULL
20694,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
20695,Forest,NULL,Water,NULL,Water,Wetland,Forest,Water
20696,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
20697,Forest,NULL,Water,NULL,Water,Bareland,NULL,Grassland
20698,Forest,NULL,Water,NULL,Water,Bareland,NULL,Water
20699,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,NULL
20700,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
20701,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
20702,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Water
20703,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
20704,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
20705,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
20706,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
20707,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Water
20708,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
20709,Forest,NULL,Water,NULL,Water,Bareland,Bareland,NULL
20710,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
20711,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
20712,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Water
20713,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
20714,Forest,NULL,Water,NULL,Water,Bareland,Water,NULL
20715,Forest,NULL,Water,NULL,Water,Bareland,Water,Wetland
20716,Forest,NULL,Water,NULL,Water,Bareland,Water,Water
20717,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
20718,Forest,NULL,Water,NULL,Water,Bareland,Forest,Wetland
20719,Forest,NULL,Water,NULL,Water,Bareland,Forest,Water
20720,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
20721,Forest,NULL,Water,NULL,Water,Water,NULL,Wetland
20722,Forest,NULL,Water,NULL,Water,Water,NULL,Water
20723,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
20724,Forest,NULL,Water,NULL,Water,Water,Shrubland,NULL
20725,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
20726,Forest,NULL,Water,NULL,Water,Water,Grassland,NULL
20727,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
20728,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
20729,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
20730,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
20731,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
20732,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
20733,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
20734,Forest,NULL,Water,NULL,Water,Water,Water,Bareland
20735,Forest,NULL,Water,NULL,Water,Water,Water,Water
20736,Forest,NULL,Water,NULL,Water,Water,Water,Forest
20737,Forest,NULL,Water,NULL,Water,Water,Forest,Water
20738,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
20739,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Wetland
20740,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
20741,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
20742,Forest,NULL,Water,NULL,Water,Forest,Wetland,Wetland
20743,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
20744,Forest,NULL,Water,NULL,Water,Forest,Bareland,Forest
20745,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
20746,Forest,NULL,Water,NULL,Water,Forest,Forest,NULL
20747,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
20748,Forest,NULL,Water,NULL,Water,Forest,Forest,Wetland
20749,Forest,NULL,Water,NULL,Water,Forest,Forest,Water
20750,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
20751,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
20752,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
20753,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
20754,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,NULL
20755,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
20756,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,Wetland
20757,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,Forest
20758,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,NULL
20759,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
20760,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
20761,Forest,NULL,Water,Non_Water,Water,NULL,Water,Wetland
20762,Forest,NULL,Water,Non_Water,Water,NULL,Water,Water
20763,Forest,NULL,Water,Non_Water,Water,NULL,Water,Forest
20764,Forest,NULL,Water,Non_Water,Water,NULL,Forest,NULL
20765,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Forest
20766,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,NULL
20767,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
20768,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Water
20769,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Forest
20770,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
20771,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
20772,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
20773,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Water
20774,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
20775,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,NULL
20776,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
20777,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,Water
20778,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,Forest
20779,Forest,NULL,Water,Non_Water,Water,Shrubland,Bareland,Bareland
20780,Forest,NULL,Water,Non_Water,Water,Shrubland,Bareland,Water
20781,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
20782,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Water
20783,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
20784,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,NULL
20785,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Grassland
20786,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Forest
20787,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,NULL
20788,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
20789,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
20790,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Bareland
20791,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,NULL
20792,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
20793,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Water
20794,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
20795,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Grassland
20796,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Wetland
20797,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Water
20798,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Forest
20799,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
20800,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
20801,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
20802,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
20803,Forest,NULL,Water,Non_Water,Water,Wetland,Water,NULL
20804,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
20805,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
20806,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
20807,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
20808,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,NULL
20809,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Wetland
20810,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Water
20811,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
20812,Forest,NULL,Water,Non_Water,Water,Bareland,NULL,Water
20813,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Water
20814,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Forest
20815,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
20816,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
20817,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
20818,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Water
20819,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Forest
20820,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
20821,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
20822,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
20823,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Water
20824,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Forest
20825,Forest,NULL,Water,Non_Water,Water,Bareland,Forest,Wetland
20826,Forest,NULL,Water,Non_Water,Water,Bareland,Forest,Forest
20827,Forest,NULL,Water,Non_Water,Water,Water,NULL,Grassland
20828,Forest,NULL,Water,Non_Water,Water,Water,NULL,Wetland
20829,Forest,NULL,Water,Non_Water,Water,Water,NULL,Bareland
20830,Forest,NULL,Water,Non_Water,Water,Water,NULL,Water
20831,Forest,NULL,Water,Non_Water,Water,Water,NULL,Forest
20832,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,NULL
20833,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
20834,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Water
20835,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Forest
20836,Forest,NULL,Water,Non_Water,Water,Water,Grassland,NULL
20837,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
20838,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
20839,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
20840,Forest,NULL,Water,Non_Water,Water,Water,Water,NULL
20841,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
20842,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
20843,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
20844,Forest,NULL,Water,Non_Water,Water,Water,Forest,Wetland
20845,Forest,NULL,Water,Non_Water,Water,Water,Forest,Water
20846,Forest,NULL,Water,Non_Water,Water,Water,Forest,Forest
20847,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Wetland
20848,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Forest
20849,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Wetland
20850,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Water
20851,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Forest
20852,Forest,NULL,Water,Non_Water,Water,Forest,Grassland,Wetland
20853,Forest,NULL,Water,Non_Water,Water,Forest,Grassland,Forest
20854,Forest,NULL,Water,Non_Water,Water,Forest,Wetland,Wetland
20855,Forest,NULL,Water,Non_Water,Water,Forest,Wetland,Water
20856,Forest,NULL,Water,Non_Water,Water,Forest,Wetland,Forest
20857,Forest,NULL,Water,Non_Water,Water,Forest,Water,Wetland
20858,Forest,NULL,Water,Non_Water,Water,Forest,Water,Water
20859,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
20860,Forest,NULL,Water,Non_Water,Water,Forest,Forest,NULL
20861,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Wetland
20862,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Water
20863,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
20864,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
20865,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
20866,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
20867,Forest,NULL,Water,Water,Water,NULL,NULL,Water
20868,Forest,NULL,Water,Water,Water,NULL,Shrubland,Wetland
20869,Forest,NULL,Water,Water,Water,NULL,Shrubland,Water
20870,Forest,NULL,Water,Water,Water,NULL,Grassland,NULL
20871,Forest,NULL,Water,Water,Water,NULL,Grassland,Grassland
20872,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
20873,Forest,NULL,Water,Water,Water,NULL,Water,Wetland
20874,Forest,NULL,Water,Water,Water,NULL,Water,Water
20875,Forest,NULL,Water,Water,Water,NULL,Water,Forest
20876,Forest,NULL,Water,Water,Water,NULL,Forest,NULL
20877,Forest,NULL,Water,Water,Water,NULL,Forest,Grassland
20878,Forest,NULL,Water,Water,Water,NULL,Forest,Water
20879,Forest,NULL,Water,Water,Water,NULL,Forest,Forest
20880,Forest,NULL,Water,Water,Water,Shrubland,NULL,NULL
20881,Forest,NULL,Water,Water,Water,Shrubland,NULL,Wetland
20882,Forest,NULL,Water,Water,Water,Shrubland,NULL,Water
20883,Forest,NULL,Water,Water,Water,Shrubland,NULL,Forest
20884,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,NULL
