Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTQ_M_R
16138,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
16139,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
16140,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
16141,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
16142,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16143,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
16144,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
16145,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
16146,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16147,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16148,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16149,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16150,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
16151,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
16152,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
16153,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
16154,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
16155,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
16156,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
16157,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
16158,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16159,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16160,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
16161,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
16162,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16163,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16164,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16165,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
16166,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16167,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
16168,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
16169,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
16170,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16171,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
16172,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16173,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
16174,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
16175,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
16176,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
16177,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
16178,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
16179,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
16180,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
16181,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Cropland
16182,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
16183,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
16184,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
16185,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
16186,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
16187,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
16188,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
16189,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
16190,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
16191,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
16192,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
16193,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
16194,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
16195,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
16196,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
16197,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
16198,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
16199,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
16200,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
16201,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
16202,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
16203,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
16204,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
16205,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
16206,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
16207,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
16208,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
16209,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
16210,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
16211,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
16212,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
16213,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
16214,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
16215,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
16216,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
16217,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
16218,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
16219,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
16220,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
16221,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
16222,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
16223,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
16224,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
16225,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
16226,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Wetland
16227,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
16228,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
16229,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
16230,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
16231,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
16232,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
16233,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
16234,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
16235,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
16236,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
16237,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
16238,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,NULL
16239,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
16240,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
16241,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
16242,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
16243,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
16244,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
16245,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
16246,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
16247,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
16248,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
16249,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
16250,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
16251,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Cropland
16252,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
16253,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
16254,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
16255,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
16256,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
16257,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16258,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
16259,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
16260,Water,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16261,Water,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16262,Water,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16263,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Cropland
16264,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
16265,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
16266,Water,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
16267,Water,NULL,Grassland,Water,Non_Wetland,Water,NULL,Grassland
16268,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
16269,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16270,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16271,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
16272,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
16273,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
16274,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16275,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
16276,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
16277,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16278,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
16279,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
16280,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
16281,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16282,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
16283,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
16284,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
16285,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
16286,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
16287,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16288,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16289,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
16290,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
16291,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16292,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16293,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16294,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16295,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16296,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
16297,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
16298,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16299,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16300,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
16301,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16302,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16303,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
16304,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
16305,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
16306,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16307,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16308,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
16309,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16310,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16311,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16312,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
16313,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
16314,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
16315,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
16316,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
16317,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
16318,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
16319,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
16320,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
16321,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
16322,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
16323,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
16324,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
16325,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
16326,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
16327,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16328,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
16329,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
16330,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
16331,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
16332,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16333,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16334,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
16335,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
16336,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
16337,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
16338,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
16339,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
16340,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
16341,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
16342,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
16343,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
16344,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16345,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16346,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
16347,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
16348,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16349,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
16350,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
16351,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
16352,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
16353,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
16354,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16355,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
16356,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16357,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
16358,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
16359,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
16360,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
16361,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,NULL
16362,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
16363,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
16364,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
16365,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
16366,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
16367,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
16368,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
16369,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
16370,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
16371,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
16372,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
16373,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
16374,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
16375,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
16376,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
16377,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
16378,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
16379,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
16380,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
16381,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
16382,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
16383,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
16384,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
16385,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
16386,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
16387,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
16388,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,NULL
16389,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
16390,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Cropland
16391,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
16392,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
16393,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
16394,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
16395,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
16396,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
16397,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
16398,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
16399,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
16400,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
16401,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
16402,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
16403,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
16404,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
16405,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
16406,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
16407,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
16408,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
16409,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
16410,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
16411,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
16412,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
16413,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
16414,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
16415,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Bareland
16416,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
16417,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
16418,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
16419,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
16420,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
16421,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
16422,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
16423,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
16424,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
16425,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
16426,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
16427,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
16428,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
16429,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
16430,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
16431,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
16432,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
16433,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
16434,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,NULL
16435,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
16436,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
16437,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
16438,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
16439,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
16440,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
16441,Water,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
16442,Water,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Bareland
16443,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
16444,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
16445,Water,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
16446,Water,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Cropland
16447,Water,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
16448,Water,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Water
16449,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,NULL
16450,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
16451,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
16452,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
16453,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
16454,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
16455,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
16456,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
16457,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
16458,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
16459,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
16460,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
16461,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
16462,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
16463,Water,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
16464,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
16465,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
16466,Water,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
16467,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
16468,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
16469,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
16470,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
16471,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
16472,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
16473,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
