Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R
11368,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11369,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11370,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
11371,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11372,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
11373,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11374,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11375,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11376,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11377,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11378,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11379,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11380,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11381,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11382,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11383,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11384,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11385,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11386,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11387,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11388,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11389,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11390,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
11391,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
11392,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11393,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11394,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11395,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11396,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11397,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
11398,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11399,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11400,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11401,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11402,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
11403,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11404,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11405,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11406,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11407,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11408,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11409,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11410,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11411,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11412,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
11413,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11414,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11415,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
11416,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
11417,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
11418,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
11419,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11420,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
11421,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
11422,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11423,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11424,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11425,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11426,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
11427,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
11428,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11429,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11430,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11431,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11432,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11433,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11434,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11435,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11436,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11437,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11438,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
11439,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
11440,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11441,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11442,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11443,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11444,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
11445,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
11446,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
11447,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11448,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
11449,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
11450,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11451,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
11452,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11453,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11454,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11455,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11456,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11457,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
11458,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
11459,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Water
11460,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
11461,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
11462,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Forest
11463,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Forest,Forest
11464,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11465,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
11466,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
11467,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11468,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11469,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
11470,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11471,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11472,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
11473,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
11474,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
11475,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
11476,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11477,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11478,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
11479,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
11480,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11481,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11482,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11483,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
11484,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Forest
11485,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11486,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
11487,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
11488,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
11489,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
11490,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
11491,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
11492,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
11493,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
11494,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
11495,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Forest
11496,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Forest
11497,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
11498,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
11499,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11500,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
11501,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11502,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11503,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11504,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11505,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
11506,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
11507,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
11508,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
11509,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
11510,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
11511,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
11512,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11513,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
11514,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
11515,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
11516,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11517,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
11518,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11519,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
11520,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
11521,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Water
11522,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
11523,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
11524,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
11525,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
11526,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11527,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11528,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
11529,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11530,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11531,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11532,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
11533,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11534,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
11535,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11536,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
11537,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
11538,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
11539,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
11540,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
11541,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
11542,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
11543,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
11544,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Water
11545,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11546,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
11547,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11548,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
11549,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11550,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
11551,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11552,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11553,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11554,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11555,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11556,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11557,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11558,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11559,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11560,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11561,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
11562,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
11563,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
11564,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
11565,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
11566,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
11567,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
11568,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
11569,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11570,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
11571,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
11572,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
11573,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
11574,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11575,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11576,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11577,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11578,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11579,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
11580,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
11581,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
11582,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Forest
11583,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
11584,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
11585,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
11586,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
11587,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
11588,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
11589,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
11590,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
11591,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
11592,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
11593,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
11594,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
11595,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
11596,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
11597,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
11598,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
11599,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
11600,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
11601,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
11602,Forest,Built-up,Water,NULL,Water,NULL,Built-up,Forest
11603,Forest,Built-up,Water,NULL,Water,NULL,Water,Grassland
11604,Forest,Built-up,Water,Water,Water,NULL,Water,Forest
11605,Forest,Built-up,Water,Water,Water,Water,Water,Forest
11606,Forest,Built-up,Water,Water,Water,Forest,NULL,Forest
11607,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11608,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11609,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
11610,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
11611,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
11612,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11613,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11614,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11615,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
11616,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
11617,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11618,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
11619,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
11620,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
11621,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Water
11622,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11623,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
11624,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
11625,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
11626,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
11627,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
11628,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
11629,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
11630,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11631,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
11632,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
11633,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
11634,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11635,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11636,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11637,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
11638,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11639,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11640,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11641,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
11642,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11643,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
11644,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11645,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
11646,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
11647,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
11648,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
11649,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11650,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
11651,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11652,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
11653,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11654,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11655,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11656,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
11657,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11658,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11659,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11660,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
11661,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
11662,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11663,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11664,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11665,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
11666,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
11667,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11668,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
11669,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11670,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11671,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
11672,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
11673,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11674,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
11675,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
11676,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
11677,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
11678,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
11679,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
11680,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
11681,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
11682,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
11683,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
11684,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
11685,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
11686,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
11687,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
11688,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
11689,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
11690,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Water
11691,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
