Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLN_M_R
1039,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1040,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
1041,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1042,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1043,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1044,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1045,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1046,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1047,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1048,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1049,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1050,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1051,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1052,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1053,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1054,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1055,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1056,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1057,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1058,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1059,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1060,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1061,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1062,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1063,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Bareland
1064,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1065,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1066,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1067,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1068,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1069,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1070,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
1071,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
1072,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1073,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1074,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1075,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1076,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1077,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1078,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1079,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1080,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1081,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
1082,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1083,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1084,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1085,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1086,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1087,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1088,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1089,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1090,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1091,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1092,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1093,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
1094,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1095,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1096,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1097,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1098,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1099,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
1100,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
1101,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1102,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1103,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1104,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1105,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1106,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1107,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1108,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1109,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1110,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1111,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1112,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1113,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1114,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Water
1115,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1116,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1117,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1118,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1119,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1120,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1121,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1122,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1123,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1124,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1125,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1126,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
1127,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1128,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Bareland
1129,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1130,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
1131,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1132,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
1133,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
1134,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
1135,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
1136,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
1137,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
1138,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Forest,Bareland
1139,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
1140,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1141,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1142,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1143,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1144,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1145,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1146,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1147,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1148,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1149,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1150,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1151,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1152,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1153,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1154,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1155,Forest,Water,Wetland,NULL,Wetland,Cropland,Wetland,Forest
1156,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
1157,Forest,Water,Wetland,NULL,Wetland,Cropland,Forest,Forest
1158,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1159,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1160,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1161,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1162,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1163,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1164,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1165,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1166,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1167,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1168,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1169,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1170,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1171,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1172,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1173,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1174,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1175,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1176,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
1177,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1178,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1179,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1180,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1181,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1182,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1183,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1184,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1185,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1186,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1187,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1188,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1189,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
1190,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Water,Forest
1191,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1192,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1193,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1194,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1195,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1196,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
1197,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1198,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1199,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1200,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1201,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1202,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1203,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1204,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1205,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1206,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
1207,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1208,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1209,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1210,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1211,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1212,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
1213,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1214,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
1215,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1216,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
1217,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1218,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1219,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1220,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Grassland
1221,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Water
1222,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
1223,Forest,Water,Wetland,Water,Wetland,Cropland,Wetland,Grassland
1224,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1225,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
1226,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1227,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1228,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1229,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1230,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1231,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
1232,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
1233,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1234,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
1235,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1236,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1237,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
1238,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1239,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1240,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1241,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1242,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
1243,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1244,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1245,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1246,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1247,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1248,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1249,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
1250,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1251,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1252,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1253,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1254,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1255,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1256,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1257,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1258,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1259,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1260,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1261,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1262,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1263,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1264,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1265,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1266,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1267,Forest,Water,Water,NULL,Water,NULL,Water,Water
1268,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1269,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1270,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1271,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
1272,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1273,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1274,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1275,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
1276,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1277,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1278,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1279,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1280,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1281,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1282,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1283,Forest,Water,Water,NULL,Water,Water,Water,Water
1284,Forest,Water,Water,NULL,Water,Water,Water,Forest
1285,Forest,Water,Water,NULL,Water,Water,Forest,Water
1286,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1287,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1288,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1289,Forest,Water,Water,NULL,Water,Forest,Water,Water
1290,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1291,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1292,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1293,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
1294,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1295,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1296,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Wetland
1297,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1298,Forest,Water,Water,Non_Water,Water,Grassland,Water,Wetland
1299,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Water
1300,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
1301,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1302,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1303,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Wetland
1304,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
1305,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1306,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1307,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1308,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1309,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1310,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1311,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1312,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1313,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1314,Forest,Water,Water,Water,Water,NULL,Water,Water
1315,Forest,Water,Water,Water,Water,NULL,Water,Forest
1316,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1317,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1318,Forest,Water,Water,Water,Water,Grassland,Water,Water
1319,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1320,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
1321,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1322,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1323,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
1324,Forest,Water,Water,Water,Water,Wetland,Water,Water
1325,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1326,Forest,Water,Water,Water,Water,Wetland,Forest,Water
1327,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1328,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
1329,Forest,Water,Water,Water,Water,Water,Wetland,Water
1330,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1331,Forest,Water,Water,Water,Water,Water,Water,Wetland
1332,Forest,Water,Water,Water,Water,Water,Water,Bareland
1333,Forest,Water,Water,Water,Water,Water,Water,Water
1334,Forest,Water,Water,Water,Water,Water,Water,Forest
1335,Forest,Water,Water,Water,Water,Water,Forest,Water
1336,Forest,Water,Water,Water,Water,Water,Forest,Forest
1337,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1338,Forest,Water,Water,Water,Water,Forest,Water,Water
1339,Forest,Water,Water,Water,Water,Forest,Water,Forest
1340,Forest,Water,Water,Water,Water,Forest,Forest,Water
1341,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1342,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1343,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1344,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1345,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1346,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1347,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1348,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1349,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1350,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1351,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1352,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1353,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1354,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1355,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1356,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1357,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1358,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1359,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1360,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1361,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1362,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1363,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1364,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1365,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1366,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1367,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1368,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1369,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1370,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1371,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1372,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1373,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1374,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1375,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1376,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1377,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1378,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1379,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1380,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1381,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1382,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1383,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
1384,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1385,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1386,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1387,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1388,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1389,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1390,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1391,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1392,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1393,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1394,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1395,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1396,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1397,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1398,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1399,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1400,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1401,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1402,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1403,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1404,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1405,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1406,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
1407,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1408,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1409,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
