Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNV_M_R
16585,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
16586,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
16587,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
16588,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
16589,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
16590,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
16591,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
16592,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
16593,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
16594,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
16595,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
16596,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
16597,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
16598,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16599,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
16600,Forest,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
16601,Forest,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Forest
16602,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
16603,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
16604,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
16605,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
16606,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Cropland
16607,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
16608,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
16609,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
16610,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
16611,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
16612,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
16613,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
16614,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
16615,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
16616,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
16617,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
16618,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
16619,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
16620,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
16621,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16622,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
16623,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
16624,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
16625,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
16626,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
16627,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
16628,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
16629,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
16630,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
16631,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
16632,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
16633,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
16634,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
16635,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
16636,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
16637,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
16638,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
16639,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
16640,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
16641,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
16642,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
16643,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
16644,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
16645,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
16646,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
16647,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
16648,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
16649,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
16650,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
16651,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
16652,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
16653,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
16654,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16655,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
16656,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
16657,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
16658,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
16659,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Water
16660,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
16661,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
16662,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
16663,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
16664,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16665,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
16666,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
16667,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
16668,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
16669,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
16670,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
16671,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
16672,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
16673,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
16674,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
16675,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
16676,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
16677,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
16678,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
16679,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
16680,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
16681,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Cropland
16682,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
16683,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
16684,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
16685,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
16686,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
16687,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
16688,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
16689,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
16690,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
16691,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
16692,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
16693,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
16694,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
16695,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
16696,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
16697,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
16698,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Built-up,Grassland
16699,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Built-up,Forest
16700,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
16701,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
16702,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
16703,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
16704,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
16705,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
16706,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
16707,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
16708,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
16709,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
16710,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,NULL
16711,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
16712,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
16713,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
16714,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
16715,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
16716,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
16717,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
16718,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
16719,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
16720,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
16721,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
16722,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
16723,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
16724,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
16725,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
16726,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
16727,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
16728,Forest,NULL,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
16729,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
16730,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
16731,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
16732,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
16733,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
16734,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
16735,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,NULL
16736,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
16737,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
16738,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
16739,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
16740,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
16741,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
16742,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,NULL
16743,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
16744,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
16745,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
16746,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
16747,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
16748,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
16749,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
16750,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
16751,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
16752,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
16753,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
16754,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
16755,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
16756,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
16757,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
16758,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
16759,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
16760,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
16761,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,NULL
16762,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
16763,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
16764,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
16765,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
16766,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
16767,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
16768,Forest,NULL,Wetland,Water,Wetland,Wetland,Built-up,Wetland
16769,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
16770,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
16771,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
16772,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
16773,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
16774,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
16775,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
16776,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
16777,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
16778,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
16779,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
16780,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
16781,Forest,NULL,Wetland,Water,Wetland,Water,Water,NULL
16782,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
16783,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
16784,Forest,NULL,Wetland,Water,Wetland,Water,Water,Bareland
16785,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
16786,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
16787,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
16788,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
16789,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
16790,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Water
16791,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
16792,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
16793,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
16794,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
16795,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
16796,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
16797,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
16798,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
16799,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
16800,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
16801,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
16802,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
16803,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
16804,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
16805,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
16806,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
16807,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
16808,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
16809,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
16810,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
16811,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
16812,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
16813,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
16814,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Water
16815,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
16816,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16817,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
16818,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
16819,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
16820,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
16821,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
16822,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
16823,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Water
16824,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
16825,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
16826,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
16827,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Bareland
16828,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
16829,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
16830,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
16831,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
16832,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
16833,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,NULL
16834,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
16835,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
16836,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
16837,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
16838,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
16839,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
16840,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
16841,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16842,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
16843,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16844,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,NULL
16845,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16846,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16847,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
16848,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16849,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
16850,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
16851,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,NULL
16852,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
16853,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
16854,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
16855,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
16856,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
16857,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
16858,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
16859,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
16860,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Water,NULL
16861,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
16862,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Water,Forest
16863,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Forest
16864,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,NULL
16865,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
16866,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Bareland
16867,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
16868,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,NULL
16869,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
16870,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
16871,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Grassland
16872,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Built-up,Wetland
16873,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Bareland
16874,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Water
16875,Forest,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
16876,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
16877,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
16878,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,NULL
16879,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
16880,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Grassland,NULL
16881,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
16882,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
16883,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
16884,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
16885,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
16886,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
16887,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
16888,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
16889,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
16890,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
16891,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
16892,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
16893,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
16894,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
16895,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
16896,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
16897,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
16898,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
16899,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
16900,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
16901,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
16902,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
16903,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
16904,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
16905,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
16906,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
16907,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
16908,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
16909,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
16910,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
16911,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
16912,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
16913,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
16914,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
16915,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
16916,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
16917,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
16918,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
16919,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
16920,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
16921,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
16922,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16923,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16924,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16925,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16926,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
