Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHJ_M_R
765,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
766,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
767,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
768,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
769,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
770,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
771,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
772,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
773,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
774,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
775,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
776,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
777,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
778,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
779,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
780,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
781,Cropland,NULL,Wetland,NULL,Wetland,NULL,Cropland
782,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland
783,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water
784,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest
785,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL
786,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
787,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
788,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
789,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water
790,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
791,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland
792,Cropland,NULL,Wetland,Water,Wetland,NULL,Cropland
793,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland
794,Cropland,NULL,Wetland,Water,Wetland,NULL,Bareland
795,Cropland,NULL,Wetland,Water,Wetland,NULL,Water
796,Cropland,NULL,Wetland,Water,Wetland,NULL,Forest
797,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
798,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
799,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
800,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland
801,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
802,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
803,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
804,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
805,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
806,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
807,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
808,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL
809,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
810,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
811,Cropland,NULL,Water,Water,Water,NULL,Water
812,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
813,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
814,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
815,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
816,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
817,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
818,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Forest
819,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
820,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
821,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
822,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
823,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
824,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland
825,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
826,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
827,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
828,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
829,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
830,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
831,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
832,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
833,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland
834,Cropland,Cropland,Wetland,Water,Wetland,NULL,Grassland
835,Cropland,Cropland,Wetland,Water,Wetland,NULL,Cropland
836,Cropland,Cropland,Wetland,Water,Wetland,NULL,Wetland
837,Cropland,Cropland,Wetland,Water,Wetland,NULL,Bareland
838,Cropland,Cropland,Wetland,Water,Wetland,NULL,Water
839,Cropland,Cropland,Wetland,Water,Wetland,NULL,Forest
840,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
841,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland
842,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
843,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland
844,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,Bareland
845,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
846,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
847,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
848,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
849,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
850,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
851,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
852,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Built-up
853,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
854,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
855,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
856,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
857,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
858,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
859,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
860,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
861,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
862,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
863,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
864,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
865,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
866,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
867,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
868,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
869,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
870,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Built-up
871,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Water
872,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Forest
873,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
874,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
875,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
876,Cropland,Wetland,Wetland,Water,Wetland,NULL,Grassland
877,Cropland,Wetland,Wetland,Water,Wetland,NULL,Wetland
878,Cropland,Wetland,Wetland,Water,Wetland,NULL,Bareland
879,Cropland,Wetland,Wetland,Water,Wetland,NULL,Water
880,Cropland,Wetland,Wetland,Water,Wetland,NULL,Forest
881,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
882,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,Built-up
883,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
884,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
885,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
886,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
887,Cropland,Wetland,Water,Water,Water,NULL,Grassland
888,Cropland,Wetland,Water,Water,Water,NULL,Wetland
889,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
890,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
891,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
892,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
893,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
894,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
895,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
896,Cropland,Bareland,Wetland,Water,Wetland,NULL,Grassland
897,Cropland,Bareland,Wetland,Water,Wetland,NULL,Wetland
898,Cropland,Bareland,Wetland,Water,Wetland,NULL,Bareland
899,Cropland,Bareland,Wetland,Water,Wetland,NULL,Water
900,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
901,Cropland,Bareland,Water,Water,Water,NULL,Water
902,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
903,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
904,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
905,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
906,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
907,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
908,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
909,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Forest
910,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
911,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
912,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
913,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
914,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
915,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
916,Cropland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
917,Cropland,Water,Wetland,NULL,Wetland,NULL,Grassland
918,Cropland,Water,Wetland,NULL,Wetland,NULL,Forest
919,Cropland,Water,Wetland,Water,Wetland,NULL,Grassland
920,Cropland,Water,Wetland,Water,Wetland,NULL,Cropland
921,Cropland,Water,Wetland,Water,Wetland,NULL,Wetland
922,Cropland,Water,Wetland,Water,Wetland,NULL,Bareland
923,Cropland,Water,Wetland,Water,Wetland,NULL,Water
924,Cropland,Water,Water,Water,Water,NULL,Water
925,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
926,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
927,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
928,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
929,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
930,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
931,Cropland,Forest,Wetland,NULL,Wetland,NULL,Grassland
932,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest
933,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
934,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
935,Cropland,Forest,Wetland,Water,Wetland,NULL,Grassland
936,Cropland,Forest,Wetland,Water,Wetland,NULL,Wetland
937,Cropland,Forest,Wetland,Water,Wetland,NULL,Water
938,Cropland,Forest,Wetland,Water,Wetland,NULL,Forest
939,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
940,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
941,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
942,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
943,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
944,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
945,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
946,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Wetland
947,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
948,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
949,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
950,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
951,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
952,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
953,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
954,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
955,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
956,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
957,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
958,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
959,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
960,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Cropland
961,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
962,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up
963,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
964,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
965,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
966,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
967,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
968,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
969,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
970,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
971,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
972,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
973,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Cropland
974,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
975,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
976,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
977,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Cropland
978,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
979,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
980,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Water
981,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
982,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
983,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
984,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
985,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
986,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
987,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
988,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
989,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL
990,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
991,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland
992,Wetland,NULL,Wetland,NULL,Wetland,NULL,Built-up
993,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water
994,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
995,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
996,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
997,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
998,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
999,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1000,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
1001,Wetland,NULL,Wetland,Water,Wetland,NULL,Cropland
1002,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland
1003,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland
1004,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
1005,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest
1006,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1007,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up
1008,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1009,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland
1010,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1011,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1012,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Forest
1013,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1014,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1015,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1016,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1017,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1018,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1019,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
1020,Wetland,NULL,Water,NULL,Water,NULL,Grassland
1021,Wetland,NULL,Water,NULL,Water,NULL,Wetland
1022,Wetland,NULL,Water,NULL,Water,NULL,Forest
1023,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
1024,Wetland,NULL,Water,Non_Water,Water,NULL,Wetland
1025,Wetland,NULL,Water,Non_Water,Water,NULL,Forest
1026,Wetland,NULL,Water,Water,Water,NULL,Grassland
1027,Wetland,NULL,Water,Water,Water,NULL,Wetland
1028,Wetland,NULL,Water,Water,Water,NULL,Water
1029,Wetland,NULL,Water,Water,Water,NULL,Forest
1030,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1031,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1032,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1033,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1034,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1035,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1036,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1037,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1038,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1039,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water
1040,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Forest
1041,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1042,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1043,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1044,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1045,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
1046,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1047,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
1048,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
1049,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1050,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1051,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
1052,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
1053,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,Water
1054,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1055,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Forest
1056,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
1057,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
1058,Wetland,Cropland,Wetland,Water,Wetland,NULL,Grassland
1059,Wetland,Cropland,Wetland,Water,Wetland,NULL,Wetland
1060,Wetland,Cropland,Wetland,Water,Wetland,NULL,Forest
1061,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
1062,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest
1063,Wetland,Cropland,Water,NULL,Water,NULL,Forest
1064,Wetland,Cropland,Water,Non_Water,Water,NULL,Grassland
1065,Wetland,Cropland,Water,Water,Water,NULL,Grassland
1066,Wetland,Cropland,Water,Water,Water,NULL,Wetland
1067,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1068,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland
1069,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
1070,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1071,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1072,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
1073,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Wetland
1074,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
1075,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1076,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1077,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1078,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Built-up
1079,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1080,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1081,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1082,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1083,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1084,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1085,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1086,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1087,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1088,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1089,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1090,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
1091,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1092,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1093,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Built-up
1094,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1095,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1096,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1097,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1098,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1099,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1100,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1101,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
1102,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1103,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1104,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1105,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1106,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1107,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1108,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Water
1109,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL
1110,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1111,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Cropland
1112,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1113,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1114,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water
1115,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1116,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL
1117,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1118,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1119,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
1120,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1121,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1122,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL
1123,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1124,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1125,Wetland,Wetland,Wetland,Water,Wetland,NULL,Bareland
1126,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
1127,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest
1128,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1129,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland
1130,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Built-up
1131,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
1132,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1133,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
1134,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland
1135,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Forest
1136,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
1137,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland
1138,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Built-up
1139,Wetland,Wetland,Water,NULL,Water,NULL,Grassland
1140,Wetland,Wetland,Water,NULL,Water,NULL,Wetland
