Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R
10055,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
10056,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
10057,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
10058,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
10059,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
10060,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10061,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10062,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10063,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10064,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10065,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10066,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10067,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10068,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10069,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10070,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10071,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10072,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10073,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10074,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10075,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
10076,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10077,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10078,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10079,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10080,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
10081,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10082,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
10083,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10084,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10085,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
10086,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
10087,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
10088,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
10089,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10090,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10091,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10092,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10093,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10094,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10095,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10096,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10097,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10098,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10099,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10100,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10101,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10102,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
10103,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10104,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
10105,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10106,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
10107,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10108,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10109,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10110,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10111,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10112,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10113,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
10114,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10115,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10116,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10117,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10118,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10119,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10120,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10121,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
10122,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10123,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10124,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10125,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10126,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10127,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
10128,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10129,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10130,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10131,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
10132,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
10133,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10134,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
10135,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10136,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
10137,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
10138,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10139,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10140,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
10141,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
10142,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
10143,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10144,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10145,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
10146,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10147,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
10148,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10149,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
10150,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10151,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10152,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10153,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
10154,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10155,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
10156,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
10157,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10158,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10159,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
10160,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
10161,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
10162,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
10163,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10164,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
10165,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
10166,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
10167,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
10168,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
10169,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
10170,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
10171,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
10172,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Cropland
10173,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
10174,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
10175,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
10176,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
10177,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
10178,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
10179,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
10180,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
10181,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
10182,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
10183,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
10184,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10185,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
10186,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
10187,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
10188,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
10189,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
10190,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,NULL
10191,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
10192,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
10193,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
10194,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
10195,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
10196,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
10197,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
10198,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
10199,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10200,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
10201,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10202,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
10203,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
10204,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
10205,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
10206,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
10207,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Water
10208,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
10209,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
10210,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Bareland
10211,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
10212,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
10213,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
10214,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
10215,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
10216,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
10217,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
10218,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
10219,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
10220,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
10221,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
10222,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
10223,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
10224,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
10225,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
10226,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
10227,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
10228,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
10229,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
10230,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
10231,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
10232,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
10233,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10234,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
10235,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10236,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
10237,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
10238,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
10239,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
10240,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
10241,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Forest
10242,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
10243,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
10244,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
10245,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
10246,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
10247,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
10248,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
10249,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
10250,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
10251,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
10252,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
10253,Forest,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
10254,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
10255,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
10256,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
10257,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
10258,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
10259,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
10260,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
10261,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
10262,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
10263,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Water
10264,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,NULL
10265,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
10266,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
10267,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10268,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10269,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10270,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10271,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10272,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10273,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10274,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10275,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10276,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10277,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10278,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
10279,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
10280,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
10281,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10282,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10283,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10284,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10285,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
10286,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10287,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
10288,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
10289,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
10290,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
10291,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10292,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10293,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10294,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10295,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
10296,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10297,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10298,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
10299,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
10300,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
10301,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
10302,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
10303,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
10304,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10305,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10306,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10307,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10308,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,NULL
10309,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10310,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
10311,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
10312,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
10313,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
10314,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Water
10315,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
10316,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
10317,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10318,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
10319,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
10320,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,NULL
10321,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
10322,Forest,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
10323,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
10324,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
10325,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
10326,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10327,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10328,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10329,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10330,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
10331,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10332,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
10333,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
10334,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10335,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
10336,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
10337,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
10338,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10339,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
10340,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
10341,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
10342,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10343,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10344,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
10345,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10346,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10347,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
10348,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10349,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10350,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10351,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
10352,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
10353,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10354,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10355,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
10356,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10357,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10358,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
10359,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10360,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
10361,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
10362,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
10363,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
10364,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10365,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10366,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
10367,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
10368,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
10369,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Wetland
10370,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
10371,Forest,NULL,Water,NULL,Water,NULL,Water,Water
10372,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
10373,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
10374,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
10375,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
10376,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
10377,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
10378,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
10379,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
10380,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Bareland
10381,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
10382,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
10383,Forest,NULL,Water,NULL,Water,Shrubland,Bareland,NULL
10384,Forest,NULL,Water,NULL,Water,Shrubland,Bareland,Forest
