Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRD_M_R
12561,Forest,NULL,Water,Water,Water,NULL,Shrubland,Wetland
12562,Forest,NULL,Water,Water,Water,NULL,Shrubland,Water
12563,Forest,NULL,Water,Water,Water,NULL,Shrubland,Forest
12564,Forest,NULL,Water,Water,Water,NULL,Grassland,Grassland
12565,Forest,NULL,Water,Water,Water,NULL,Grassland,Wetland
12566,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
12567,Forest,NULL,Water,Water,Water,NULL,Water,Wetland
12568,Forest,NULL,Water,Water,Water,NULL,Water,Water
12569,Forest,NULL,Water,Water,Water,NULL,Water,Forest
12570,Forest,NULL,Water,Water,Water,NULL,Forest,Grassland
12571,Forest,NULL,Water,Water,Water,Shrubland,NULL,Grassland
12572,Forest,NULL,Water,Water,Water,Shrubland,NULL,Cropland
12573,Forest,NULL,Water,Water,Water,Shrubland,NULL,Wetland
12574,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
12575,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
12576,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
12577,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
12578,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Water
12579,Forest,NULL,Water,Water,Water,Shrubland,Water,Grassland
12580,Forest,NULL,Water,Water,Water,Shrubland,Water,Water
12581,Forest,NULL,Water,Water,Water,Grassland,NULL,Grassland
12582,Forest,NULL,Water,Water,Water,Grassland,Shrubland,Water
12583,Forest,NULL,Water,Water,Water,Grassland,Shrubland,Forest
12584,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
12585,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
12586,Forest,NULL,Water,Water,Water,Grassland,Water,Water
12587,Forest,NULL,Water,Water,Water,Water,NULL,Water
12588,Forest,NULL,Water,Water,Water,Water,Shrubland,NULL
12589,Forest,NULL,Water,Water,Water,Water,Shrubland,Grassland
12590,Forest,NULL,Water,Water,Water,Water,Shrubland,Bareland
12591,Forest,NULL,Water,Water,Water,Water,Shrubland,Water
12592,Forest,NULL,Water,Water,Water,Water,Grassland,Water
12593,Forest,NULL,Water,Water,Water,Water,Water,Grassland
12594,Forest,NULL,Water,Water,Water,Water,Water,Wetland
12595,Forest,NULL,Water,Water,Water,Water,Water,Water
12596,Forest,NULL,Water,Water,Water,Water,Water,Forest
12597,Forest,NULL,Water,Water,Water,Forest,NULL,Wetland
12598,Forest,NULL,Water,Water,Water,Forest,Shrubland,Grassland
12599,Forest,NULL,Water,Water,Water,Forest,Shrubland,Wetland
12600,Forest,NULL,Water,Water,Water,Forest,Shrubland,Forest
12601,Forest,NULL,Water,Water,Water,Forest,Grassland,Wetland
12602,Forest,NULL,Water,Water,Water,Forest,Water,Wetland
12603,Forest,NULL,Water,Water,Water,Forest,Water,Water
12604,Forest,NULL,Water,Water,Water,Forest,Water,Forest
12605,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12606,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12607,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12608,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
12609,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
12610,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12611,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12612,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12613,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
12614,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
12615,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
12616,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
12617,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
12618,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12619,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12620,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12621,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
12622,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
12623,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
12624,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
12625,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12626,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
12627,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
12628,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12629,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
12630,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
12631,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
12632,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
12633,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12634,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Built-up
12635,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
12636,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
12637,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12638,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
12639,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12640,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12641,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12642,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
12643,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12644,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12645,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12646,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12647,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12648,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12649,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12650,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
12651,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12652,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12653,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12654,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12655,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12656,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
12657,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
12658,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12659,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
12660,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12661,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
12662,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
12663,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
12664,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
12665,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Built-up
12666,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
12667,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
12668,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12669,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
12670,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12671,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12672,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12673,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12674,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
12675,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
12676,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12677,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12678,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12679,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12680,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12681,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12682,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12683,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12684,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12685,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12686,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12687,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
12688,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
12689,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
12690,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
12691,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12692,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
12693,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
12694,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
12695,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
12696,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
12697,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
12698,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12699,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
12700,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
12701,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
12702,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
12703,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
12704,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
12705,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
12706,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12707,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
12708,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
12709,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12710,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
12711,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
12712,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12713,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12714,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12715,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
12716,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12717,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12718,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12719,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12720,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
12721,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12722,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
12723,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
12724,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12725,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
12726,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
12727,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12728,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
12729,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
12730,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12731,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12732,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
12733,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
12734,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
12735,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
12736,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12737,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
12738,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
12739,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
12740,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
12741,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
12742,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12743,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
12744,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
12745,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
12746,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
12747,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
12748,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
12749,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12750,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
12751,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
12752,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
12753,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
12754,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
12755,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
12756,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12757,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
12758,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12759,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12760,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12761,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
12762,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12763,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
12764,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12765,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
12766,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
12767,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12768,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
12769,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
12770,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
12771,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12772,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12773,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
12774,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
12775,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12776,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
12777,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12778,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12779,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12780,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
12781,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
12782,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12783,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
12784,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12785,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
12786,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
12787,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
12788,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
12789,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
12790,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
12791,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
12792,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12793,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12794,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12795,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12796,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12797,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
12798,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12799,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12800,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12801,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12802,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
12803,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
12804,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12805,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12806,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
12807,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
12808,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12809,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12810,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
12811,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12812,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
12813,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
12814,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
12815,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12816,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12817,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12818,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12819,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12820,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
12821,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12822,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
12823,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
12824,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
12825,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
12826,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
12827,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12828,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
12829,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
12830,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
12831,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
12832,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
12833,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Cropland
12834,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12835,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12836,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
12837,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
12838,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12839,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,NULL
12840,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
12841,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
12842,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
12843,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
12844,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
12845,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
12846,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
12847,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
12848,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
12849,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
12850,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
12851,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
12852,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
12853,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
12854,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,NULL
12855,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
12856,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
12857,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
12858,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
12859,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
12860,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
12861,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
12862,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Water
12863,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
12864,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
12865,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12866,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Cropland
12867,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
12868,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
12869,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
12870,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Cropland
12871,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
12872,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
12873,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,NULL
12874,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
12875,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
12876,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
12877,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
12878,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
12879,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
12880,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
12881,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
12882,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
12883,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Bareland
12884,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
12885,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
12886,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
12887,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Cropland
12888,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
12889,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
12890,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
12891,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,NULL
12892,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
12893,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
12894,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
12895,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
12896,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
12897,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
12898,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
12899,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
12900,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Cropland
12901,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
