Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRL_M_R
2313,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2314,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2315,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2316,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2317,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2318,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2319,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2320,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2321,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2322,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2323,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2324,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2325,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2326,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2327,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2328,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2329,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
2330,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2331,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2332,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2333,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2334,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2335,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2336,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2337,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2338,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2339,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2340,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2341,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2342,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2343,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2344,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2345,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2346,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2347,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2348,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2349,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2350,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2351,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2352,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2353,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2354,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2355,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2356,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2357,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2358,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2359,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2360,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2361,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2362,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2363,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2364,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2365,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2366,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2367,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2368,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2369,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2370,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2371,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2372,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2373,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2374,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2375,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2376,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
2377,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2378,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2379,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2380,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2381,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2382,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2383,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2384,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2385,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2386,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2387,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2388,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2389,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2390,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2391,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
2392,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2393,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
2394,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2395,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2396,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2397,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
2398,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2399,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2400,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
2401,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2402,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2403,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
2404,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
2405,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2406,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2407,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2408,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2409,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2410,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2411,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2412,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2413,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2414,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2415,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2416,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
2417,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2418,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2419,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2420,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
2421,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2422,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
2423,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2424,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2425,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
2426,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2427,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2428,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2429,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2430,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2431,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2432,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
2433,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2434,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
2435,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2436,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2437,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
2438,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2439,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2440,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2441,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2442,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2443,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2444,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2445,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2446,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2447,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2448,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2449,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2450,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
2451,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
2452,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2453,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2454,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2455,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2456,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2457,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
2458,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2459,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
2460,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2461,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
2462,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2463,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2464,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2465,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
2466,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2467,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2468,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
2469,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
2470,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
2471,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
2472,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2473,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
2474,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2475,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2476,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2477,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
2478,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2479,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
2480,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2481,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2482,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2483,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2484,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2485,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2486,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2487,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
2488,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2489,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
2490,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
2491,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
2492,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2493,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
2494,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2495,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2496,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
2497,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2498,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
2499,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2500,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
2501,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
2502,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
2503,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2504,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
2505,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
2506,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2507,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2508,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2509,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2510,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
2511,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
2512,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,NULL
2513,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
2514,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
2515,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
2516,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,NULL
2517,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2518,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
2519,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2520,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
2521,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2522,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2523,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
2524,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2525,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
2526,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
2527,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
2528,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
2529,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2530,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2531,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2532,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2533,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2534,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2535,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2536,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2537,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2538,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2539,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2540,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2541,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2542,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2543,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2544,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2545,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2546,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2547,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2548,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2549,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2550,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2551,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2552,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2553,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
2554,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2555,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2556,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2557,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2558,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2559,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2560,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2561,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2562,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2563,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2564,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2565,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2566,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2567,Water,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
2568,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2569,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2570,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2571,Water,NULL,Grassland,Water,Non_Wetland,Water,NULL,Grassland
2572,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2573,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2574,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2575,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2576,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2577,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2578,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2579,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2580,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2581,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2582,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2583,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2584,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2585,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2586,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
2587,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2588,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2589,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2590,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2591,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
2592,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2593,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2594,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2595,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2596,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2597,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2598,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
2599,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2600,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2601,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2602,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2603,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
2604,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
2605,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
2606,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2607,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2608,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
2609,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
2610,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2611,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2612,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2613,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
2614,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
2615,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2616,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2617,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2618,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2619,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2620,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2621,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2622,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2623,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
2624,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2625,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2626,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2627,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2628,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2629,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2630,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2631,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
2632,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2633,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
2634,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2635,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2636,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2637,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2638,Water,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2639,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
2640,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2641,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2642,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2643,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2644,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
2645,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
2646,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
2647,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
2648,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2649,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
2650,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2651,Water,NULL,Wetland,Water,Wetland,Grassland,Water,NULL
2652,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
