Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R
851,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
852,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
853,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
854,Cropland,Bareland,Forest,NULL,Non_Wetland,Built-up
855,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
856,Cropland,Bareland,Forest,Water,Non_Wetland,Grassland
857,Cropland,Bareland,Forest,Water,Non_Wetland,Bareland
858,Cropland,Bareland,Forest,Water,Non_Wetland,Forest
859,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
860,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
861,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
862,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
863,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
864,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
865,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
866,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
867,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
868,Cropland,Built-up,Shrubland,Water,Non_Wetland,Cropland
869,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
870,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
871,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
872,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
873,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
874,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
875,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
876,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
877,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
878,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
879,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
880,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
881,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water
882,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
883,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
884,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
885,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
886,Cropland,Built-up,Wetland,Non_Water,Wetland,Cropland
887,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
888,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
889,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
890,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
891,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
892,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
893,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
894,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
895,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
896,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
897,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
898,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
899,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
900,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
901,Cropland,Built-up,Water,Non_Water,Water,Cropland
902,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
903,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
904,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
905,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
906,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
907,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Cropland
908,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
909,Cropland,Built-up,Forest,Water,Non_Wetland,Cropland
910,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
911,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
912,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
913,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
914,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
915,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
916,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
917,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
918,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
919,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
920,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
921,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
922,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
923,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
924,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
925,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
926,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
927,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
928,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
929,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
930,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
931,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
932,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
933,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
934,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
935,Cropland,Water,Cropland,Water,Non_Wetland,Forest
936,Cropland,Water,Wetland,NULL,Wetland,Forest
937,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
938,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
939,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
940,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
941,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
942,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
943,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
944,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
945,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
946,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
947,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
948,Cropland,Water,Bareland,Water,Non_Wetland,Forest
949,Cropland,Water,Water,NULL,Water,Cropland
950,Cropland,Water,Water,NULL,Water,Forest
951,Cropland,Water,Water,Non_Water,Water,Grassland
952,Cropland,Water,Water,Non_Water,Water,Cropland
953,Cropland,Water,Water,Water,Water,Grassland
954,Cropland,Water,Water,Water,Water,Forest
955,Cropland,Water,Forest,NULL,Non_Wetland,NULL
956,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
957,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
958,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
959,Cropland,Water,Forest,NULL,Non_Wetland,Forest
960,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
961,Cropland,Water,Forest,Non_Water,Non_Wetland,Bareland
962,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
963,Cropland,Water,Forest,Water,Non_Wetland,Cropland
964,Cropland,Water,Forest,Water,Non_Wetland,Bareland
965,Cropland,Water,Forest,Water,Non_Wetland,Forest
966,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
967,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
968,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
969,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
970,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
971,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
972,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
973,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
974,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
975,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
976,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
977,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
978,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
979,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
980,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
981,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
982,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
983,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
984,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
985,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
986,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
987,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
988,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
989,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
990,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
991,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
992,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
993,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
994,Cropland,Forest,Wetland,Water,Wetland,Forest
995,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
996,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
997,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
998,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
999,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1000,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1001,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1002,Cropland,Forest,Bareland,Water,Non_Wetland,Grassland
1003,Cropland,Forest,Bareland,Water,Non_Wetland,Cropland
1004,Cropland,Forest,Bareland,Water,Non_Wetland,Forest
1005,Cropland,Forest,Water,NULL,Water,Forest
1006,Cropland,Forest,Water,Non_Water,Water,Grassland
1007,Cropland,Forest,Water,Water,Water,Cropland
1008,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1009,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1010,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1011,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1012,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1013,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1014,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1015,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1016,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
1017,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
1018,Cropland,Forest,Forest,Water,Non_Wetland,Forest
1019,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1020,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1021,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1022,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1023,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1024,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1025,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1026,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1027,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1028,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1029,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1030,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
1031,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1032,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1033,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1034,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1035,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1036,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1037,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1038,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1039,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1040,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1041,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1042,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1043,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1044,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1045,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1046,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1047,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1048,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1049,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1050,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1051,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1052,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1053,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1054,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1055,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
1056,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1057,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1058,Wetland,NULL,Water,Non_Water,Water,Forest
1059,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1060,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1061,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1062,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1063,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1064,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1065,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1066,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1067,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1068,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1069,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1070,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1071,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1072,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1073,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1074,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1075,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
1076,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1077,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1078,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1079,Wetland,Bareland,Cropland,Water,Non_Wetland,Grassland
1080,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1081,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1082,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1083,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1084,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1085,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1086,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1087,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1088,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
1089,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1090,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1091,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1092,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1093,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1094,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1095,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1096,Wetland,Forest,Bareland,NULL,Non_Wetland,Bareland
1097,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1098,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1099,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1100,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1101,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1102,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1103,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1104,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1105,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1106,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1107,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1108,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1109,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1110,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1111,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1112,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1113,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1114,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1115,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1116,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
1117,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1118,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1119,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1120,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up
1121,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1122,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1123,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1124,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1125,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1126,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1127,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1128,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1129,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1130,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1131,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1132,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1133,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1134,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1135,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1136,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1137,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1138,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1139,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1140,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1141,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1142,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1143,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1144,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1145,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1146,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1147,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1148,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1149,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1150,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
1151,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1152,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1153,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1154,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1155,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1156,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up
1157,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1158,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1159,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1160,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1161,Bareland,NULL,Wetland,NULL,Wetland,Forest
1162,Bareland,NULL,Wetland,Water,Wetland,Bareland
1163,Bareland,NULL,Wetland,Water,Wetland,Water
1164,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1165,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1166,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1167,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1168,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1169,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1170,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1171,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1172,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1173,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1174,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1175,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1176,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
1177,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1178,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1179,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
1180,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1181,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1182,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1183,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
1184,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1185,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1186,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1187,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1188,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1189,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1190,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1191,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1192,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1193,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1194,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1195,Bareland,NULL,Water,NULL,Water,Grassland
1196,Bareland,NULL,Water,NULL,Water,Bareland
1197,Bareland,NULL,Water,NULL,Water,Water
1198,Bareland,NULL,Water,NULL,Water,Forest
1199,Bareland,NULL,Water,Non_Water,Water,Grassland
1200,Bareland,NULL,Water,Non_Water,Water,Bareland
1201,Bareland,NULL,Water,Non_Water,Water,Water
1202,Bareland,NULL,Water,Non_Water,Water,Forest
1203,Bareland,NULL,Water,Water,Water,NULL
1204,Bareland,NULL,Water,Water,Water,Grassland
1205,Bareland,NULL,Water,Water,Water,Cropland
1206,Bareland,NULL,Water,Water,Water,Bareland
1207,Bareland,NULL,Water,Water,Water,Water
1208,Bareland,NULL,Water,Water,Water,Forest
1209,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1210,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1211,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1212,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1213,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1214,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1215,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1216,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL
1217,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1218,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1219,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1220,Bareland,NULL,Forest,Non_Water,Non_Wetland,Built-up
1221,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1222,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1223,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1224,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1225,Bareland,NULL,Forest,Water,Non_Wetland,Built-up
1226,Bareland,NULL,Forest,Water,Non_Wetland,Water
1227,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1228,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1229,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1230,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1231,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1232,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1233,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1234,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1235,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1236,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1237,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1238,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up
1239,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1240,Bareland,Cropland,Shrubland,Water,Non_Wetland,Forest
1241,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1242,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1243,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1244,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1245,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1246,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1247,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1248,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1249,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1250,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1251,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
1252,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1253,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1254,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1255,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1256,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1257,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1258,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1259,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1260,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1261,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1262,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1263,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1264,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1265,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland
1266,Bareland,Cropland,Wetland,Water,Wetland,Cropland
