Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R
19330,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
19331,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
19332,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
19333,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
19334,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
19335,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
19336,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
19337,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
19338,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
19339,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
19340,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
19341,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,NULL
19342,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
19343,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
19344,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
19345,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
19346,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
19347,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
19348,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
19349,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
19350,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
19351,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
19352,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
19353,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
19354,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
19355,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
19356,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
19357,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
19358,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
19359,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,NULL
19360,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
19361,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
19362,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
19363,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
19364,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Cropland
19365,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Water
19366,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
19367,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
19368,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
19369,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
19370,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
19371,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
19372,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
19373,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
19374,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
19375,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
19376,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Water
19377,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
19378,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
19379,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
19380,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Water
19381,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
19382,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
19383,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
19384,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
19385,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
19386,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
19387,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
19388,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,NULL
19389,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
19390,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Water
19391,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
19392,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Water
19393,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
19394,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
19395,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
19396,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
19397,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
19398,Forest,NULL,Bareland,Water,Non_Wetland,Water,NULL,Grassland
19399,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
19400,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
19401,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
19402,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
19403,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
19404,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
19405,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
19406,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
19407,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
19408,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
19409,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
19410,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
19411,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
19412,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
19413,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19414,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19415,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19416,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
19417,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19418,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19419,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
19420,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19421,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
19422,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
19423,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
19424,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Built-up
19425,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
19426,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19427,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
19428,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
19429,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
19430,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
19431,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
19432,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
19433,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
19434,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
19435,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
19436,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
19437,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
19438,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19439,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19440,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
19441,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
19442,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
19443,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
19444,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
19445,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
19446,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
19447,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
19448,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
19449,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
19450,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
19451,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
19452,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
19453,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
19454,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
19455,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
19456,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
19457,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
19458,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
19459,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
19460,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
19461,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19462,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19463,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Water
19464,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
19465,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
19466,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
19467,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
19468,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
19469,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
19470,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
19471,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
19472,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
19473,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
19474,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
19475,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
19476,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
19477,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
19478,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
19479,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
19480,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
19481,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
19482,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
19483,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
19484,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
19485,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
19486,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
19487,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
19488,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
19489,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
19490,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
19491,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
19492,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
19493,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
19494,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
19495,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
19496,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
19497,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
19498,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
19499,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
19500,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Water,Forest
19501,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
19502,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
19503,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
19504,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
19505,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Built-up
19506,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
19507,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,NULL
19508,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Built-up
19509,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
19510,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
19511,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
19512,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
19513,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
19514,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
19515,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
19516,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
19517,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
19518,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
19519,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Built-up
19520,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest,Bareland,NULL
19521,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest,Bareland,Built-up
19522,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
19523,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
19524,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Bareland
19525,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
19526,Forest,NULL,Water,NULL,Water,Shrubland,NULL,NULL
19527,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
19528,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
19529,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
19530,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
19531,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
19532,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
19533,Forest,NULL,Water,NULL,Water,Shrubland,Bareland,NULL
19534,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
19535,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
19536,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
19537,Forest,NULL,Water,NULL,Water,Wetland,NULL,Grassland
19538,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
19539,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
19540,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
19541,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
19542,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
19543,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
19544,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,NULL
19545,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
19546,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Built-up
19547,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Water
19548,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
19549,Forest,NULL,Water,NULL,Water,Bareland,Bareland,NULL
19550,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
19551,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
19552,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
19553,Forest,NULL,Water,NULL,Water,Bareland,Built-up,NULL
19554,Forest,NULL,Water,NULL,Water,Bareland,Built-up,Water
19555,Forest,NULL,Water,NULL,Water,Bareland,Water,Wetland
19556,Forest,NULL,Water,NULL,Water,Bareland,Water,Bareland
19557,Forest,NULL,Water,NULL,Water,Bareland,Water,Water
19558,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
19559,Forest,NULL,Water,NULL,Water,Bareland,Forest,Water
19560,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
19561,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
19562,Forest,NULL,Water,NULL,Water,Water,Shrubland,Grassland
19563,Forest,NULL,Water,NULL,Water,Water,Shrubland,Bareland
19564,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
19565,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
19566,Forest,NULL,Water,NULL,Water,Water,Water,Water
19567,Forest,NULL,Water,NULL,Water,Water,Water,Forest
19568,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
19569,Forest,NULL,Water,NULL,Water,Water,Forest,Water
19570,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
19571,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
19572,Forest,NULL,Water,NULL,Water,Forest,Grassland,Water
19573,Forest,NULL,Water,NULL,Water,Forest,Wetland,Water
19574,Forest,NULL,Water,NULL,Water,Forest,Bareland,Forest
19575,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
19576,Forest,NULL,Water,NULL,Water,Forest,Forest,NULL
19577,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
19578,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
19579,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
19580,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
19581,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
19582,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Grassland
19583,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Forest
19584,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
19585,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Cropland
19586,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Wetland
19587,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
19588,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
19589,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Water
19590,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
19591,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,NULL
19592,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,Cropland
19593,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,NULL
19594,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
19595,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,Wetland
19596,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Grassland
19597,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
19598,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
19599,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
19600,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
19601,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,NULL
19602,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Grassland
19603,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Water
19604,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Forest
19605,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
19606,Forest,NULL,Water,Non_Water,Water,Wetland,Bareland,NULL
19607,Forest,NULL,Water,Non_Water,Water,Wetland,Bareland,Forest
19608,Forest,NULL,Water,Non_Water,Water,Wetland,Water,NULL
19609,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
19610,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
19611,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
19612,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,NULL
19613,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Wetland
19614,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
19615,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Grassland
19616,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
19617,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Forest
19618,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
19619,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
19620,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Forest
19621,Forest,NULL,Water,Non_Water,Water,Water,NULL,Grassland
19622,Forest,NULL,Water,Non_Water,Water,Water,NULL,Forest
19623,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
19624,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Forest
19625,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
19626,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
19627,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
19628,Forest,NULL,Water,Non_Water,Water,Water,Forest,Grassland
19629,Forest,NULL,Water,Non_Water,Water,Water,Forest,Forest
19630,Forest,NULL,Water,Non_Water,Water,Forest,NULL,NULL
19631,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Grassland
19632,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Forest
19633,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,NULL
19634,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Forest
19635,Forest,NULL,Water,Non_Water,Water,Forest,Grassland,Forest
19636,Forest,NULL,Water,Non_Water,Water,Forest,Wetland,Forest
19637,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
19638,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Grassland
19639,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Water
19640,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
19641,Forest,NULL,Water,Water,Water,NULL,Wetland,NULL
19642,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
19643,Forest,NULL,Water,Water,Water,NULL,Water,Water
19644,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
19645,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
19646,Forest,NULL,Water,Water,Water,Shrubland,Water,Grassland
19647,Forest,NULL,Water,Water,Water,Shrubland,Water,Water
19648,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
19649,Forest,NULL,Water,Water,Water,Grassland,NULL,Grassland
19650,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
19651,Forest,NULL,Water,Water,Water,Wetland,Bareland,Water
19652,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
19653,Forest,NULL,Water,Water,Water,Wetland,Water,Water
19654,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
19655,Forest,NULL,Water,Water,Water,Wetland,Forest,Water
19656,Forest,NULL,Water,Water,Water,Bareland,Wetland,Wetland
19657,Forest,NULL,Water,Water,Water,Bareland,Bareland,Water
19658,Forest,NULL,Water,Water,Water,Bareland,Bareland,Forest
19659,Forest,NULL,Water,Water,Water,Bareland,Built-up,Water
19660,Forest,NULL,Water,Water,Water,Bareland,Water,Wetland
19661,Forest,NULL,Water,Water,Water,Bareland,Water,Water
19662,Forest,NULL,Water,Water,Water,Bareland,Forest,Wetland
19663,Forest,NULL,Water,Water,Water,Water,NULL,Grassland
19664,Forest,NULL,Water,Water,Water,Water,NULL,Wetland
19665,Forest,NULL,Water,Water,Water,Water,NULL,Water
19666,Forest,NULL,Water,Water,Water,Water,Shrubland,Grassland
19667,Forest,NULL,Water,Water,Water,Water,Shrubland,Water
19668,Forest,NULL,Water,Water,Water,Water,Shrubland,Forest
19669,Forest,NULL,Water,Water,Water,Water,Water,Grassland
19670,Forest,NULL,Water,Water,Water,Water,Water,Water
19671,Forest,NULL,Water,Water,Water,Water,Forest,Water
19672,Forest,NULL,Water,Water,Water,Forest,Shrubland,Grassland
19673,Forest,NULL,Water,Water,Water,Forest,Shrubland,Water
19674,Forest,NULL,Water,Water,Water,Forest,Water,Grassland
19675,Forest,NULL,Water,Water,Water,Forest,Water,Water
19676,Forest,NULL,Water,Water,Water,Forest,Water,Forest
19677,Forest,NULL,Water,Water,Water,Forest,Forest,Water
19678,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
19679,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
19680,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
19681,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
19682,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
19683,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
19684,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
19685,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
