Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQP_M_R
16833,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
16834,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
16835,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16836,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
16837,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
16838,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
16839,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
16840,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Cropland
16841,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
16842,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
16843,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16844,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
16845,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Grassland,Forest
16846,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Forest,Forest
16847,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Shrubland,Forest
16848,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
16849,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
16850,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Shrubland,Grassland
16851,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
16852,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
16853,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
16854,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Shrubland,Forest
16855,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
16856,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
16857,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16858,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16859,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16860,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16861,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16862,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
16863,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16864,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16865,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
16866,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16867,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16868,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16869,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16870,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16871,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16872,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16873,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16874,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16875,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16876,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16877,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16878,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16879,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16880,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16881,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16882,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16883,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16884,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16885,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16886,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
16887,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16888,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16889,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
16890,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
16891,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
16892,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16893,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
16894,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16895,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16896,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16897,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16898,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16899,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16900,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16901,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
16902,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16903,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16904,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16905,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
16906,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16907,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
16908,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
16909,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16910,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
16911,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
16912,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
16913,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16914,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
16915,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
16916,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
16917,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
16918,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16919,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16920,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
16921,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
16922,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
16923,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
16924,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
16925,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
16926,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
16927,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
16928,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
16929,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
16930,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16931,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16932,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16933,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16934,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
16935,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16936,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16937,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16938,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
16939,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16940,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
16941,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16942,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16943,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16944,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16945,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16946,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
16947,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
16948,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
16949,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
16950,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
16951,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
16952,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16953,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
16954,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
16955,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
16956,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
16957,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
16958,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16959,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
16960,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
16961,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
16962,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
16963,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
16964,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16965,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
16966,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
16967,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
16968,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
16969,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
16970,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
16971,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
16972,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
16973,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
16974,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
16975,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
16976,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
16977,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
16978,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16979,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
16980,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16981,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16982,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16983,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16984,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16985,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
16986,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
16987,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
16988,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16989,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16990,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
16991,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
16992,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16993,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
16994,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
16995,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
16996,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
16997,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
16998,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
16999,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
17000,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
17001,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
17002,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
17003,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
17004,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
17005,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
17006,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
17007,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,NULL
17008,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
17009,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Cropland
17010,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
17011,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
17012,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
17013,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
17014,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
17015,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
17016,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
17017,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
17018,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
17019,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
17020,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
17021,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
17022,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
17023,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
17024,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
17025,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Shrubland,Forest
17026,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
17027,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Shrubland,Forest
17028,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
17029,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
17030,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Forest
17031,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Water
17032,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
17033,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Grassland,Forest
17034,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Grassland
17035,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
17036,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
17037,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
17038,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
17039,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
17040,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
17041,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
17042,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
17043,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
17044,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
17045,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
17046,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
17047,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
17048,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
17049,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
17050,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
17051,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
17052,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,NULL
17053,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
17054,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
17055,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Wetland
17056,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
17057,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
17058,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
17059,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
17060,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
17061,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
17062,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
17063,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
17064,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
17065,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
17066,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
17067,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
17068,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Water
17069,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
17070,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
17071,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
17072,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
17073,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
17074,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
17075,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
17076,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
17077,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
17078,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
17079,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
17080,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
17081,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
17082,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
17083,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
17084,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
17085,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
17086,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
17087,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
17088,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Water
17089,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
17090,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
17091,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
17092,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
17093,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Bareland
17094,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
17095,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
17096,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
17097,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
17098,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
17099,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
17100,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
17101,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
17102,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
17103,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
17104,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
17105,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
17106,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
17107,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
17108,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
17109,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
17110,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
17111,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
17112,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
17113,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
17114,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
17115,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
17116,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
17117,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
17118,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
17119,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
17120,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
17121,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
17122,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
17123,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
17124,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
17125,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
17126,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
17127,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
17128,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Cropland
17129,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
17130,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
17131,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
17132,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
17133,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
17134,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
17135,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
17136,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
17137,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
17138,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
17139,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
17140,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
17141,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
17142,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
17143,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
17144,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
17145,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
17146,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
17147,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,NULL
17148,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Water
17149,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
17150,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
17151,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
17152,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
17153,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
17154,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
17155,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
17156,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
17157,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
17158,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
17159,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
17160,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,NULL
17161,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
17162,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
17163,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
