Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R
24179,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
24180,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
24181,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
24182,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
24183,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
24184,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
24185,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
24186,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
24187,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
24188,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
24189,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
24190,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
24191,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
24192,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
24193,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
24194,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
24195,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
24196,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
24197,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
24198,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
24199,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
24200,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
24201,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
24202,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
24203,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
24204,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
24205,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
24206,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
24207,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
24208,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
24209,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
24210,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
24211,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
24212,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
24213,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
24214,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
24215,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
24216,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
24217,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
24218,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
24219,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
24220,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
24221,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
24222,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
24223,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
24224,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
24225,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
24226,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
24227,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
24228,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
24229,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
24230,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
24231,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
24232,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
24233,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
24234,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
24235,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
24236,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
24237,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
24238,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
24239,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
24240,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
24241,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
24242,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
24243,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
24244,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
24245,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
24246,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
24247,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
24248,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
24249,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
24250,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
24251,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
24252,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
24253,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
24254,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
24255,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
24256,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
24257,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
24258,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
24259,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
24260,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
24261,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
24262,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
24263,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
24264,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
24265,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
24266,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
24267,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
24268,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
24269,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
24270,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
24271,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
24272,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
24273,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
24274,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Cropland
24275,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
24276,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
24277,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
24278,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
24279,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
24280,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
24281,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
24282,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
24283,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
24284,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
24285,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
24286,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
24287,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
24288,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
24289,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
24290,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
24291,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
24292,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
24293,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
24294,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
24295,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
24296,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
24297,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
24298,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
24299,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
24300,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
24301,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
24302,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
24303,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
24304,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
24305,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
24306,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
24307,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
24308,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
24309,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
24310,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
24311,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
24312,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
24313,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
24314,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
24315,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
24316,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
24317,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
24318,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
24319,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
24320,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
24321,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
24322,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
24323,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
24324,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
24325,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
24326,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Wetland
24327,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
24328,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
24329,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
24330,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
24331,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
24332,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
24333,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
24334,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
24335,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
24336,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
24337,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
24338,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
24339,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
24340,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
24341,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
24342,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
24343,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Water
24344,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
24345,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
24346,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
24347,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
24348,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,NULL
24349,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
24350,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
24351,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
24352,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
24353,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
24354,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
24355,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
24356,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
24357,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
24358,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
24359,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
24360,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
24361,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
24362,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
24363,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
24364,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
24365,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
24366,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
24367,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
24368,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
24369,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
24370,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
24371,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
24372,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
24373,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Built-up
24374,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
24375,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
24376,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
24377,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
24378,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
24379,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
24380,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
24381,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
24382,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,NULL
24383,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
24384,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Water
24385,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
24386,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
24387,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
24388,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
24389,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
24390,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
24391,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
24392,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
24393,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
24394,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
24395,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
24396,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
24397,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
24398,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
24399,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
24400,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
24401,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
24402,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
24403,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
24404,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
24405,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
24406,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
24407,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
24408,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
24409,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
24410,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
24411,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
24412,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
24413,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
24414,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
24415,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
24416,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
24417,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
24418,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
24419,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
24420,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
24421,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
24422,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
24423,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
24424,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
24425,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
24426,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
24427,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
24428,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
24429,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
24430,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
24431,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
24432,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
24433,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
24434,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
24435,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
24436,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
24437,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
24438,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
24439,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
24440,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
24441,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
24442,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
24443,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Bareland
24444,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
24445,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
24446,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
24447,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
24448,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
24449,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
24450,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
24451,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
24452,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
24453,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
24454,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
24455,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
24456,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,NULL
24457,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
24458,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Cropland
24459,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
24460,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
24461,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
24462,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
24463,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
24464,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
24465,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
24466,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
24467,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
24468,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
24469,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
24470,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
24471,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
24472,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
24473,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
24474,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
24475,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
24476,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
24477,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
24478,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,NULL
24479,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
24480,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Cropland
24481,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
24482,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
24483,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
24484,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
24485,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
24486,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
24487,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
24488,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
24489,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
24490,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
24491,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
24492,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
24493,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
24494,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
24495,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
24496,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Built-up
24497,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
24498,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
24499,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
24500,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
24501,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
