Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKD_M_R
1590,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1591,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1592,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1593,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1594,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1595,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1596,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1597,Water,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Grassland
1598,Water,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Water
1599,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1600,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1601,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1602,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1603,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1604,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1605,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1606,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1607,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1608,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1609,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1610,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1611,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1612,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1613,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1614,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1615,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1616,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1617,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1618,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1619,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1620,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1621,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1622,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1623,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1624,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1625,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1626,Water,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1627,Water,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1628,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1629,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1630,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1631,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1632,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1633,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1634,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1635,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1636,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1637,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1638,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1639,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1640,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1641,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1642,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1643,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1644,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1645,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1646,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1647,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1648,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1649,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1650,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1651,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1652,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1653,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1654,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1655,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Wetland
1656,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1657,Water,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1658,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
1659,Water,Forest,Water,NULL,Water,Water,Water,Forest
1660,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
1661,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
1662,Water,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1663,Water,Forest,Water,Non_Water,Water,Water,Water,Water
1664,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
1665,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1666,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
1667,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
1668,Water,Forest,Water,Water,Water,Wetland,Water,Forest
1669,Water,Forest,Water,Water,Water,Water,Water,Grassland
1670,Water,Forest,Water,Water,Water,Water,Water,Water
1671,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1672,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1673,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1674,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1675,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1676,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1677,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1678,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1679,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1680,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1681,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1682,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1683,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1684,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1685,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1686,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1687,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1688,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1689,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1690,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1691,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1692,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1693,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1694,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1695,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1696,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1697,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1698,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1699,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1700,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1701,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1702,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1703,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1704,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1705,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1706,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1707,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1708,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1709,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1710,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1711,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1712,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1713,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1714,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1715,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1716,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1717,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1718,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1719,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
1720,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1721,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1722,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1723,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1724,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1725,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1726,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1727,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1728,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1729,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1730,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1731,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1732,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1733,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1734,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1735,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1736,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1737,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1738,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1739,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1740,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1741,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1742,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1743,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1744,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1745,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1746,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1747,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1748,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1749,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1750,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1751,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1752,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1753,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1754,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1755,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1756,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1757,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
1758,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1759,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1760,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1761,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1762,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1763,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
1764,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1765,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1766,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1767,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1768,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1769,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1770,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1771,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1772,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1773,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1774,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1775,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1776,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1777,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1778,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1779,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1780,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
1781,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1782,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1783,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1784,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
1785,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1786,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1787,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1788,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1789,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1790,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1791,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1792,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1793,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1794,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1795,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1796,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1797,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1798,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1799,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1800,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1801,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1802,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1803,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1804,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1805,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1806,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1807,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1808,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1809,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1810,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1811,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1812,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1813,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1814,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1815,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1816,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1817,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1818,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1819,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1820,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1821,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1822,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1823,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1824,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1825,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1826,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1827,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1828,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1829,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1830,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1831,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1832,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1833,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1834,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1835,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1836,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1837,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1838,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1839,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1840,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1841,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1842,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1843,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1844,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
1845,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1846,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1847,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1848,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1849,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1850,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1851,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1852,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1853,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1854,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1855,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1856,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1857,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
1858,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1859,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1860,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1861,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1862,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1863,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1864,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1865,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1866,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1867,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1868,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1869,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1870,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1871,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1872,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1873,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1874,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1875,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1876,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1877,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1878,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1879,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1880,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
1881,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
1882,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1883,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1884,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1885,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1886,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1887,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1888,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
1889,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1890,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1891,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1892,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1893,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1894,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1895,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1896,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1897,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1898,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1899,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1900,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
1901,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
1902,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
1903,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
1904,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
1905,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1906,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
1907,Forest,NULL,Water,NULL,Water,Water,Water,Water
1908,Forest,NULL,Water,NULL,Water,Water,Water,Forest
1909,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
1910,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1911,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1912,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
1913,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1914,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1915,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1916,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
1917,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
1918,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
1919,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
1920,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
1921,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1922,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1923,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
1924,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1925,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1926,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1927,Forest,NULL,Water,Water,Water,Wetland,Water,Water
1928,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
1929,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1930,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
1931,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1932,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
1933,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1934,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1935,Forest,NULL,Water,Water,Water,Water,Water,Water
1936,Forest,NULL,Water,Water,Water,Water,Water,Forest
1937,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1938,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1939,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1940,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1941,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1942,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
