Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVE_M_R
12189,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12190,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
12191,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12192,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
12193,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
12194,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
12195,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
12196,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
12197,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Built-up
12198,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
12199,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
12200,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
12201,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
12202,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12203,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
12204,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
12205,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12206,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
12207,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12208,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12209,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
12210,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
12211,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12212,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12213,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12214,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12215,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
12216,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
12217,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12218,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12219,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12220,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
12221,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
12222,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12223,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12224,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12225,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
12226,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
12227,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
12228,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
12229,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12230,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
12231,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
12232,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Wetland,Forest
12233,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
12234,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
12235,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
12236,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12237,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12238,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12239,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
12240,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12241,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12242,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12243,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12244,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
12245,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
12246,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12247,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12248,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12249,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
12250,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
12251,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12252,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
12253,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
12254,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
12255,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12256,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
12257,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12258,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
12259,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12260,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
12261,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
12262,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12263,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
12264,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12265,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
12266,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12267,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12268,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12269,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12270,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12271,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
12272,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12273,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12274,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12275,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12276,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12277,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12278,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12279,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12280,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12281,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12282,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12283,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12284,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12285,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12286,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
12287,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12288,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
12289,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12290,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12291,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12292,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
12293,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12294,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12295,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12296,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12297,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
12298,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
12299,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
12300,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
12301,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12302,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
12303,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
12304,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12305,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12306,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12307,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12308,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
12309,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12310,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12311,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12312,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12313,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12314,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12315,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12316,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12317,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12318,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12319,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12320,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12321,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12322,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12323,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
12324,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12325,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
12326,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
12327,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
12328,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
12329,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12330,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
12331,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
12332,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
12333,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
12334,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12335,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
12336,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
12337,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
12338,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12339,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12340,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
12341,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
12342,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12343,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12344,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
12345,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12346,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12347,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
12348,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
12349,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
12350,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
12351,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
12352,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
12353,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
12354,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
12355,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
12356,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
12357,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12358,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
12359,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12360,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
12361,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12362,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
12363,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12364,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
12365,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12366,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12367,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
12368,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12369,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12370,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
12371,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
12372,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12373,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
12374,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
12375,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
12376,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
12377,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
12378,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12379,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12380,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12381,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
12382,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12383,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
12384,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12385,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12386,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12387,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12388,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12389,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12390,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12391,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
12392,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12393,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12394,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12395,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12396,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12397,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
12398,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12399,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
12400,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
12401,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
12402,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
12403,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12404,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12405,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12406,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12407,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
12408,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
12409,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
12410,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12411,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
12412,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
12413,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
12414,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12415,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
12416,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12417,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
12418,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12419,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
12420,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
12421,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
12422,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
12423,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
12424,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
12425,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
12426,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
12427,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
12428,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
12429,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
12430,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
12431,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12432,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
12433,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
12434,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
12435,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,NULL
12436,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
12437,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
12438,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
12439,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12440,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
12441,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12442,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
12443,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12444,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
12445,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
12446,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12447,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
12448,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12449,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
12450,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
12451,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12452,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
12453,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
12454,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
12455,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
12456,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
12457,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
12458,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
12459,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
12460,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
12461,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12462,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
12463,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
12464,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
12465,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
12466,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12467,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
12468,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12469,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12470,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12471,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
12472,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12473,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12474,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12475,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12476,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12477,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12478,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12479,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12480,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12481,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
12482,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
12483,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
12484,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
12485,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12486,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
12487,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12488,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12489,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12490,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12491,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12492,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12493,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12494,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12495,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12496,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
12497,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12498,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12499,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
12500,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12501,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12502,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12503,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12504,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12505,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
