Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHG_M_R
19000,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19001,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19002,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
19003,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19004,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
19005,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19006,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
19007,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
19008,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
19009,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
19010,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
19011,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19012,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
19013,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
19014,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19015,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
19016,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
19017,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
19018,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
19019,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
19020,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19021,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
19022,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
19023,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
19024,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
19025,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
19026,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
19027,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
19028,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
19029,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19030,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19031,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19032,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
19033,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19034,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
19035,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19036,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
19037,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19038,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19039,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
19040,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
19041,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
19042,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
19043,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
19044,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
19045,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
19046,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19047,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
19048,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19049,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
19050,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
19051,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
19052,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
19053,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
19054,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
19055,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
19056,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
19057,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
19058,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
19059,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
19060,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
19061,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
19062,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
19063,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
19064,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
19065,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
19066,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
19067,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
19068,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
19069,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
19070,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
19071,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Cropland
19072,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
19073,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
19074,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
19075,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
19076,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
19077,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
19078,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
19079,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
19080,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
19081,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
19082,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
19083,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
19084,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
19085,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
19086,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
19087,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19088,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
19089,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
19090,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
19091,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19092,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
19093,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
19094,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
19095,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
19096,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
19097,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
19098,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
19099,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
19100,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
19101,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
19102,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
19103,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
19104,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
19105,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
19106,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
19107,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
19108,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19109,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19110,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
19111,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
19112,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19113,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19114,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
19115,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19116,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
19117,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
19118,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
19119,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
19120,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
19121,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
19122,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
19123,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
19124,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19125,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
19126,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
19127,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
19128,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
19129,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
19130,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
19131,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
19132,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
19133,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
19134,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
19135,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
19136,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
19137,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
19138,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
19139,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
19140,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
19141,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
19142,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
19143,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
19144,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
19145,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
19146,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19147,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
19148,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
19149,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
19150,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
19151,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
19152,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
19153,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
19154,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
19155,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
19156,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19157,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
19158,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
19159,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
19160,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
19161,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
19162,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
19163,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
19164,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
19165,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
19166,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
19167,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
19168,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
19169,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
19170,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
19171,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
19172,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
19173,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
19174,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
19175,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19176,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
19177,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
19178,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19179,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19180,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19181,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
19182,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
19183,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
19184,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
19185,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19186,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
19187,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19188,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19189,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19190,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19191,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
19192,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
19193,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
19194,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
19195,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
19196,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
19197,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19198,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
19199,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
19200,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19201,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19202,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19203,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
19204,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
19205,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
19206,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
19207,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19208,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
19209,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
19210,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
19211,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
19212,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
19213,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
19214,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
19215,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
19216,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19217,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
19218,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
19219,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
19220,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
19221,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
19222,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
19223,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
19224,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
19225,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
19226,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
19227,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
19228,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
19229,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
19230,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
19231,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
19232,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
19233,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
19234,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest,Water,Water
19235,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
19236,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
19237,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
19238,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
19239,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
19240,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
19241,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
19242,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
19243,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
19244,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19245,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
19246,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
19247,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
19248,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
19249,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
19250,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
19251,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
19252,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
19253,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
19254,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
19255,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
19256,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
19257,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
19258,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
19259,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
19260,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
19261,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
19262,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
19263,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
19264,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
19265,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
19266,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,NULL
19267,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
19268,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
19269,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
19270,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
19271,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
19272,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
19273,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Water
19274,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
19275,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
19276,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19277,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
19278,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
19279,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
19280,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19281,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19282,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19283,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19284,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19285,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19286,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19287,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19288,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
19289,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19290,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
19291,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19292,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Water
19293,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
19294,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
19295,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19296,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
19297,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
19298,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19299,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
19300,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
19301,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
19302,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
19303,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19304,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
19305,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
19306,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
19307,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
19308,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
19309,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
