Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRN_M_R
12782,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
12783,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
12784,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
12785,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12786,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12787,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12788,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
12789,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12790,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12791,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
12792,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12793,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
12794,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
12795,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
12796,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12797,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12798,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12799,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12800,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12801,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12802,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12803,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
12804,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12805,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12806,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12807,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
12808,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12809,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
12810,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12811,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12812,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12813,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
12814,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
12815,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12816,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12817,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12818,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12819,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12820,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12821,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12822,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12823,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12824,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
12825,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
12826,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
12827,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12828,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12829,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12830,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12831,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12832,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
12833,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12834,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12835,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12836,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12837,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12838,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12839,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12840,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12841,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12842,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
12843,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12844,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
12845,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12846,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
12847,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
12848,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
12849,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12850,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12851,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12852,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
12853,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12854,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12855,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
12856,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
12857,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12858,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
12859,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12860,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12861,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12862,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
12863,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Cropland
12864,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
12865,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12866,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12867,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12868,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12869,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
12870,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12871,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
12872,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
12873,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12874,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
12875,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
12876,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12877,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12878,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12879,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12880,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12881,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
12882,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
12883,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12884,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12885,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
12886,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12887,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Water,Water
12888,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
12889,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
12890,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
12891,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12892,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
12893,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12894,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12895,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12896,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12897,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12898,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12899,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12900,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12901,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12902,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12903,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12904,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
12905,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12906,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12907,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
12908,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12909,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12910,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12911,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12912,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12913,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12914,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12915,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12916,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12917,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12918,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12919,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12920,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12921,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12922,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12923,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12924,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
12925,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12926,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12927,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12928,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12929,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12930,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
12931,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12932,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12933,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland,NULL,Wetland
12934,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Water,Grassland
12935,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
12936,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12937,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12938,Forest,Wetland,Wetland,NULL,Wetland,Cropland,NULL,Wetland
12939,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
12940,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
12941,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
12942,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
12943,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
12944,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
12945,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
12946,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
12947,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
12948,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
12949,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
12950,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
12951,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
12952,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
12953,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
12954,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
12955,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
12956,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Water
12957,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
12958,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
12959,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
12960,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
12961,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
12962,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
12963,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
12964,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Water
12965,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12966,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Wetland
12967,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Water
12968,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Forest
12969,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
12970,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest,Water
12971,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
12972,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
12973,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
12974,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Water
12975,Forest,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
12976,Forest,Wetland,Wetland,Water,Wetland,Water,Shrubland,Water
12977,Forest,Wetland,Wetland,Water,Wetland,Water,Shrubland,Forest
12978,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
12979,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
12980,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Water
12981,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Wetland
12982,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Water
12983,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Forest
12984,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Water
12985,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12986,Forest,Wetland,Water,Non_Water,Water,Water,Shrubland,Water
12987,Forest,Wetland,Water,Water,Water,Water,Shrubland,Water
12988,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
12989,Forest,Wetland,Water,Water,Water,Water,Water,Water
12990,Forest,Wetland,Water,Water,Water,Forest,Shrubland,Water
12991,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12992,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12993,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12994,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12995,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12996,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
12997,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
12998,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12999,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13000,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13001,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
13002,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
13003,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
13004,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13005,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13006,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13007,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13008,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13009,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13010,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
13011,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
13012,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
13013,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
13014,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
13015,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
13016,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
13017,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13018,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13019,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
13020,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13021,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
13022,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13023,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
13024,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
13025,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
13026,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
13027,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
13028,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13029,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13030,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13031,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13032,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13033,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13034,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13035,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
13036,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13037,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13038,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13039,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
13040,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13041,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
13042,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Wetland
13043,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
13044,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13045,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
13046,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13047,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13048,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
13049,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13050,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
13051,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
13052,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
13053,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13054,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
13055,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
13056,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
13057,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
13058,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
13059,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
13060,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
13061,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
13062,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
13063,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
13064,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
13065,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
13066,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
13067,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13068,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
13069,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
13070,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
13071,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
13072,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
13073,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
13074,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
13075,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13076,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
13077,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
13078,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
13079,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13080,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13081,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13082,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13083,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13084,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13085,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13086,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
13087,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13088,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13089,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
13090,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
13091,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
13092,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
13093,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13094,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13095,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13096,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13097,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13098,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13099,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13100,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13101,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
