Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R
8767,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8768,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8769,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8770,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
8771,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8772,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8773,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8774,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
8775,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8776,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8777,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8778,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8779,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8780,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8781,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8782,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8783,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
8784,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8785,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8786,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8787,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8788,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8789,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8790,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8791,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8792,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8793,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8794,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8795,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8796,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8797,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8798,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8799,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8800,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8801,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8802,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8803,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8804,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8805,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8806,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8807,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8808,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8809,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8810,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8811,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8812,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8813,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8814,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8815,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8816,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8817,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
8818,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8819,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8820,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8821,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8822,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8823,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8824,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8825,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8826,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8827,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8828,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Forest,Bareland
8829,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8830,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8831,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8832,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8833,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
8834,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8835,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8836,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8837,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8838,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8839,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8840,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8841,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8842,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8843,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8844,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8845,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8846,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8847,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8848,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8849,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8850,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8851,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8852,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8853,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8854,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8855,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8856,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8857,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8858,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8859,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8860,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8861,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8862,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8863,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8864,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8865,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8866,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8867,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
8868,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8869,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8870,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8871,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
8872,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8873,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8874,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8875,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8876,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
8877,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8878,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8879,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8880,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8881,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8882,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8883,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
8884,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8885,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8886,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8887,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8888,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8889,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8890,Forest,Cropland,Water,Water,Water,Water,Water,Water
8891,Forest,Cropland,Water,Water,Water,Forest,Forest,Forest
8892,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8893,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8894,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8895,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8896,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8897,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8898,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8899,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8900,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8901,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8902,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8903,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8904,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8905,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8906,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8907,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8908,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8909,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8910,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8911,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8912,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8913,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8914,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8915,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8916,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8917,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8918,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8919,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
8920,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8921,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8922,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8923,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8924,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8925,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
8926,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8927,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
8928,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
8929,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8930,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8931,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8932,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
8933,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8934,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
8935,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8936,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8937,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8938,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8939,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8940,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
8941,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
8942,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8943,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8944,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8945,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8946,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8947,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8948,Forest,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Forest
8949,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
8950,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
8951,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
8952,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8953,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8954,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
8955,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8956,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8957,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
8958,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
8959,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
8960,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8961,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8962,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
8963,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8964,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
8965,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
8966,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8967,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8968,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8969,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8970,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8971,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8972,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
8973,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8974,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8975,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8976,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8977,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8978,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8979,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8980,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
8981,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8982,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8983,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8984,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8985,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8986,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8987,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8988,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8989,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
8990,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
8991,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
8992,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8993,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8994,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
8995,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
8996,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
8997,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
8998,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8999,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9000,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9001,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9002,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9003,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9004,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
9005,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
9006,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
9007,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Water
9008,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Forest
9009,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
9010,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
9011,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9012,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
9013,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
9014,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9015,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9016,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Grassland
9017,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
9018,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
9019,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
9020,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9021,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
9022,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9023,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9024,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9025,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
9026,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
9027,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
9028,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9029,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
9030,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9031,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
9032,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9033,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9034,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9035,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9036,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
9037,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9038,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9039,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
9040,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9041,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
9042,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
9043,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest,Forest
9044,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
9045,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
9046,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
9047,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
9048,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9049,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
9050,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
9051,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
9052,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
9053,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
9054,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
9055,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
9056,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Water
9057,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
9058,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
9059,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
9060,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
9061,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Forest
9062,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
9063,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
9064,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
9065,Forest,Wetland,Water,Water,Water,NULL,Water,Water
9066,Forest,Wetland,Water,Water,Water,NULL,Forest,Forest
9067,Forest,Wetland,Water,Water,Water,Water,Water,Water
9068,Forest,Wetland,Water,Water,Water,Water,Water,Forest
9069,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
9070,Forest,Wetland,Water,Water,Water,Forest,Water,Water
9071,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
9072,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9073,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9074,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9075,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9076,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9077,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9078,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9079,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9080,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9081,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9082,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
9083,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9084,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9085,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
9086,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Bareland
9087,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
9088,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
9089,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
9090,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
9091,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9092,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9093,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
9094,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9095,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
9096,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
9097,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
9098,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
