Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRR_M_R
18652,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
18653,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
18654,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Wetland
18655,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
18656,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
18657,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
18658,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
18659,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
18660,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
18661,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
18662,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
18663,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
18664,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
18665,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
18666,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
18667,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
18668,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
18669,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
18670,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
18671,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
18672,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Wetland
18673,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
18674,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
18675,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
18676,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
18677,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
18678,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
18679,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
18680,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
18681,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
18682,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
18683,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
18684,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
18685,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
18686,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
18687,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
18688,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
18689,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
18690,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
18691,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
18692,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
18693,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
18694,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
18695,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
18696,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
18697,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
18698,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
18699,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
18700,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
18701,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
18702,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
18703,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
18704,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
18705,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
18706,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
18707,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
18708,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
18709,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
18710,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
18711,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
18712,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
18713,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
18714,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Built-up,Wetland
18715,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
18716,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
18717,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
18718,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
18719,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
18720,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
18721,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
18722,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
18723,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
18724,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
18725,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
18726,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
18727,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
18728,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
18729,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
18730,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
18731,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
18732,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
18733,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
18734,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
18735,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18736,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
18737,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
18738,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
18739,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
18740,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
18741,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
18742,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
18743,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
18744,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
18745,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
18746,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
18747,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
18748,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
18749,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
18750,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
18751,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
18752,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
18753,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
18754,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
18755,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
18756,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
18757,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
18758,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
18759,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
18760,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
18761,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
18762,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
18763,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
18764,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Cropland
18765,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
18766,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
18767,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
18768,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
18769,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
18770,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
18771,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Wetland
18772,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
18773,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
18774,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
18775,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
18776,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
18777,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
18778,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
18779,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
18780,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
18781,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
18782,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
18783,Forest,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Wetland
18784,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
18785,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Forest
18786,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
18787,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
18788,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
18789,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
18790,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
18791,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
18792,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Wetland
18793,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
18794,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
18795,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
18796,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
18797,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
18798,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
18799,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
18800,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
18801,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
18802,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
18803,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
18804,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
18805,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
18806,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
18807,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
18808,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
18809,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
18810,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
18811,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
18812,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
18813,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
18814,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
18815,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
18816,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
18817,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
18818,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
18819,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
18820,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
18821,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
18822,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
18823,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
18824,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
18825,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
18826,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
18827,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
18828,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
18829,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
18830,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
18831,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
18832,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
18833,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
18834,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
18835,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
18836,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
18837,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
18838,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
18839,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
18840,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
18841,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
18842,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
18843,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
18844,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
18845,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
18846,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
18847,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
18848,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
18849,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
18850,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
18851,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
18852,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
18853,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
18854,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
18855,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
18856,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
18857,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
18858,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
18859,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
18860,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
18861,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
18862,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
18863,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
18864,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
18865,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
18866,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
18867,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
18868,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
18869,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
18870,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
18871,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
18872,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
18873,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
18874,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
18875,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
18876,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
18877,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
18878,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
18879,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
18880,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
18881,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
18882,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
18883,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
18884,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
18885,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
18886,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
18887,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
18888,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
18889,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
18890,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
18891,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
18892,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
18893,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
18894,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
18895,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
18896,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
18897,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
18898,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
18899,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
18900,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
18901,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
18902,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
18903,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
18904,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
18905,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
18906,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
18907,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
18908,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
18909,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
18910,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Wetland
18911,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
18912,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
18913,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
18914,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
18915,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18916,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
18917,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
18918,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
18919,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
18920,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
18921,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
18922,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
18923,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
18924,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
18925,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
18926,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
18927,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
18928,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
18929,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Water
18930,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
18931,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
18932,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
18933,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
18934,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
18935,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
18936,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
18937,Forest,Cropland,NULL,Water,Non_Wetland,Forest,NULL,Grassland
18938,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
18939,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
18940,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
18941,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
18942,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
18943,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
18944,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
18945,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
18946,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
18947,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
18948,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
18949,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
18950,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
18951,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
18952,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
18953,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
18954,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
18955,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
18956,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
18957,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
18958,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
18959,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
18960,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
18961,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
18962,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
18963,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
18964,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
18965,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
18966,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
18967,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
18968,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
18969,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
18970,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18971,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
18972,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
18973,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
18974,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
18975,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
18976,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
18977,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
18978,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
18979,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
