Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRP_M_R
3920,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
3921,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3922,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
3923,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3924,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3925,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3926,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3927,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3928,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3929,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3930,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3931,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3932,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
3933,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3934,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3935,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3936,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3937,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3938,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3939,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3940,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3941,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
3942,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3943,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3944,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3945,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3946,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3947,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3948,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3949,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3950,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3951,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3952,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3953,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3954,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3955,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3956,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
3957,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3958,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3959,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3960,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3961,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3962,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3963,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
3964,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
3965,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3966,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3967,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3968,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3969,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3970,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3971,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3972,Forest,Water,NULL,Water,Non_Wetland,NULL,Grassland,Forest
3973,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
3974,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3975,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
3976,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
3977,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3978,Forest,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
3979,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3980,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3981,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
3982,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
3983,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3984,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3985,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
3986,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3987,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3988,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3989,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3990,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3991,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
3992,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3993,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3994,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3995,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
3996,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3997,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3998,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3999,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
4000,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4001,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4002,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4003,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4004,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4005,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
4006,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4007,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4008,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
4009,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4010,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
4011,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4012,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4013,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4014,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4015,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4016,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4017,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Built-up
4018,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4019,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4020,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4021,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4022,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4023,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4024,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4025,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4026,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
4027,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4028,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4029,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4030,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4031,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4032,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
4033,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4034,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4035,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4036,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
4037,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
4038,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4039,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4040,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4041,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4042,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4043,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4044,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4045,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4046,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4047,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4048,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4049,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4050,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4051,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4052,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4053,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4054,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4055,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4056,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4057,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4058,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4059,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4060,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
4061,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4062,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4063,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4064,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4065,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
4066,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
4067,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
4068,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
4069,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
4070,Forest,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
4071,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
4072,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4073,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4074,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4075,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4076,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4077,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
4078,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4079,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4080,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
4081,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4082,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4083,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4084,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4085,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4086,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
4087,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4088,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4089,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4090,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4091,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4092,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4093,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4094,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4095,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
4096,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4097,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4098,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4099,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4100,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4101,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4102,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
4103,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
4104,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4105,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4106,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4107,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4108,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4109,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4110,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4111,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
4112,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4113,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4114,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4115,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4116,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4117,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4118,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4119,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4120,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4121,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4122,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4123,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4124,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4125,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4126,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4127,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4128,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4129,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4130,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4131,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4132,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4133,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
4134,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4135,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4136,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4137,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4138,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4139,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4140,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4141,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
4142,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4143,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4144,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4145,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4146,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4147,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4148,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
4149,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4150,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4151,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4152,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4153,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
4154,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
4155,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4156,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4157,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4158,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4159,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
4160,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4161,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4162,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4163,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
4164,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
4165,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
4166,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4167,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
4168,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4169,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
4170,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
4171,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
4172,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
4173,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
4174,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
4175,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
4176,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
4177,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
4178,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4179,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4180,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4181,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4182,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4183,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4184,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4185,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4186,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4187,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4188,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4189,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4190,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4191,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4192,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4193,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4194,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4195,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4196,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4197,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4198,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4199,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
4200,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4201,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4202,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4203,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4204,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
4205,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
4206,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
4207,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
4208,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Forest,Grassland
4209,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
4210,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
4211,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4212,Forest,Water,Water,NULL,Water,NULL,Water,Water
4213,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4214,Forest,Water,Water,NULL,Water,NULL,Forest,Water
4215,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
4216,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
4217,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
4218,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
4219,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
4220,Forest,Water,Water,NULL,Water,Grassland,Water,Water
4221,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
4222,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
4223,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
4224,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
4225,Forest,Water,Water,NULL,Water,Bareland,Grassland,Grassland
4226,Forest,Water,Water,NULL,Water,Bareland,Grassland,Bareland
4227,Forest,Water,Water,NULL,Water,Bareland,Grassland,Water
4228,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
4229,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
4230,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
4231,Forest,Water,Water,NULL,Water,Bareland,Forest,Grassland
4232,Forest,Water,Water,NULL,Water,Bareland,Forest,Bareland
4233,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
4234,Forest,Water,Water,NULL,Water,Water,Grassland,Wetland
4235,Forest,Water,Water,NULL,Water,Water,Grassland,Bareland
4236,Forest,Water,Water,NULL,Water,Water,Grassland,Water
4237,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
4238,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
4239,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
4240,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
4241,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4242,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4243,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
4244,Forest,Water,Water,NULL,Water,Water,Water,Bareland
4245,Forest,Water,Water,NULL,Water,Water,Water,Water
4246,Forest,Water,Water,NULL,Water,Water,Water,Forest
4247,Forest,Water,Water,NULL,Water,Water,Forest,Built-up
4248,Forest,Water,Water,NULL,Water,Water,Forest,Water
4249,Forest,Water,Water,NULL,Water,Water,Forest,Forest
4250,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
4251,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
4252,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4253,Forest,Water,Water,NULL,Water,Forest,Water,Water
4254,Forest,Water,Water,NULL,Water,Forest,Water,Forest
4255,Forest,Water,Water,NULL,Water,Forest,Forest,Water
4256,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
4257,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
4258,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4259,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
4260,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4261,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
4262,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
4263,Forest,Water,Water,Non_Water,Water,Grassland,Water,Wetland
4264,Forest,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
4265,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
4266,Forest,Water,Water,Non_Water,Water,Water,Grassland,Grassland
4267,Forest,Water,Water,Non_Water,Water,Water,Grassland,Wetland
4268,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
4269,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
4270,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4271,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
4272,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4273,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4274,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
4275,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4276,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4277,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4278,Forest,Water,Water,Water,Water,NULL,Water,Water
4279,Forest,Water,Water,Water,Water,NULL,Water,Forest
4280,Forest,Water,Water,Water,Water,NULL,Forest,Water
4281,Forest,Water,Water,Water,Water,NULL,Forest,Forest
4282,Forest,Water,Water,Water,Water,Grassland,Grassland,Water
4283,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
4284,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
4285,Forest,Water,Water,Water,Water,Grassland,Water,Water
4286,Forest,Water,Water,Water,Water,Bareland,Grassland,Water
4287,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
