Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R
14318,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
14319,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14320,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
14321,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
14322,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
14323,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
14324,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14325,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
14326,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
14327,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
14328,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Built-up
14329,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14330,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
14331,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
14332,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
14333,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14334,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
14335,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14336,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
14337,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
14338,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
14339,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
14340,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14341,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
14342,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
14343,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14344,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
14345,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14346,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
14347,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
14348,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
14349,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
14350,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14351,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14352,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14353,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14354,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14355,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14356,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14357,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
14358,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14359,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
14360,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
14361,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14362,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
14363,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
14364,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14365,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Bareland
14366,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
14367,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
14368,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14369,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
14370,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
14371,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
14372,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14373,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14374,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
14375,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Forest
14376,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
14377,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
14378,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
14379,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
14380,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
14381,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
14382,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
14383,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
14384,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
14385,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
14386,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
14387,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
14388,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
14389,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
14390,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
14391,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
14392,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
14393,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
14394,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
14395,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14396,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
14397,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
14398,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
14399,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
14400,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
14401,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
14402,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
14403,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
14404,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
14405,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
14406,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
14407,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
14408,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
14409,Forest,NULL,Forest,Water,Non_Wetland,NULL,Built-up,Wetland
14410,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
14411,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
14412,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
14413,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
14414,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14415,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
14416,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
14417,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,NULL
14418,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
14419,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
14420,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
14421,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,NULL
14422,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
14423,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Cropland
14424,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
14425,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
14426,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
14427,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
14428,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
14429,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
14430,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
14431,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
14432,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
14433,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
14434,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
14435,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
14436,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Water
14437,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Water
14438,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14439,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14440,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14441,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
14442,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
14443,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
14444,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
14445,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
14446,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14447,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14448,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
14449,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
14450,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14451,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14452,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
14453,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14454,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
14455,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14456,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14457,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14458,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14459,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14460,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
14461,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14462,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14463,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
14464,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14465,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
14466,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
14467,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
14468,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14469,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
14470,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
14471,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14472,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
14473,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14474,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14475,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
14476,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14477,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14478,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14479,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
14480,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
14481,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
14482,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
14483,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
14484,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
14485,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14486,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14487,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
14488,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14489,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
14490,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
14491,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
14492,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14493,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14494,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
14495,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14496,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
14497,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
14498,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14499,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
14500,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14501,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14502,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
14503,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14504,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14505,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
14506,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
14507,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
14508,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
14509,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
14510,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
14511,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
14512,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
14513,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
14514,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Water,NULL
14515,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14516,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14517,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14518,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14519,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14520,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
14521,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
14522,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
14523,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14524,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
14525,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
14526,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
14527,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14528,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14529,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14530,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14531,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14532,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14533,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14534,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14535,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14536,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14537,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14538,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14539,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14540,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14541,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14542,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14543,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
14544,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
14545,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14546,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
14547,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
14548,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
14549,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14550,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14551,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14552,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14553,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14554,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14555,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14556,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
14557,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
14558,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14559,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
14560,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
14561,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
14562,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
14563,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
14564,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
14565,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14566,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
14567,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14568,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14569,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14570,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14571,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
14572,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14573,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14574,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
14575,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14576,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
14577,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
14578,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
14579,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14580,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14581,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14582,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
14583,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
14584,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14585,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
14586,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
14587,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
14588,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
14589,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
14590,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
14591,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
14592,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14593,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
14594,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
14595,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
14596,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
14597,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
14598,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
14599,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
14600,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
14601,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
14602,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
14603,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
14604,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14605,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14606,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
14607,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14608,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14609,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14610,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14611,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14612,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14613,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14614,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14615,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
14616,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
14617,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
14618,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
14619,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
14620,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
14621,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14622,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14623,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
14624,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14625,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14626,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
14627,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14628,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14629,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
14630,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
14631,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
14632,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14633,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14634,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14635,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
14636,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
14637,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
14638,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
