Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBP_M_R
766,Forest,Water,Water,Water,Water,Water,Forest,Forest
767,Forest,Water,Water,Water,Water,Forest,Wetland,Water
768,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
769,Forest,Water,Water,Water,Water,Forest,Water,Water
770,Forest,Water,Water,Water,Water,Forest,Water,Forest
771,Forest,Water,Water,Water,Water,Forest,Forest,Water
772,Forest,Water,Water,Water,Water,Forest,Forest,Forest
773,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
774,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
775,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
776,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
777,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
778,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
779,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
780,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
781,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
782,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
783,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
784,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
785,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
786,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
787,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
788,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
789,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
790,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
791,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
792,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
793,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
794,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
795,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
796,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
797,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
798,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
799,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
800,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
801,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
802,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
803,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
804,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
805,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
806,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
807,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
808,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
809,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
810,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
811,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
812,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
813,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
814,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
815,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
816,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
817,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
818,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
819,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
820,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
821,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
822,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
823,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
824,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
825,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
826,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
827,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
828,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
829,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
830,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
831,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
832,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
833,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
834,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
835,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
836,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
837,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
838,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
839,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
840,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
841,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
842,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
843,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
844,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
845,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
846,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
847,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
848,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
849,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
850,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
851,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
852,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
853,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
854,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
855,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
856,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
857,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
858,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
859,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
860,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
861,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
862,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
863,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
864,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
865,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
866,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
867,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
868,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
869,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
870,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
871,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
872,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
873,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
874,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
875,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
876,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
877,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
878,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
879,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
880,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
881,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
882,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
883,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
884,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
885,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
886,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
887,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
888,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
889,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
890,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
891,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
892,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
893,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
894,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
895,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
896,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
897,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
898,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
899,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
900,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
901,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
902,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
903,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
904,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
905,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
906,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
907,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
908,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
909,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
910,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
911,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
912,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
913,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
914,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
915,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
916,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
917,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
918,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
919,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
920,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
921,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
922,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
923,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
924,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
925,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
926,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
927,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
928,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Water
929,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
930,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
931,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
932,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
933,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
934,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
935,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
936,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
937,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Water
938,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
939,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
940,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
941,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
942,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
943,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
944,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
945,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
946,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
947,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
948,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
949,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
950,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
951,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
952,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
953,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
954,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
955,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
956,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
957,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
958,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
959,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
960,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
961,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
962,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
963,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
964,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
965,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
966,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
967,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
968,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
969,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
970,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
971,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
972,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
973,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
974,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
975,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
976,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
977,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
978,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
979,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
980,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
981,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
982,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
983,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
984,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
985,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
986,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
987,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
988,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
989,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
990,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
991,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
992,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
993,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
994,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
995,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
996,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
997,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
998,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
999,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1000,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1001,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1002,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1003,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1004,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
1005,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1006,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1007,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1008,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1009,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
1010,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
1011,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1012,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1013,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1014,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1015,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1016,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1017,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
1018,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
1019,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1020,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
1021,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1022,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
1023,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1024,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
1025,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1026,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1027,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
1028,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1029,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
1030,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1031,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1032,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
1033,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1034,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
1035,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
1036,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
1037,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
1038,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1039,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1040,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1041,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1042,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1043,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1044,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1045,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1046,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1047,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1048,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1049,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1050,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1051,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1052,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1053,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1054,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1055,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1056,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1057,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1058,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1059,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1060,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
1061,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1062,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1063,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1064,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1065,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1066,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1067,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1068,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1069,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1070,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1071,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1072,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1073,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1074,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1075,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1076,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1077,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1078,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1079,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1080,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1081,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1082,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1083,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1084,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1085,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1086,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1087,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1088,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1089,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1090,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1091,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
1092,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1093,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
1094,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1095,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1096,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1097,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1098,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1099,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1100,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1101,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
1102,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1103,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1104,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1105,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1106,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1107,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1108,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1109,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1110,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1111,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1112,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1113,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
1114,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1115,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1116,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1117,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1118,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
1119,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1120,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1121,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
1122,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
