Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R
18789,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
18790,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
18791,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
18792,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
18793,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
18794,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
18795,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
18796,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
18797,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
18798,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
18799,Forest,NULL,Water,NULL,Water,Wetland,Forest,NULL
18800,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
18801,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
18802,Forest,NULL,Water,NULL,Water,Wetland,Forest,Water
18803,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
18804,Forest,NULL,Water,NULL,Water,Bareland,NULL,Grassland
18805,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
18806,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
18807,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
18808,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Water
18809,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
18810,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
18811,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Water
18812,Forest,NULL,Water,NULL,Water,Bareland,Wetland,NULL
18813,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
18814,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
18815,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
18816,Forest,NULL,Water,NULL,Water,Bareland,Water,Grassland
18817,Forest,NULL,Water,NULL,Water,Bareland,Water,Wetland
18818,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
18819,Forest,NULL,Water,NULL,Water,Bareland,Forest,Wetland
18820,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
18821,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
18822,Forest,NULL,Water,NULL,Water,Water,Shrubland,Grassland
18823,Forest,NULL,Water,NULL,Water,Water,Shrubland,Wetland
18824,Forest,NULL,Water,NULL,Water,Water,Shrubland,Water
18825,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
18826,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
18827,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
18828,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
18829,Forest,NULL,Water,NULL,Water,Water,Wetland,Bareland
18830,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
18831,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
18832,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
18833,Forest,NULL,Water,NULL,Water,Water,Water,Water
18834,Forest,NULL,Water,NULL,Water,Water,Water,Forest
18835,Forest,NULL,Water,NULL,Water,Water,Forest,Wetland
18836,Forest,NULL,Water,NULL,Water,Water,Forest,Water
18837,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
18838,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
18839,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Water
18840,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
18841,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
18842,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
18843,Forest,NULL,Water,NULL,Water,Forest,Wetland,Wetland
18844,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
18845,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
18846,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
18847,Forest,NULL,Water,Non_Water,Water,NULL,Water,Wetland
18848,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Wetland
18849,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Forest
18850,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
18851,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
18852,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
18853,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Water
18854,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
18855,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
18856,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
18857,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
18858,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
18859,Forest,NULL,Water,Non_Water,Water,Grassland,Shrubland,NULL
18860,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
18861,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
18862,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,NULL
18863,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Grassland
18864,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Wetland
18865,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Forest
18866,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
18867,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,NULL
18868,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
18869,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
18870,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
18871,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
18872,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
18873,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
18874,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Wetland
18875,Forest,NULL,Water,Non_Water,Water,Bareland,NULL,Wetland
18876,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Grassland
18877,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Wetland
18878,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Forest
18879,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
18880,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
18881,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Water
18882,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Forest
18883,Forest,NULL,Water,Non_Water,Water,Bareland,Water,NULL
18884,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
18885,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
18886,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Water
18887,Forest,NULL,Water,Non_Water,Water,Bareland,Forest,Grassland
18888,Forest,NULL,Water,Non_Water,Water,Bareland,Forest,Wetland
18889,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Wetland
18890,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Water
18891,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
18892,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
18893,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
18894,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
18895,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
18896,Forest,NULL,Water,Water,Water,NULL,Shrubland,Forest
18897,Forest,NULL,Water,Water,Water,NULL,Grassland,Water
18898,Forest,NULL,Water,Water,Water,NULL,Wetland,Wetland
18899,Forest,NULL,Water,Water,Water,NULL,Water,Forest
18900,Forest,NULL,Water,Water,Water,NULL,Forest,Water
18901,Forest,NULL,Water,Water,Water,Shrubland,NULL,Forest
18902,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
18903,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
18904,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
18905,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
18906,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Water
18907,Forest,NULL,Water,Water,Water,Shrubland,Wetland,Wetland
18908,Forest,NULL,Water,Water,Water,Shrubland,Wetland,Forest
18909,Forest,NULL,Water,Water,Water,Shrubland,Water,Grassland
18910,Forest,NULL,Water,Water,Water,Shrubland,Water,Wetland
18911,Forest,NULL,Water,Water,Water,Shrubland,Water,Water
18912,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
18913,Forest,NULL,Water,Water,Water,Shrubland,Forest,NULL
18914,Forest,NULL,Water,Water,Water,Shrubland,Forest,Wetland
18915,Forest,NULL,Water,Water,Water,Shrubland,Forest,Water
18916,Forest,NULL,Water,Water,Water,Shrubland,Forest,Forest
18917,Forest,NULL,Water,Water,Water,Wetland,NULL,NULL
18918,Forest,NULL,Water,Water,Water,Wetland,NULL,Wetland
18919,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Grassland
18920,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
18921,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Forest
18922,Forest,NULL,Water,Water,Water,Wetland,Grassland,Water
18923,Forest,NULL,Water,Water,Water,Wetland,Wetland,NULL
18924,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
18925,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
18926,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
18927,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
18928,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
18929,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
18930,Forest,NULL,Water,Water,Water,Wetland,Water,Water
18931,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
18932,Forest,NULL,Water,Water,Water,Wetland,Forest,Wetland
18933,Forest,NULL,Water,Water,Water,Wetland,Forest,Water
18934,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
18935,Forest,NULL,Water,Water,Water,Bareland,NULL,Wetland
18936,Forest,NULL,Water,Water,Water,Bareland,NULL,Water
18937,Forest,NULL,Water,Water,Water,Bareland,Shrubland,Grassland
18938,Forest,NULL,Water,Water,Water,Bareland,Shrubland,Wetland
18939,Forest,NULL,Water,Water,Water,Bareland,Shrubland,Water
18940,Forest,NULL,Water,Water,Water,Bareland,Shrubland,Forest
18941,Forest,NULL,Water,Water,Water,Bareland,Wetland,Grassland
18942,Forest,NULL,Water,Water,Water,Bareland,Wetland,Wetland
18943,Forest,NULL,Water,Water,Water,Bareland,Wetland,Forest
18944,Forest,NULL,Water,Water,Water,Bareland,Water,Grassland
18945,Forest,NULL,Water,Water,Water,Bareland,Water,Wetland
18946,Forest,NULL,Water,Water,Water,Bareland,Water,Water
18947,Forest,NULL,Water,Water,Water,Bareland,Water,Forest
18948,Forest,NULL,Water,Water,Water,Bareland,Forest,Grassland
18949,Forest,NULL,Water,Water,Water,Bareland,Forest,Wetland
18950,Forest,NULL,Water,Water,Water,Water,NULL,Grassland
18951,Forest,NULL,Water,Water,Water,Water,Shrubland,Wetland
18952,Forest,NULL,Water,Water,Water,Water,Shrubland,Water
18953,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
18954,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
18955,Forest,NULL,Water,Water,Water,Water,Water,Grassland
18956,Forest,NULL,Water,Water,Water,Water,Water,Wetland
18957,Forest,NULL,Water,Water,Water,Water,Water,Water
18958,Forest,NULL,Water,Water,Water,Water,Water,Forest
18959,Forest,NULL,Water,Water,Water,Water,Forest,Water
18960,Forest,NULL,Water,Water,Water,Water,Forest,Forest
18961,Forest,NULL,Water,Water,Water,Forest,Shrubland,Grassland
18962,Forest,NULL,Water,Water,Water,Forest,Shrubland,Forest
18963,Forest,NULL,Water,Water,Water,Forest,Water,Grassland
18964,Forest,NULL,Water,Water,Water,Forest,Water,Wetland
18965,Forest,NULL,Water,Water,Water,Forest,Water,Forest
18966,Forest,NULL,Water,Water,Water,Forest,Forest,Wetland
18967,Forest,NULL,Water,Water,Water,Forest,Forest,Water
18968,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
18969,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
18970,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
18971,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
18972,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
18973,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
18974,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
18975,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
18976,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
18977,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
18978,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
18979,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
18980,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
18981,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
18982,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
18983,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
18984,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
18985,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
18986,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
18987,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
18988,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
18989,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
18990,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
18991,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
18992,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
18993,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
18994,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
18995,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
18996,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
18997,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
18998,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
18999,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
19000,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
19001,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
19002,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
19003,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
19004,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
19005,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
19006,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
19007,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
19008,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
19009,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19010,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19011,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19012,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19013,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
19014,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19015,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
19016,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19017,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
19018,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19019,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19020,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
19021,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
19022,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
19023,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
19024,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
19025,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19026,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
19027,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Bareland
19028,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Built-up
19029,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
19030,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
19031,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19032,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
19033,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
19034,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
19035,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
19036,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
19037,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
19038,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
19039,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
19040,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
19041,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
19042,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
19043,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
19044,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
19045,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
19046,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
19047,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
19048,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
19049,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
19050,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
19051,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
19052,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
19053,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
19054,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19055,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19056,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
19057,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19058,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
19059,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
19060,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
19061,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
19062,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
19063,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
19064,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
19065,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
19066,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
19067,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
19068,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
19069,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
19070,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
19071,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
19072,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
19073,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
19074,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
19075,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
19076,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
19077,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
19078,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
19079,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
19080,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
19081,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
19082,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
19083,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
19084,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
19085,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
19086,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
19087,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
19088,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
19089,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
19090,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
19091,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
19092,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
19093,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
19094,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
19095,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
19096,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
19097,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
19098,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
19099,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Bareland
19100,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
19101,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
19102,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
19103,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
19104,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
19105,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
19106,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
19107,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
19108,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
19109,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
19110,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
19111,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
19112,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
19113,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
19114,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
19115,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
19116,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
19117,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
19118,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
19119,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
19120,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
19121,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
19122,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
19123,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
19124,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
19125,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19126,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
19127,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
19128,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19129,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
19130,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
19131,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
19132,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
19133,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
19134,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
19135,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
19136,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
19137,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
19138,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
19139,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
19140,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
19141,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
19142,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
19143,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
19144,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
19145,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
19146,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
19147,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
19148,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
19149,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
