Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEM_M_R
750,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
751,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
752,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
753,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
754,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
755,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
756,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
757,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
758,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
759,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
760,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
761,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
762,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
763,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
764,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
765,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
766,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
767,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
768,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
769,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
770,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
771,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
772,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
773,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
774,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
775,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
776,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
777,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
778,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
779,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
780,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
781,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
782,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
783,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
784,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
785,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
786,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
787,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
788,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
789,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
790,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
791,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
792,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
793,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
794,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
795,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
796,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Water
797,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
798,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
799,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
800,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
801,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
802,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
803,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
804,Forest,Water,Water,NULL,Water,NULL,Water,Water
805,Forest,Water,Water,NULL,Water,NULL,Water,Forest
806,Forest,Water,Water,NULL,Water,NULL,Forest,Water
807,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
808,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
809,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
810,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
811,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
812,Forest,Water,Water,NULL,Water,Grassland,Water,Water
813,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
814,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
815,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
816,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
817,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
818,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
819,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
820,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
821,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
822,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
823,Forest,Water,Water,NULL,Water,Water,Wetland,Water
824,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
825,Forest,Water,Water,NULL,Water,Water,Water,Grassland
826,Forest,Water,Water,NULL,Water,Water,Water,Water
827,Forest,Water,Water,NULL,Water,Water,Water,Forest
828,Forest,Water,Water,NULL,Water,Water,Forest,Water
829,Forest,Water,Water,NULL,Water,Water,Forest,Forest
830,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
831,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
832,Forest,Water,Water,NULL,Water,Forest,Water,Water
833,Forest,Water,Water,NULL,Water,Forest,Water,Forest
834,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
835,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
836,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
837,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
838,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
839,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
840,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
841,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
842,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
843,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
844,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
845,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
846,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
847,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
848,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
849,Forest,Water,Water,Non_Water,Water,Water,Wetland,Bareland
850,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
851,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
852,Forest,Water,Water,Non_Water,Water,Water,Water,Bareland
853,Forest,Water,Water,Non_Water,Water,Water,Water,Water
854,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
855,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
856,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
857,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
858,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
859,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
860,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
861,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
862,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
863,Forest,Water,Water,Water,Water,NULL,Wetland,Water
864,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
865,Forest,Water,Water,Water,Water,NULL,Water,Grassland
866,Forest,Water,Water,Water,Water,NULL,Water,Water
867,Forest,Water,Water,Water,Water,NULL,Water,Forest
868,Forest,Water,Water,Water,Water,NULL,Forest,Forest
869,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
870,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
871,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
872,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
873,Forest,Water,Water,Water,Water,Grassland,Water,Water
874,Forest,Water,Water,Water,Water,Grassland,Water,Forest
875,Forest,Water,Water,Water,Water,Grassland,Forest,Grassland
876,Forest,Water,Water,Water,Water,Grassland,Forest,Water
877,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
878,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
879,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
880,Forest,Water,Water,Water,Water,Wetland,Water,Water
881,Forest,Water,Water,Water,Water,Wetland,Water,Forest
882,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
883,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
884,Forest,Water,Water,Water,Water,Bareland,Water,Water
885,Forest,Water,Water,Water,Water,Bareland,Water,Forest
886,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
887,Forest,Water,Water,Water,Water,Water,Wetland,Bareland
888,Forest,Water,Water,Water,Water,Water,Wetland,Water
889,Forest,Water,Water,Water,Water,Water,Wetland,Forest
890,Forest,Water,Water,Water,Water,Water,Water,Grassland
891,Forest,Water,Water,Water,Water,Water,Water,Water
892,Forest,Water,Water,Water,Water,Water,Water,Forest
893,Forest,Water,Water,Water,Water,Water,Forest,Water
894,Forest,Water,Water,Water,Water,Water,Forest,Forest
895,Forest,Water,Water,Water,Water,Forest,Wetland,Water
896,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
897,Forest,Water,Water,Water,Water,Forest,Water,Grassland
898,Forest,Water,Water,Water,Water,Forest,Water,Water
899,Forest,Water,Water,Water,Water,Forest,Water,Forest
900,Forest,Water,Water,Water,Water,Forest,Forest,Water
901,Forest,Water,Water,Water,Water,Forest,Forest,Forest
902,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
903,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
904,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
905,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
906,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
907,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
908,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
909,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
910,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
911,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
912,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
913,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
914,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
915,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
916,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
917,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
918,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
919,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
920,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
921,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
922,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
923,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
924,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
925,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
926,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
927,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
928,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
929,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
930,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
931,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
932,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
933,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
934,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
935,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
936,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
937,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
938,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
939,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
940,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
941,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
942,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
943,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
944,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
945,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
946,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
947,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
948,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
949,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
950,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
951,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
952,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
953,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
954,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
955,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
956,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
957,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
958,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
959,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
960,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
961,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
962,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
963,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
964,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
965,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
966,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
967,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
968,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
969,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
970,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
971,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
972,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
973,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
974,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
975,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
976,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
977,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
978,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
979,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
980,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
981,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
982,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
983,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
984,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
985,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
986,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
987,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
988,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
989,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
990,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
991,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
992,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
993,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
994,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
995,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
996,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
997,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
998,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
999,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1000,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1001,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1002,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1003,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1004,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1005,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1006,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1007,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1008,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1009,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1010,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1011,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1012,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1013,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1014,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1015,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1016,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1017,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1018,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1019,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1020,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1021,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1022,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1023,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1024,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1025,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1026,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1027,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1028,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1029,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1030,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1031,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1032,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
1033,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1034,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1035,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1036,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1037,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1038,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1039,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
1040,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1041,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1042,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1043,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
1044,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1045,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
1046,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1047,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
1048,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1049,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
1050,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1051,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
1052,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
1053,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
1054,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1055,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
1056,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
1057,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
1058,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1059,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
1060,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1061,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
1062,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
1063,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
1064,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1065,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1066,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1067,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1068,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1069,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1070,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1071,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1072,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1073,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1074,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1075,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1076,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1077,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1078,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1079,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1080,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1081,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1082,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1083,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1084,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1085,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1086,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Water
1087,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1088,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1089,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1090,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1091,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1092,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1093,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1094,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1095,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1096,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1097,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1098,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1099,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1100,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1101,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
1102,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1103,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1104,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1105,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1106,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1107,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1108,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1109,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1110,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1111,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1112,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1113,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1114,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1115,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1116,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Water
1117,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
1118,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Water
1119,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
1120,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1121,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
1122,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
