Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFJ_M_R
17984,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17985,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17986,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17987,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17988,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
17989,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
17990,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
17991,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
17992,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
17993,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
17994,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
17995,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
17996,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
17997,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
17998,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
17999,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18000,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
18001,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
18002,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
18003,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
18004,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
18005,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
18006,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
18007,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
18008,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
18009,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18010,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
18011,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
18012,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
18013,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
18014,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
18015,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
18016,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
18017,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
18018,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
18019,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
18020,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
18021,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
18022,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
18023,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
18024,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
18025,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
18026,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
18027,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
18028,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
18029,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
18030,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
18031,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
18032,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
18033,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
18034,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
18035,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
18036,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
18037,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
18038,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
18039,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
18040,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
18041,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
18042,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
18043,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
18044,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
18045,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
18046,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
18047,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
18048,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
18049,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
18050,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
18051,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
18052,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
18053,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
18054,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
18055,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
18056,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
18057,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
18058,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
18059,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
18060,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
18061,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
18062,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
18063,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
18064,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
18065,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
18066,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
18067,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Wetland
18068,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
18069,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
18070,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
18071,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
18072,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
18073,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
18074,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
18075,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
18076,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
18077,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
18078,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
18079,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
18080,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
18081,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
18082,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
18083,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
18084,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
18085,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
18086,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
18087,Forest,Water,NULL,Water,Non_Wetland,Bareland,NULL,Forest
18088,Forest,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Forest
18089,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
18090,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
18091,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Bareland
18092,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
18093,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
18094,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
18095,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
18096,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
18097,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
18098,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
18099,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
18100,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
18101,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
18102,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
18103,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
18104,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
18105,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
18106,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
18107,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
18108,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
18109,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
18110,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
18111,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
18112,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
18113,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
18114,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
18115,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
18116,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
18117,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
18118,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
18119,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
18120,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
18121,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
18122,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
18123,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
18124,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
18125,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18126,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18127,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
18128,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
18129,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18130,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
18131,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18132,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18133,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
18134,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
18135,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
18136,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
18137,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
18138,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
18139,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
18140,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
18141,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
18142,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
18143,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
18144,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
18145,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
18146,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
18147,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
18148,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
18149,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
18150,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18151,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
18152,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18153,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
18154,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
18155,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
18156,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
18157,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
18158,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
18159,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
18160,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
18161,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
18162,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
18163,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
18164,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
18165,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
18166,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18167,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
18168,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
18169,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18170,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
18171,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
18172,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
18173,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
18174,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
18175,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
18176,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
18177,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
18178,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
18179,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
18180,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
18181,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
18182,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
18183,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
18184,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
18185,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
18186,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
18187,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
18188,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
18189,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
18190,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Water
18191,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
18192,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
18193,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
18194,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
18195,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
18196,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
18197,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
18198,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
18199,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
18200,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
18201,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
18202,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
18203,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
18204,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
18205,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
18206,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
18207,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
18208,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
18209,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
18210,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
18211,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
18212,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
18213,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
18214,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
18215,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
18216,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
18217,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
18218,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
18219,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
18220,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
18221,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
18222,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
18223,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
18224,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
18225,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
18226,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
18227,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
18228,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
18229,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
18230,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
18231,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
18232,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
18233,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
18234,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
18235,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
18236,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
18237,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
18238,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
18239,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
18240,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
18241,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
18242,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
18243,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
18244,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
18245,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
18246,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
18247,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
18248,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
18249,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
18250,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
18251,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
18252,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
18253,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
18254,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
18255,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
18256,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
18257,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
18258,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
18259,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
18260,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
18261,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
18262,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Wetland
18263,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
18264,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
18265,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
18266,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
18267,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
18268,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
18269,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Wetland
18270,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
18271,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
18272,Forest,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
18273,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
18274,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Built-up,Forest
18275,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
18276,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
18277,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
18278,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
18279,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
18280,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
18281,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
18282,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
18283,Forest,Water,Grassland,Water,Non_Wetland,Forest,Forest,Forest
18284,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
18285,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
18286,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
18287,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
18288,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
18289,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
18290,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
18291,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
18292,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
18293,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
18294,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
18295,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
18296,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
18297,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
18298,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
18299,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
18300,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
18301,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18302,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18303,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
18304,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
18305,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18306,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
18307,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18308,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
18309,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
18310,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
18311,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
18312,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
18313,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
18314,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
18315,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
18316,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
18317,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18318,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
18319,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
18320,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18321,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
