Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPG_M_R
1021,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1022,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1023,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1024,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1025,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1026,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1027,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1028,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1029,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1030,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1032,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
1033,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1034,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1035,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1036,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1037,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1038,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1039,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1040,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1041,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1042,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1043,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1044,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1045,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1046,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1047,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1048,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1049,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1050,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1051,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1052,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1053,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1054,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1055,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1056,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1057,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1058,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1059,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1060,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1061,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1062,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1063,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1064,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1065,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1066,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1067,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1068,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1069,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1070,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1071,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1072,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1073,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1074,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1075,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1076,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1077,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1078,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1079,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1080,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1081,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1082,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1083,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1084,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1085,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1086,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1087,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1088,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1089,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1090,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1091,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1093,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1094,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1095,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1096,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1097,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1099,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1100,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1101,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1102,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1103,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1104,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1106,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1107,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1108,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1109,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1110,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1111,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1112,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1113,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1114,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1115,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1116,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1117,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1118,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1119,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1120,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1121,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1122,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1123,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1124,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1125,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1126,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1127,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1128,Wetland,Water,Water,NULL,Water,NULL,NULL,NULL
1129,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1130,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1131,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1132,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1133,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1134,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1135,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1136,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1137,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1138,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1139,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1140,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1141,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1142,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1143,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1144,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1145,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1146,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1147,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1148,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1149,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1150,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1151,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1152,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1153,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1154,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1155,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1156,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1157,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1158,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1159,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1160,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1161,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1162,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1163,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1164,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1165,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1166,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1167,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1168,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1169,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1170,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1171,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1172,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
1173,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1174,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
1175,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1176,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1177,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1178,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1179,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1180,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1181,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1182,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1183,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1184,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1185,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1186,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1187,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1188,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1189,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1190,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1191,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1192,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1193,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1194,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1195,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1196,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1197,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1198,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1199,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1200,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1201,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1202,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1203,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1204,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1205,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1206,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1207,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1208,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1209,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1210,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1211,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1212,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1213,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1214,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1215,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1216,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1217,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1218,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1219,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1220,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1221,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1222,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1223,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1224,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1225,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1226,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1227,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1228,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1229,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1230,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1231,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1232,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1233,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1235,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1236,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1237,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1238,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1239,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1240,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1241,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1242,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1243,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1244,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1245,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1246,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1247,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1248,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1249,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1250,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1251,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1252,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1253,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1254,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1255,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1256,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1257,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1258,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1259,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1260,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1261,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1262,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1263,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1264,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1265,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1267,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1268,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1269,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1270,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1271,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1272,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1273,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1274,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1275,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1276,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1277,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1278,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1279,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1280,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1282,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1284,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1285,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1286,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1287,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1288,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1289,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1290,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1291,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1292,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1293,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1294,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1295,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1296,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1297,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1298,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1299,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1300,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1301,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1302,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1303,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1304,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1305,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1306,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1307,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1308,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1309,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1310,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1311,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1312,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1313,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1314,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1315,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1316,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1317,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1318,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1319,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1320,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1321,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1322,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1323,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1324,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1325,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1326,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1327,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1328,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1329,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1330,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1331,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1332,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1333,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1334,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1335,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1336,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1337,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1338,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1339,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1340,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1341,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1342,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1343,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1344,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1345,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1346,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1347,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1348,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1349,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1350,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1351,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1352,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1353,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1354,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1355,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1356,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1357,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1358,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
