Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTF_M_R
6568,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6569,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6570,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6571,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6572,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6573,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6574,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6575,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6576,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6577,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
6578,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6579,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
6580,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6581,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6582,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6583,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6584,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6585,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6586,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6587,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6588,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6589,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6590,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6591,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6592,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6593,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6594,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6595,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6596,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6597,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6598,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6599,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6600,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
6601,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6602,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6603,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
6604,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6605,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
6606,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6607,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6608,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6609,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6610,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6611,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6612,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6613,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6614,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6615,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6616,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6617,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6618,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6619,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6620,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6621,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6622,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
6623,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6624,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6625,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
6626,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6627,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
6628,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6629,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6630,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
6631,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6632,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6633,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
6634,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6635,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
6636,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6637,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6638,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6639,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6640,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6641,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6642,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6643,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6644,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6645,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6646,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6647,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6648,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6649,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
6650,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6651,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
6652,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6653,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6654,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6655,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
6656,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
6657,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6658,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6659,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6660,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6661,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6662,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6663,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6664,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6665,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6666,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6667,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6668,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6669,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6670,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6671,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6672,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6673,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6674,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6675,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6676,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
6677,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6678,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6679,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6680,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6681,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6682,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6683,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6684,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6685,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6686,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6687,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6688,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6689,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6690,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6691,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6692,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6693,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6694,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6695,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6696,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6697,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6698,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6699,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6700,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6701,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6702,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6703,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6704,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6705,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6706,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6707,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6708,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
6709,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
6710,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6711,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6712,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6713,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6714,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6715,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6716,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6717,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6718,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6719,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6720,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6721,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6722,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6723,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6724,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6725,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6726,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6727,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6728,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6729,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6730,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6731,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6732,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6733,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6734,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
6735,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6736,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6737,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6738,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6739,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
6740,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6741,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6742,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6743,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6744,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
6745,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6746,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6747,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6748,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6749,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6750,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6751,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
6752,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6753,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6754,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
6755,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6756,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6757,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6758,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6759,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6760,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6761,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6762,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6763,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6764,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6765,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6766,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6767,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6768,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6769,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6770,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6771,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6772,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6773,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6774,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6775,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6776,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6777,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6778,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6779,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6780,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6781,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6782,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6783,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6784,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
6785,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6786,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
6787,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6788,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6789,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
6790,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6791,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6792,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6793,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6794,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6795,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6796,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6797,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6798,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6799,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6800,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6801,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6802,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6803,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6804,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6805,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6806,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6807,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6808,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6809,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6810,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6811,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6812,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6813,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6814,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6815,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6816,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6817,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6818,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6819,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6820,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6821,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6822,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6823,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6824,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6825,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6826,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6827,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6828,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6829,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6830,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6831,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
6832,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6833,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6834,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6835,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6836,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6837,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6838,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6839,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
6840,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
6841,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6842,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6843,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6844,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6845,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
6846,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6847,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Cropland
6848,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6849,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6850,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6851,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6852,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6853,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6854,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6855,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6856,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6857,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6858,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6859,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6860,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6861,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6862,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6863,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6864,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6865,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6866,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6867,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6868,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6869,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
6870,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6871,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6872,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
6873,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
6874,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6875,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6876,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6877,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6878,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6879,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6880,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
6881,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
