Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYP_M_R
9804,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9805,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9806,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9807,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9808,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Bareland
9809,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
9810,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
9811,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9812,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
9813,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
9814,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
9815,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
9816,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
9817,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9818,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
9819,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
9820,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
9821,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Water
9822,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
9823,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
9824,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
9825,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
9826,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
9827,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
9828,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
9829,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
9830,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
9831,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Bareland
9832,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
9833,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Grassland
9834,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
9835,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
9836,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
9837,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
9838,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest,Water
9839,Water,Water,Bareland,Water,Non_Wetland,Wetland,NULL,Water
9840,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
9841,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
9842,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Bareland
9843,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
9844,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
9845,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
9846,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
9847,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
9848,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
9849,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
9850,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
9851,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Cropland
9852,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
9853,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
9854,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
9855,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
9856,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
9857,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9858,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
9859,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
9860,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9861,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
9862,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9863,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
9864,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
9865,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
9866,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
9867,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
9868,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
9869,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
9870,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
9871,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
9872,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
9873,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
9874,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
9875,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
9876,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
9877,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
9878,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
9879,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9880,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9881,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
9882,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9883,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9884,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9885,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
9886,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
9887,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
9888,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
9889,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
9890,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Cropland
9891,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
9892,Water,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
9893,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
9894,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
9895,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
9896,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
9897,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9898,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Bareland
9899,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Water
9900,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9901,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Water
9902,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
9903,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
9904,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
9905,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
9906,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
9907,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
9908,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Water
9909,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9910,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9911,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
9912,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
9913,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
9914,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
9915,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Wetland
9916,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Forest
9917,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
9918,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
9919,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
9920,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
9921,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
9922,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,Forest,Water
9923,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
9924,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
9925,Water,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Grassland
9926,Water,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Water
9927,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
9928,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Water
9929,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
9930,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
9931,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Built-up
9932,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
9933,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
9934,Water,Water,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
9935,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
9936,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
9937,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
9938,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Wetland
9939,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
9940,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Forest
9941,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
9942,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
9943,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
9944,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
9945,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
9946,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
9947,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
9948,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
9949,Water,Water,Water,NULL,Water,NULL,NULL,Water
9950,Water,Water,Water,NULL,Water,NULL,NULL,Forest
9951,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
9952,Water,Water,Water,NULL,Water,NULL,Wetland,Water
9953,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
9954,Water,Water,Water,NULL,Water,NULL,Bareland,Water
9955,Water,Water,Water,NULL,Water,NULL,Bareland,Forest
9956,Water,Water,Water,NULL,Water,NULL,Built-up,Grassland
9957,Water,Water,Water,NULL,Water,NULL,Water,Grassland
9958,Water,Water,Water,NULL,Water,NULL,Water,Cropland
9959,Water,Water,Water,NULL,Water,NULL,Water,Bareland
9960,Water,Water,Water,NULL,Water,NULL,Water,Built-up
9961,Water,Water,Water,NULL,Water,NULL,Water,Water
9962,Water,Water,Water,NULL,Water,NULL,Water,Forest
9963,Water,Water,Water,NULL,Water,NULL,Forest,Water
9964,Water,Water,Water,NULL,Water,NULL,Forest,Forest
9965,Water,Water,Water,NULL,Water,Cropland,NULL,Grassland
9966,Water,Water,Water,NULL,Water,Cropland,NULL,Cropland
9967,Water,Water,Water,NULL,Water,Cropland,NULL,Bareland
9968,Water,Water,Water,NULL,Water,Cropland,NULL,Water
9969,Water,Water,Water,NULL,Water,Cropland,Water,Grassland
9970,Water,Water,Water,NULL,Water,Cropland,Water,Cropland
9971,Water,Water,Water,NULL,Water,Cropland,Water,Bareland
9972,Water,Water,Water,NULL,Water,Cropland,Water,Water
9973,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
9974,Water,Water,Water,NULL,Water,Wetland,NULL,Water
9975,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
9976,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
9977,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
9978,Water,Water,Water,NULL,Water,Wetland,Wetland,Cropland
9979,Water,Water,Water,NULL,Water,Wetland,Wetland,Bareland
9980,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
9981,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
9982,Water,Water,Water,NULL,Water,Wetland,Bareland,Grassland
9983,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
9984,Water,Water,Water,NULL,Water,Wetland,Water,Cropland
9985,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
9986,Water,Water,Water,NULL,Water,Wetland,Water,Water
9987,Water,Water,Water,NULL,Water,Wetland,Water,Forest
9988,Water,Water,Water,NULL,Water,Wetland,Forest,Water
9989,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
9990,Water,Water,Water,NULL,Water,Bareland,NULL,Bareland
9991,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
9992,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
9993,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
9994,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
9995,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
9996,Water,Water,Water,NULL,Water,Bareland,Water,Water
9997,Water,Water,Water,NULL,Water,Built-up,Wetland,Water
9998,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
9999,Water,Water,Water,NULL,Water,Built-up,Water,Water
10000,Water,Water,Water,NULL,Water,Water,NULL,Grassland
10001,Water,Water,Water,NULL,Water,Water,NULL,Water
10002,Water,Water,Water,NULL,Water,Water,NULL,Forest
10003,Water,Water,Water,NULL,Water,Water,Grassland,Water
10004,Water,Water,Water,NULL,Water,Water,Wetland,Water
10005,Water,Water,Water,NULL,Water,Water,Wetland,Forest
10006,Water,Water,Water,NULL,Water,Water,Bareland,Water
10007,Water,Water,Water,NULL,Water,Water,Water,Grassland
10008,Water,Water,Water,NULL,Water,Water,Water,Cropland
10009,Water,Water,Water,NULL,Water,Water,Water,Bareland
10010,Water,Water,Water,NULL,Water,Water,Water,Built-up
10011,Water,Water,Water,NULL,Water,Water,Water,Water
10012,Water,Water,Water,NULL,Water,Water,Water,Forest
10013,Water,Water,Water,NULL,Water,Water,Forest,Water
10014,Water,Water,Water,NULL,Water,Water,Forest,Forest
10015,Water,Water,Water,NULL,Water,Forest,NULL,Water
10016,Water,Water,Water,NULL,Water,Forest,NULL,Forest
10017,Water,Water,Water,NULL,Water,Forest,Wetland,Wetland
10018,Water,Water,Water,NULL,Water,Forest,Wetland,Water
10019,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
10020,Water,Water,Water,NULL,Water,Forest,Water,Grassland
10021,Water,Water,Water,NULL,Water,Forest,Water,Water
10022,Water,Water,Water,NULL,Water,Forest,Water,Forest
10023,Water,Water,Water,NULL,Water,Forest,Forest,Water
10024,Water,Water,Water,NULL,Water,Forest,Forest,Forest
10025,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
10026,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
10027,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
10028,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
10029,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
10030,Water,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
10031,Water,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
10032,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
10033,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
10034,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
10035,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
10036,Water,Water,Water,Non_Water,Water,NULL,Water,Bareland
10037,Water,Water,Water,Non_Water,Water,NULL,Water,Water
10038,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
10039,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
10040,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
10041,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
10042,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
10043,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
10044,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
10045,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Bareland
10046,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
10047,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
10048,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
10049,Water,Water,Water,Non_Water,Water,Wetland,Water,Cropland
10050,Water,Water,Water,Non_Water,Water,Wetland,Water,Bareland
10051,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
10052,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
10053,Water,Water,Water,Non_Water,Water,Wetland,Forest,Water
10054,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
10055,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
10056,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
10057,Water,Water,Water,Non_Water,Water,Built-up,Built-up,Water
10058,Water,Water,Water,Non_Water,Water,Built-up,Water,Water
10059,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
10060,Water,Water,Water,Non_Water,Water,Water,NULL,Cropland
10061,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
10062,Water,Water,Water,Non_Water,Water,Water,NULL,Water
10063,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
10064,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
10065,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
10066,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
10067,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
10068,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
10069,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
10070,Water,Water,Water,Non_Water,Water,Water,Water,Water
10071,Water,Water,Water,Non_Water,Water,Water,Water,Forest
10072,Water,Water,Water,Non_Water,Water,Water,Forest,Water
10073,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
10074,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
10075,Water,Water,Water,Non_Water,Water,Forest,Wetland,Grassland
10076,Water,Water,Water,Non_Water,Water,Forest,Wetland,Wetland
10077,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
10078,Water,Water,Water,Non_Water,Water,Forest,Water,Water
10079,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
10080,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
10081,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
10082,Water,Water,Water,Water,Water,NULL,NULL,Grassland
10083,Water,Water,Water,Water,Water,NULL,NULL,Cropland
10084,Water,Water,Water,Water,Water,NULL,NULL,Wetland
10085,Water,Water,Water,Water,Water,NULL,NULL,Bareland
10086,Water,Water,Water,Water,Water,NULL,NULL,Water
10087,Water,Water,Water,Water,Water,NULL,NULL,Forest
10088,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
10089,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
10090,Water,Water,Water,Water,Water,NULL,Wetland,Bareland
10091,Water,Water,Water,Water,Water,NULL,Wetland,Water
10092,Water,Water,Water,Water,Water,NULL,Wetland,Forest
10093,Water,Water,Water,Water,Water,NULL,Bareland,Water
10094,Water,Water,Water,Water,Water,NULL,Water,Grassland
10095,Water,Water,Water,Water,Water,NULL,Water,Wetland
10096,Water,Water,Water,Water,Water,NULL,Water,Bareland
10097,Water,Water,Water,Water,Water,NULL,Water,Water
10098,Water,Water,Water,Water,Water,NULL,Water,Forest
10099,Water,Water,Water,Water,Water,NULL,Forest,Grassland
10100,Water,Water,Water,Water,Water,NULL,Forest,Water
10101,Water,Water,Water,Water,Water,NULL,Forest,Forest
10102,Water,Water,Water,Water,Water,Grassland,Water,Grassland
10103,Water,Water,Water,Water,Water,Grassland,Water,Water
10104,Water,Water,Water,Water,Water,Cropland,NULL,Water
10105,Water,Water,Water,Water,Water,Cropland,NULL,Forest
10106,Water,Water,Water,Water,Water,Cropland,Water,Bareland
10107,Water,Water,Water,Water,Water,Cropland,Water,Water
10108,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
10109,Water,Water,Water,Water,Water,Wetland,NULL,Water
10110,Water,Water,Water,Water,Water,Wetland,NULL,Forest
10111,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
10112,Water,Water,Water,Water,Water,Wetland,Wetland,Bareland
10113,Water,Water,Water,Water,Water,Wetland,Wetland,Water
10114,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
10115,Water,Water,Water,Water,Water,Wetland,Water,Grassland
10116,Water,Water,Water,Water,Water,Wetland,Water,Wetland
10117,Water,Water,Water,Water,Water,Wetland,Water,Bareland
10118,Water,Water,Water,Water,Water,Wetland,Water,Water
10119,Water,Water,Water,Water,Water,Wetland,Water,Forest
10120,Water,Water,Water,Water,Water,Wetland,Forest,Water
10121,Water,Water,Water,Water,Water,Wetland,Forest,Forest
10122,Water,Water,Water,Water,Water,Bareland,Water,Grassland
10123,Water,Water,Water,Water,Water,Bareland,Water,Wetland
10124,Water,Water,Water,Water,Water,Bareland,Water,Bareland
10125,Water,Water,Water,Water,Water,Bareland,Water,Water
10126,Water,Water,Water,Water,Water,Bareland,Water,Forest
10127,Water,Water,Water,Water,Water,Built-up,Water,Water
10128,Water,Water,Water,Water,Water,Water,NULL,NULL
10129,Water,Water,Water,Water,Water,Water,NULL,Grassland
10130,Water,Water,Water,Water,Water,Water,NULL,Cropland
10131,Water,Water,Water,Water,Water,Water,NULL,Wetland
10132,Water,Water,Water,Water,Water,Water,NULL,Bareland
10133,Water,Water,Water,Water,Water,Water,NULL,Water
10134,Water,Water,Water,Water,Water,Water,NULL,Forest
10135,Water,Water,Water,Water,Water,Water,Wetland,Wetland
10136,Water,Water,Water,Water,Water,Water,Wetland,Water
10137,Water,Water,Water,Water,Water,Water,Wetland,Forest
10138,Water,Water,Water,Water,Water,Water,Bareland,Water
10139,Water,Water,Water,Water,Water,Water,Built-up,Water
10140,Water,Water,Water,Water,Water,Water,Water,Grassland
10141,Water,Water,Water,Water,Water,Water,Water,Cropland
10142,Water,Water,Water,Water,Water,Water,Water,Wetland
10143,Water,Water,Water,Water,Water,Water,Water,Bareland
10144,Water,Water,Water,Water,Water,Water,Water,Water
10145,Water,Water,Water,Water,Water,Water,Water,Forest
10146,Water,Water,Water,Water,Water,Water,Forest,Water
10147,Water,Water,Water,Water,Water,Water,Forest,Forest
10148,Water,Water,Water,Water,Water,Forest,NULL,Grassland
10149,Water,Water,Water,Water,Water,Forest,NULL,Water
10150,Water,Water,Water,Water,Water,Forest,NULL,Forest
10151,Water,Water,Water,Water,Water,Forest,Wetland,Grassland
10152,Water,Water,Water,Water,Water,Forest,Wetland,Water
10153,Water,Water,Water,Water,Water,Forest,Wetland,Forest
10154,Water,Water,Water,Water,Water,Forest,Water,Grassland
10155,Water,Water,Water,Water,Water,Forest,Water,Water
10156,Water,Water,Water,Water,Water,Forest,Water,Forest
10157,Water,Water,Water,Water,Water,Forest,Forest,Water
10158,Water,Water,Water,Water,Water,Forest,Forest,Forest
10159,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10160,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10161,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10162,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
10163,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
10164,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
10165,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10166,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10167,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10168,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10169,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
10170,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
10171,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
10172,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10173,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
10174,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
10175,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
10176,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10177,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Water
10178,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10179,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
10180,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
10181,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
10182,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
10183,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10184,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
10185,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
10186,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10187,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
10188,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10189,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
10190,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10191,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Water
10192,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Water
10193,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10194,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
10195,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
10196,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10197,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10198,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
10199,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
