Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVV_M_R
718,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
719,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
720,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
721,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
722,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
723,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
724,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
725,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
726,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
727,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,NULL
728,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
729,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
730,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
731,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
732,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
733,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
734,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
735,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,NULL
736,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
737,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
738,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
739,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
740,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
741,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
742,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
743,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,NULL
744,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
