Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLH_M_R
674,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
675,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
676,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
677,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
678,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
679,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
680,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
681,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
682,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
683,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
684,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
685,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
686,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
687,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
688,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
689,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
690,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
691,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
692,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
693,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
694,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
695,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
696,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
697,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
698,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
699,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
700,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
701,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
702,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
703,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
704,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
705,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
706,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
707,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
708,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
709,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
710,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
711,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
712,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
713,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
714,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
715,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
716,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
717,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
718,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
719,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
720,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
721,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
722,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
723,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
724,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
725,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
726,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
727,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
728,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
729,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
730,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
731,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
732,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
733,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
734,Forest,Forest,Water,NULL,Water,Grassland,Forest,Water
735,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
736,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
737,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
738,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
739,Forest,Forest,Water,Water,Water,NULL,NULL,Water
740,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
741,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
742,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
743,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
744,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
745,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
746,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
747,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
748,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
749,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
750,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
751,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
752,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
753,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
754,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
755,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
756,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
757,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
758,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
759,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
760,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
761,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
762,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
763,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
764,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
765,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
766,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
767,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
768,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
769,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
770,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
771,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
772,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
773,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
774,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
775,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
776,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
777,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
778,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
779,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
780,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
781,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
782,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
783,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
784,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
785,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
786,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
787,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
788,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
789,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
790,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
791,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
792,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
793,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
794,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
795,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
796,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
797,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
798,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
799,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
800,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
801,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
802,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
803,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
804,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
805,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
806,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
807,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
