Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKK_M_R
2237,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2238,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2239,Permanent_ice_and_snow,Cropland,Water,Water,Water,NULL,NULL,Water
2240,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2241,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2242,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2243,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2244,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2245,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2246,Permanent_ice_and_snow,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2247,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2248,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2249,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2250,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2251,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2252,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2253,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2254,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2255,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2256,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2257,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
2258,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
2259,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2260,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2261,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2262,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2263,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2264,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
2265,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2266,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2267,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2268,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2269,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2270,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2271,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2272,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2273,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2274,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2275,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2276,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2277,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2278,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2279,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2280,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2281,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2282,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
2283,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
2284,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2285,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
2286,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
2287,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2288,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
2289,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2290,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2291,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2292,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2293,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2294,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2295,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2296,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2297,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2298,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2299,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2300,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2301,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2302,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2303,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2304,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2305,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2306,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2307,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2308,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2309,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2310,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2311,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2312,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2313,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2314,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2315,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2316,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2317,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2318,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2319,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2320,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2321,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2322,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2323,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2324,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2325,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2326,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2327,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2328,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2329,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2330,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2331,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2332,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2333,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2334,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2335,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2336,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2337,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2338,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2339,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2340,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2341,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2342,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2343,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2344,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2345,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2346,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2347,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2348,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2349,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2350,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2351,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2352,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2353,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2354,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2355,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2356,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2357,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2358,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2359,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2360,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2361,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2362,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2363,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2364,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2365,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2366,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
2367,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2368,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2369,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2370,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2371,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2372,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2373,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2374,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2375,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2376,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2377,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2378,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2379,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2380,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2381,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2382,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2383,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2384,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2385,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2386,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2387,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2388,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2389,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2390,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2391,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
2392,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2393,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2394,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2395,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2396,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2397,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2398,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2399,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2400,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2401,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2402,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2403,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2404,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2405,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2406,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2407,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2408,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2409,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2410,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2411,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2412,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2413,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2414,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2415,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2416,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2417,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2418,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2419,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2420,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2421,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2422,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2423,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2424,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2425,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2426,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2427,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2428,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2429,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2430,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2431,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2432,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2433,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2434,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2435,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2436,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2437,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2438,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2439,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2440,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
2441,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2442,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2443,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2444,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2445,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2446,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2447,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2448,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2449,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2450,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2451,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2452,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2453,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2454,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2455,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2456,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2457,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2458,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2459,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2460,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2461,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2462,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2463,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2464,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2465,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2466,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2467,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2468,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2469,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2470,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2471,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2472,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2473,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2474,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2475,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2476,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2477,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2478,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2479,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2480,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2481,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2482,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2483,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2484,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2485,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2486,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2487,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2488,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2489,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2490,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2491,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2492,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2493,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2494,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2495,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2496,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2497,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2498,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2499,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2500,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2501,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2502,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2503,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2504,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2505,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2506,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2507,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2508,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2509,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2510,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2511,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2512,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2513,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2514,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2515,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2516,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2517,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2518,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2519,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2520,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2521,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2522,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2523,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2524,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2525,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2526,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2527,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2528,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2529,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2530,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2531,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2532,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2533,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2534,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2535,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2536,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2537,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2538,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2539,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2540,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2541,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2542,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2543,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2544,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2545,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2546,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2547,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2548,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2549,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2550,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2551,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2552,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2553,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2554,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2555,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2556,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2557,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2558,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2559,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2560,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2561,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2562,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2563,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2564,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
