Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPQ_M_R
12515,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12516,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12517,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12518,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
12519,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12520,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
12521,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12522,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12523,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12524,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12525,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12526,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12527,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
12528,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
12529,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
12530,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12531,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
12532,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
12533,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
12534,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12535,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
12536,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
12537,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
12538,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12539,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12540,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12541,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
12542,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12543,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12544,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12545,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12546,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12547,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12548,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12549,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12550,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12551,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12552,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12553,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12554,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12555,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
12556,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12557,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12558,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12559,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
12560,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12561,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
12562,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
12563,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12564,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
12565,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
12566,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
12567,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
12568,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
12569,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12570,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12571,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12572,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12573,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
12574,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
12575,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12576,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12577,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12578,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12579,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12580,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12581,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12582,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12583,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12584,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12585,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12586,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12587,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12588,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12589,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
12590,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12591,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
12592,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
12593,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12594,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
12595,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
12596,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
12597,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
12598,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12599,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
12600,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
12601,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
12602,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
12603,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12604,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
12605,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
12606,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12607,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
12608,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12609,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12610,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12611,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
12612,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12613,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12614,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12615,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12616,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12617,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12618,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12619,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
12620,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12621,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12622,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12623,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12624,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12625,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
12626,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12627,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12628,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12629,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
12630,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12631,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
12632,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
12633,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
12634,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12635,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
12636,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
12637,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
12638,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
12639,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12640,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
12641,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12642,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
12643,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
12644,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
12645,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12646,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
12647,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
12648,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12649,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12650,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
12651,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
12652,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
12653,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
12654,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
12655,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
12656,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
12657,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
12658,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
12659,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
12660,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
12661,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
12662,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
12663,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12664,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
12665,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
12666,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
12667,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
12668,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
12669,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
12670,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12671,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
12672,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12673,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
12674,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12675,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
12676,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
12677,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
12678,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12679,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
12680,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12681,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
12682,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12683,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
12684,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
12685,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
12686,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
12687,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
12688,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
12689,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12690,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
12691,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
12692,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
12693,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
12694,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
12695,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12696,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12697,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12698,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12699,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
12700,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
12701,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
12702,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12703,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
12704,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12705,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12706,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
12707,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12708,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
12709,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
12710,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
12711,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Water
12712,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
12713,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
12714,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
12715,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
12716,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
12717,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
12718,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
12719,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
12720,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
12721,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
12722,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
12723,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
12724,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
12725,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
12726,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
12727,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
12728,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
12729,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
12730,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
12731,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
12732,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12733,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
12734,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
12735,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
12736,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12737,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
12738,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12739,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
12740,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
12741,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12742,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
12743,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
12744,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12745,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
12746,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
12747,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
12748,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
12749,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
12750,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
12751,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
12752,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12753,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
12754,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12755,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12756,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12757,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12758,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12759,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12760,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12761,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12762,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
12763,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12764,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12765,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12766,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12767,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12768,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12769,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
12770,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
12771,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12772,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Bareland
12773,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12774,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
12775,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12776,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
12777,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12778,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12779,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12780,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12781,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12782,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
12783,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12784,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12785,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12786,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12787,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12788,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
12789,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12790,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
12791,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
12792,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12793,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
12794,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
12795,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
12796,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12797,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
12798,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
12799,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
12800,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12801,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
12802,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
12803,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
12804,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
12805,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12806,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12807,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
12808,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
12809,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
12810,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12811,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
12812,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
12813,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
12814,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
12815,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
12816,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12817,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12818,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12819,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
12820,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12821,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12822,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12823,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12824,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
12825,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
12826,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12827,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
12828,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
12829,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
12830,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
12831,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
12832,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
12833,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
