Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWJ_M_R
1669,Water,Bareland,Water,Water,Water,NULL,Bareland,Water
1670,Water,Bareland,Water,Water,Water,Bareland,Water,Water
1671,Water,Bareland,Water,Water,Water,Water,Water,Water
1672,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1673,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1674,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1675,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Water
1676,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1677,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1678,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1679,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1680,Water,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1681,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1682,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1683,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1684,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1685,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1686,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1687,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1688,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Water
1689,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1690,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
1691,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
1692,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1693,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1694,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
1695,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Water
1696,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
1697,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
1698,Water,Built-up,Wetland,NULL,Wetland,Water,NULL,Grassland
1699,Water,Built-up,Wetland,NULL,Wetland,Water,NULL,Wetland
1700,Water,Built-up,Wetland,NULL,Wetland,Water,NULL,Water
1701,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Water
1702,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
1703,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1704,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1705,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Water
1706,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
1707,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1708,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
1709,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
1710,Water,Built-up,Wetland,Water,Wetland,Wetland,Forest,Wetland
1711,Water,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Water
1712,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
1713,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Water
1714,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
1715,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1716,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1717,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1718,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1719,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
1720,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
1721,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
1722,Water,Built-up,Water,Non_Water,NULL,Bareland,Built-up,Bareland
1723,Water,Built-up,Water,Non_Water,Water,NULL,Water,Wetland
1724,Water,Built-up,Water,Water,Water,Water,NULL,Wetland
1725,Water,Built-up,Water,Water,Water,Water,Water,Water
1726,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1727,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1728,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1729,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1730,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1731,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
1732,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1733,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
1734,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
1735,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
1736,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
1737,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
1738,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
1739,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1740,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1741,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1742,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
1743,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1744,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
1745,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
1746,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1747,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
1748,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1749,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1750,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1751,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1752,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
1753,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1754,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1755,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1756,Water,Water,NULL,Water,Non_Wetland,Bareland,Built-up,Water
1757,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1758,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
1759,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
1760,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
1761,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1762,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1763,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1764,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1765,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1766,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
1767,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1768,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
1769,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1770,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1771,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1772,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
1773,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1774,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1775,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1776,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
1777,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1778,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1779,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1780,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1781,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1782,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1783,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Water
1784,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1785,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1786,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
1787,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1788,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
1789,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1790,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1791,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
1792,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1793,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1794,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1795,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1796,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
1797,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1798,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1799,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1800,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1801,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1802,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1803,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1804,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1805,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1806,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
1807,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1808,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1809,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1810,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1811,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1812,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
1813,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
1814,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1815,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
1816,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
1817,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
1818,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
1819,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
1820,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1821,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1822,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1823,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1824,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1825,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
1826,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
1827,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1828,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1829,Water,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
1830,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
1831,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
1832,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1833,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
1834,Water,Water,Wetland,NULL,NULL,Bareland,Water,Water
1835,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1836,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1837,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1838,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1839,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1840,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Grassland
1841,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
1842,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
1843,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1844,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1845,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1846,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1847,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1848,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1849,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
1850,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
1851,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1852,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1853,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1854,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1855,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1856,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1857,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Bareland
1858,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1859,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1860,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1861,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1862,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
1863,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
1864,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1865,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
1866,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
1867,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1868,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1869,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1870,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1871,Water,Water,Wetland,NULL,Wetland,Water,Water,Cropland
1872,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1873,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1874,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1875,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1876,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
1877,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
1878,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1879,Water,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
1880,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1881,Water,Water,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
1882,Water,Water,Wetland,Non_Water,NULL,Bareland,Bareland,Water
1883,Water,Water,Wetland,Non_Water,NULL,Bareland,Built-up,Water
1884,Water,Water,Wetland,Non_Water,NULL,Bareland,Water,Water
1885,Water,Water,Wetland,Non_Water,NULL,Water,Bareland,Water
1886,Water,Water,Wetland,Non_Water,NULL,Water,Water,Water
1887,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1888,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1889,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1890,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1891,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1892,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1893,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1894,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
1895,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1896,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1897,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1898,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1899,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
1900,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1901,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1902,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
1903,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1904,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1905,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
1906,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,NULL
1907,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1908,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1909,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1910,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1911,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1912,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
1913,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1914,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1915,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
1916,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
1917,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1918,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1919,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1920,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
1921,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1922,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
1923,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1924,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
1925,Water,Water,Wetland,Water,NULL,Bareland,Bareland,Bareland
1926,Water,Water,Wetland,Water,NULL,Bareland,Bareland,Water
1927,Water,Water,Wetland,Water,NULL,Bareland,Built-up,Water
1928,Water,Water,Wetland,Water,NULL,Bareland,Water,Bareland
1929,Water,Water,Wetland,Water,NULL,Bareland,Water,Water
1930,Water,Water,Wetland,Water,NULL,Water,Bareland,Water
1931,Water,Water,Wetland,Water,NULL,Water,Built-up,Water
1932,Water,Water,Wetland,Water,NULL,Water,Water,Water
1933,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1934,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1935,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
1936,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
1937,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1938,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
1939,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
1940,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1941,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1942,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1943,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1944,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1945,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1946,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1947,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Bareland
1948,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
1949,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1950,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
1951,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1952,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1953,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
1954,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
1955,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1956,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1957,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
1958,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
1959,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1960,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1961,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1962,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1963,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1964,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1965,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1966,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1967,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1968,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Water
1969,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
1970,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1971,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1972,Water,Water,Bareland,Water,Non_Wetland,Bareland,Built-up,Water
1973,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1974,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
1975,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1976,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1977,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1978,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1979,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
1980,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Cropland
1981,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1982,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1983,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1984,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
1985,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
1986,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1987,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1988,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
1989,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1990,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1991,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1992,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
1993,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
1994,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1995,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1996,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
1997,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
1998,Water,Water,Water,NULL,NULL,Bareland,Water,Water
1999,Water,Water,Water,NULL,NULL,Water,Water,Water
2000,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2001,Water,Water,Water,NULL,Water,NULL,NULL,Water
2002,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2003,Water,Water,Water,NULL,Water,NULL,Water,Grassland
2004,Water,Water,Water,NULL,Water,NULL,Water,Wetland
2005,Water,Water,Water,NULL,Water,NULL,Water,Water
2006,Water,Water,Water,NULL,Water,NULL,Water,Forest
2007,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
2008,Water,Water,Water,NULL,Water,Wetland,Water,Water
2009,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2010,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
2011,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
2012,Water,Water,Water,NULL,Water,Bareland,Water,Water
2013,Water,Water,Water,NULL,Water,Water,NULL,Water
2014,Water,Water,Water,NULL,Water,Water,Water,Grassland
2015,Water,Water,Water,NULL,Water,Water,Water,Wetland
2016,Water,Water,Water,NULL,Water,Water,Water,Water
2017,Water,Water,Water,NULL,Water,Water,Water,Forest
2018,Water,Water,Water,Non_Water,NULL,Bareland,Bareland,Water
2019,Water,Water,Water,Non_Water,NULL,Bareland,Water,Water
2020,Water,Water,Water,Non_Water,NULL,Water,Bareland,Water
2021,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2022,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2023,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2024,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
2025,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
2026,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
2027,Water,Water,Water,Non_Water,Water,Water,NULL,Water
2028,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2029,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2030,Water,Water,Water,Non_Water,Water,Water,Water,Water
2031,Water,Water,Water,Water,NULL,NULL,NULL,Water
2032,Water,Water,Water,Water,NULL,Bareland,Bareland,Water
2033,Water,Water,Water,Water,NULL,Bareland,Water,Water
2034,Water,Water,Water,Water,NULL,Water,NULL,Water
2035,Water,Water,Water,Water,NULL,Water,Bareland,Water
2036,Water,Water,Water,Water,NULL,Water,Water,Water
2037,Water,Water,Water,Water,Water,NULL,Water,Wetland
2038,Water,Water,Water,Water,Water,NULL,Water,Water
2039,Water,Water,Water,Water,Water,NULL,Water,Forest
2040,Water,Water,Water,Water,Water,Wetland,NULL,Wetland
2041,Water,Water,Water,Water,Water,Wetland,NULL,Water
2042,Water,Water,Water,Water,Water,Wetland,Wetland,Water
